week,away,away_score,home,home_score,neutral,away_state,home_state
1,Bellevue (Bellevue),33,Clyde (Clyde),23,0,,
1,Belpre (Belpre),12,Fisher Catholic (Lancaster),47,0,,
1,Benjamin Logan (Bellefontaine),30,Bluffton (Bluffton),33,0,,
1,Berea-Midpark (Berea),28,Brunswick (Brunswick),7,0,,
1,Bethel (Tipp City),35,Twin Valley South (West Alexandria),6,0,,
1,Bexley (Columbus),6,Linden McKinley (Columbus),8,0,,
1,Big Walnut (Sunbury),15,Bishop Watterson (Columbus),37,0,,
1,Bishop Ready (Columbus),6,Dalton (Dalton),20,0,,
1,Bishop Rosecrans (Zanesville),42,Beachwood (Beachwood),8,0,,
1,Blanchester (Blanchester),6,Greeneview (Jamestown),40,0,,
1,Bowling Green (Bowling Green),0,Perrysburg (Perrysburg),64,0,,
1,Bradford (Bradford),0,Catholic Central (Springfield),54,0,,
1,Brecksville-Broadview Heights (Broadview Heights),21,Aurora (Aurora),17,0,,
1,Brush (Lyndhurst),21,Euclid (Euclid),19,0,,
1,Buchtel (Akron),0,Hoover (North Canton),30,0,,
1,Buckeye (Medina),41,Cloverleaf (Seville),0,0,,
1,Buckeye Central (New Washington),22,Crestline (Crestline),7,0,,
1,Buckeye Trail (Lore City),0,Caldwell (Caldwell),38,0,,
1,Buckeye Valley (Delaware),28,Delaware Hayes (Delaware),7,0,,
1,Bucyrus (Bucyrus),28,North Baltimore (North Baltimore),36,0,,
1,Canton McKinley (Canton),43,Warren G Harding (Warren),25,0,,
1,Cardinal Mooney (Youngstown),30,Lake Catholic (Mentor),13,0,,
1,Cardington-Lincoln (Cardington),32,Wynford (Bucyrus),27,0,,
1,Carey (Carey),7,Hopewell-Loudon (Bascom),30,0,,
1,Celina (Celina),7,St Henry (St Henry),31,0,,
1,Toledo Christian (Toledo),0,Rootstown (Rootstown),42,0,,
1,Central Crossing (Grove City),7,St Charles (Columbus),42,0,,
1,Twinsburg (Twinsburg),29,Boardman (Youngstown),28,0,,
1,Chaminade Julienne (Dayton),0,Miamisburg (Miamisburg),34,0,,
1,Champion (Warren),6,McDonald (McDonald),41,0,,
1,Chaney (Youngstown),30,East (Columbus),32,0,,
1,Chardon (Chardon),13,Jackson (Massillon),35,0,,
1,Chesapeake (Chesapeake),0,Symmes Valley (Willow Wood),35,0,,
1,Chillicothe (Chillicothe),7,Bloom-Carroll (Carroll),20,0,,
1,Chippewa (Doylestown),0,East Canton (East Canton),38,0,,
1,Clay (Oregon),7,Wapakoneta (Wapakoneta),28,0,,
1,Claymont (Uhrichsville),34,Harrison Central (Cadiz),14,0,,
1,Clearview (Lorain),26,Fairview (Fairview Park),39,0,,
1,Clermont Northeastern (Batavia),6,Mariemont (Cincinnati),30,0,,
1,Cleveland Heights (Cleveland Heights),7,Trotwood-Madison (Trotwood),42,0,,
1,Coldwater (Coldwater),49,Valley View (Germantown),48,0,,
1,Colerain (Cincinnati),0,La Salle (Cincinnati),42,0,,
1,Thurgood Marshall (Dayton),0,Purcell Marian (Cincinnati),40,0,,
1,Columbia (Columbia Station),30,Independence (Independence),0,0,,
1,Tiffin Columbian (Tiffin),9,Fremont Ross (Fremont),13,0,,
1,Columbus Academy (Gahanna),14,Northland (Columbus),7,0,,
1,Copley (Copley),20,Streetsboro (Streetsboro),34,0,,
1,Cory-Rawson (Rawson),14,Arcadia (Arcadia),52,0,,
1,Coshocton (Coshocton),7,Ridgewood (West Lafayette),31,0,,
1,Coventry (Akron),0,Manchester (New Franklin),62,0,,
1,Covington (Covington),13,Arcanum (Arcanum),14,0,,
1,Crestview (Ashland),0,Seneca East (Attica),2,0,,
1,Crestview (Convoy),62,Parkway (Rockford),41,0,,
1,Crooksville (Crooksville),21,Newcomerstown (Newcomerstown),12,0,,
1,Cuyahoga Falls (Cuyahoga Falls),0,South (Willoughby),34,0,,
1,Cuyahoga Heights (Cuyahoga Heights),27,Conneaut (Conneaut),24,0,,
1,Danville (Danville),35,Worthington Christian (Worthington),13,0,,
1,Lisbon David Anderson (Lisbon),49,Newton Falls (Newton Falls),17,0,,
1,Dawson-Bryant (Coal Grove),8,Russell (Russell),20,0,,KY
1,Dayton Christian (Miamisburg),20,Miami East (Casstown),37,0,,
1,Deer Park (Cincinnati),41,Belmont (Dayton),32,0,,
1,Dover (Dover),18,GlenOak (Canton),7,0,,
1,Dublin Scioto (Dublin),28,Reynoldsburg (Reynoldsburg),20,0,,
1,East (Akron),20,Bedford (Bedford),6,0,,
1,Sciotoville Community (Portsmouth),6,Southeastern (Chillicothe),14,0,,
1,Dublin Jerome (Dublin),23,Westerville South (Westerville),13,0,,
1,East Clinton (Sabina),6,Huntington (Chillicothe),50,0,,
1,Eastern (Beaver),13,South Point (South Point),6,0,,
1,East Liverpool (East Liverpool),23,Carrollton (Carrollton),12,0,,
1,Eaton (Eaton),14,Greenville (Greenville),24,0,,
1,Edon (Edon),14,Edgerton (Edgerton),41,0,,
1,Elyria Catholic (Elyria),42,Bishop Hartley (Columbus),55,0,,
1,Fairfield (Fairfield),24,Wayne (Huber Heights),31,0,,
1,Fairfield Union (Lancaster),6,New Lexington (New Lexington),26,0,,
1,Fairland (Proctorville),27,Portsmouth West (West Portsmouth),30,0,,
1,Fairview (Sherwood),34,Wauseon (Wauseon),28,0,,
1,Fayetteville (Fayetteville),0,Manchester (Manchester),12,0,,
1,Bishop Fenwick (Franklin),7,Cincinnati Hills Christian Academy (Cincinnati),24,0,,
1,Field (Mogadore),16,Canton South (Canton),42,0,,
1,Finneytown (Cincinnati),21,Lockland (Lockland),0,0,,
1,Firelands (Oberlin),6,Edison (Milan),42,0,,
1,Firestone (Akron),7,Rocky River (Rocky River),52,0,,
1,Fort Frye (Beverly),7,Barnesville (Barnesville),35,0,,
1,Fort Loramie (Fort Loramie),14,Minster (Minster),22,0,,
1,Fostoria (Fostoria),6,Van Buren (Van Buren),37,0,,
1,Franklin (Franklin),0,Butler (Vandalia),17,0,,
1,Garaway (Sugarcreek),46,River View (Warsaw),0,0,,
1,Garfield (Garrettsville),43,Edgewood (Ashtabula),51,0,,
1,Gibsonburg (Gibsonburg),49,Ottawa Hills (Toledo),14,0,,
1,Glenville (Cleveland),33,Massillon Washington (Massillon),27,0,,
1,Goshen (Goshen),34,Monroe (Monroe),14,0,,
1,Graham Local (St Paris),28,Kenton Ridge (Springfield),27,0,,
1,Grand Valley (Orwell),54,Brooklyn (Brooklyn),22,0,,
1,Grandview Heights (Columbus),34,Briggs (Columbus),6,0,,
1,Green (Franklin Furnace),26,Federal Hocking (Stewart),58,0,,
1,Greenon (Enon),34,Shawnee (Springfield),14,0,,
1,Grove City (Grove City),42,Teays Valley (Ashville),14,0,,
1,Grove City Christian (Grove City),40,Miami Valley Christian Academy (Cincinnati),0,0,,
1,Groveport Madison (Groveport),10,Hilliard Bradley (Hilliard),17,0,,
1,Marion Harding (Marion),21,Mount Vernon (Mount Vernon),14,0,,
1,Harrison (Harrison),34,Loveland (Loveland),14,0,,
1,Harvey (Painesville),57,Berkshire (Burton),41,0,,
1,Hawken (Gates Mills),33,Cleveland Central Catholic (Cleveland),6,0,,
1,Highland (Medina),49,McDowell (Erie),10,0,,PA
1,Highland (Marengo),6,Fredericktown (Fredericktown),21,0,,
1,Hilliard Davidson (Hilliard),38,Mansfield Senior (Mansfield),7,0,,
1,Hillsdale (Jeromesville),42,Black River (Sullivan),14,0,,
1,Hilltop (West Unity),14,Ridgedale (Morral),28,0,,
1,Holgate (Holgate),36,Stryker (Stryker),16,0,,
1,Hubbard (Hubbard),42,Brookfield (Brookfield),0,0,,
1,Indian Creek (Wintersville),35,Cambridge (Cambridge),6,0,,
1,Indian Lake (Lewistown),21,Bath (Lima),50,0,,
1,Indian Valley (Gnadenhutten),28,Green (Uniontown),21,0,,
1,Jefferson (Delphos),7,Evergreen (Metamora),41,0,,
1,Jefferson Area (Jefferson),24,Chagrin Falls (Chagrin Falls),13,0,,
1,John F Kennedy (Cleveland),0,Rittman (Rittman),63,0,,
1,John F Kennedy (Warren),12,Union Local (Belmont),42,0,,
1,John Glenn (New Concord),19,Maysville (Zanesville),20,0,,
1,John Hay (Cleveland),0,Lutheran East (Cleveland Heights),34,0,,
1,John Marshall (Cleveland),20,Lakewood (Lakewood),45,0,,
1,Jonathan Alder (Plain City),33,West Liberty-Salem (West Liberty),7,0,,
1,Kenton (Kenton),21,Eastwood (Pemberville),40,0,,
1,Keystone (La Grange),39,Northwestern (West Salem),0,0,,
1,Kings (Kings Mills),44,Sycamore (Cincinnati),7,0,,
1,Kirtland (Kirtland),30,Central Clarion (co-op),7,0,,PA
1,River Valley (Bidwell),14,Berne Union (Sugar Grove),34,0,,
1,LaBrae (Leavittsburg),49,Cardinal (Middlefield),8,0,,
1,Lake (Uniontown),49,South Range (Canfield),13,0,,
1,Lakeview (Cortland),10,Springfield (New Middletown),7,0,,
1,Lakota (Kansas),41,Elmwood (Bloomdale),13,0,,
1,Lakota East (Liberty Township),35,Centerville (Centerville),20,0,,
1,Lakota West (West Chester),7,St Xavier (Cincinnati),14,0,,
1,Lancaster (Lancaster),21,Hilliard Darby (Hilliard),20,0,,
1,Lebanon (Lebanon),20,Northmont (Clayton),5,0,,
1,Leipsic (Leipsic),56,Lake (Millbury),35,0,,
1,Liberty Center (Liberty Center),42,Tinora (Defiance),0,0,,
1,Licking Valley (Newark),28,Sheridan (Thornville),6,0,,
1,Lima Senior (Lima),12,Piqua (Piqua),7,0,,
1,Gahanna Lincoln (Gahanna),14,Pickerington Central (Pickerington),45,0,,
1,Logan (Logan),0,Athens (The Plains),41,0,,
1,London (London),14,New Albany (New Albany),11,0,,
1,Louisville (Louisville),24,New Philadelphia (New Philadelphia),0,0,,
1,Lowellville (Lowellville),40,Columbiana (Columbiana),28,0,,
1,Lutheran West (Rocky River),8,Garfield Heights (Garfield Heights),55,0,,
1,Madison (Madison),14,Perry (Perry),38,0,,
1,Malvern (Malvern),16,Valley Christian School (Youngstown),8,0,,
1,Maple Heights (Maple Heights),42,Lorain (Lorain),16,0,,
1,Mapleton (Ashland),0,Loudonville (Loudonville),60,0,,
1,Margaretta (Castalia),20,Vermilion (Vermilion),21,0,,
1,Marion-Franklin (Columbus),12,Granville (Granville),27,0,,
1,Mayfield (Mayfield),20,Elyria (Elyria),3,0,,
1,McComb (McComb),20,Monroeville (Monroeville),46,0,,
1,Archbishop McNicholas (Cincinnati),34,Turpin (Cincinnati),28,0,,
1,Meadowdale (Dayton),20,Independence (Columbus),28,0,,
1,Mechanicsburg (Mechanicsburg),28,Washington (Washington Court House),6,0,,
1,Medina (Medina),21,Stow-Munroe Falls (Stow),13,0,,
1,St Marys Memorial (St Marys),6,Galion (Galion),35,0,,
1,Mentor (Mentor),35,Olmsted Falls (Olmsted Falls),28,0,,
1,Miami Trace (Washington Court House),42,Waverly (Waverly),21,0,,
1,Midview (Grafton),48,Westlake (Westlake),14,0,,
1,Mifflin (Columbus),0,South (Columbus),53,0,,
1,Milford (Milford),0,Withrow (Cincinnati),35,0,,
1,Miller (Corning),18,Alexander (Albany),15,0,,
1,Minerva (Minerva),0,United (Hanoverton),35,0,,
1,Mogadore (Mogadore),13,Crestwood (Mantua),6,0,,
1,Monroe Central (Woodsfield),20,Liberty Union (Baltimore),21,0,,
1,Montpelier (Montpelier),24,Antwerp (Antwerp),16,0,,
1,Morgan (McConnelsville),31,Marietta (Marietta),16,0,,
1,Mount Gilead (Mount Gilead),31,Triad (North Lewisburg),6,0,,
1,Mount Healthy (Cincinnati),7,West Clermont (Cincinnati),42,0,,
1,National Trail (New Paris),6,Carlisle (Carlisle),42,0,,
1,Nelsonville-York (Nelsonville),34,Trimble (Glouster),8,0,,
1,Newark (Newark),56,Licking Heights (Pataskala),21,0,,
1,Newark Catholic (Newark),26,Allen East (Harrod),29,0,,
1,New Bremen (New Bremen),41,Wayne Trace (Haviland),0,0,,
1,New London (New London),28,Millersport (Millersport),14,0,,
1,New Richmond (New Richmond),53,Bethel-Tate (Bethel),34,0,,
1,North (Akron),23,St Thomas Aquinas (Louisville),6,0,,
1,North (Eastlake),55,Lakeside (Ashtabula),12,0,,
1,North Central (Pioneer),0,Woodmore (Elmore),57,0,,
1,North College Hill (Cincinnati),32,St Bernard-Elmwood Place (St Bernard),20,0,,
1,Northmor (Galion),16,Upper Sandusky (Upper Sandusky),0,0,,
1,North Olmsted (North Olmsted),0,North Ridgeville (North Ridgeville),41,0,,
1,Northridge (Johnstown),25,East Knox (Howard),24,0,,
1,North Royalton (North Royalton),29,Valley Forge (Parma Heights),33,0,,
1,North Union (Richwood),13,Pleasant (Marion),16,0,,
1,Norton (Norton),0,Northwest (Canal Fulton),1,0,,
1,Norwalk (Norwalk),17,Start (Toledo),14,0,,
1,Northwest (Cincinnati),10,Wilmington (Wilmington),14,0,,
1,Northwestern (Springfield),50,Southeastern Local (South Charleston),7,0,,
1,Northwood (Northwood),44,Rossford (Rossford),36,0,,
1,Notre Dame (Portsmouth),26,Fairfield Christian Academy (Lancaster),24,0,,
1,Oak Harbor (Oak Harbor),52,Huron (Huron),46,0,,
1,Oak Hill (Oak Hill),14,Wellston (Wellston),26,0,,
1,Oak Hills (Cincinnati),21,Edgewood (Trenton),20,0,,
1,Olentangy Berlin (Delaware),13,St Francis DeSales (Columbus),14,0,,
1,Olentangy (Lewis Center),26,Olentangy Liberty (Powell),6,0,,
1,Ontario (Ontario),16,Lexington (Lexington),36,0,,
1,Orange (Pepper Pike),21,Girard (Girard),55,0,,
1,Olentangy Orange (Lewis Center),42,Marysville (Marysville),0,0,,
1,Otsego (Tontogany),35,Bowsher (Toledo),7,0,,
1,Ottawa-Glandorf (Ottawa),0,Liberty-Benton (Findlay),35,0,,
1,Patrick Henry (Hamler),45,Hicksville (Hicksville),0,0,,
1,Ponitz Tech (Dayton),0,Fort Recovery (Fort Recovery),44,0,,
1,Perkins (Sandusky),14,Clear Fork (Bellville),17,0,,
1,Perry (Lima),12,Dixie (New Lebanon),0,0,,
1,Philo (Duncan Falls),26,Heath (Heath),21,0,,
1,Pickerington North (Pickerington),0,St Edward (Lakewood),24,0,,
1,Plymouth (Plymouth),0,Lucas (Lucas),51,0,,
1,Poland Seminary (Poland),48,Salem (Salem),26,0,,
1,Preble Shawnee (Camden),35,Madison (Middletown),18,0,,
1,Pymatuning Valley (Andover),8,Mineral Ridge (Mineral Ridge),29,0,,
1,Revere (Richfield),35,Woodridge (Peninsula),20,0,,
1,Richmond Heights (Richmond Heights),6,Rhodes (Cleveland),12,0,,
1,Ridgemont (Mt Victory),28,Riverdale (Mt Blanchard),7,0,,
1,Riverside (De Graff),6,Ansonia (Ansonia),36,0,,
1,Riverside (Painesville),28,Shaker Heights (Shaker Heights),21,0,,
1,Rock Hill (Ironton),34,Minford (Minford),13,0,,
1,Roger Bacon (St Bernard),7,Indian Hill (Cincinnati),30,0,,
1,Rogers (Toledo),0,Elida (Elida),38,0,,
1,Kent Roosevelt (Kent),35,Ravenna (Ravenna),14,0,,
1,St Clairsville (St Clairsville),27,Norwayne (Creston),47,0,,
1,St Francis de Sales (Toledo),64,Waite (Toledo),19,0,,
1,St John's (Delphos),35,Lehman Catholic (Sidney),56,0,,
1,Villa Angela-St Joseph (Cleveland),27,Walnut Ridge (Columbus),16,0,,
1,St Mary Central Catholic (Sandusky),43,Cardinal Stritch Catholic (Oregon),0,0,,
1,St Vincent-St Mary (Akron),0,Nordonia (Macedonia),42,0,,
1,Sandusky (Sandusky),6,Amherst Steele (Amherst),48,0,,
1,Scott (Toledo),8,St John's Jesuit (Toledo),49,0,,
1,Shaw (East Cleveland),20,Beaver Local (East Liverpool),27,0,,
1,Shelby (Shelby),56,Madison Comprehensive (Mansfield),14,0,,
1,Shenandoah (Sarahsville),14,Edison (Richmond),35,0,,
1,Sidney (Sidney),21,Bellefontaine (Bellefontaine),55,0,,
1,Solon (Solon),13,Kenston (Chagrin Falls),30,0,,
1,South Central (Greenwich),12,Willard (Willard),46,0,,
1,Southern (Racine),7,South Gallia (Crown City),54,0,,
1,Southern (Salineville),0,Toronto (Toronto),34,0,,
1,Spencerville (Spencerville),0,Anna (Anna),55,0,,
1,Springboro (Springboro),21,Mason (Mason),7,0,,
1,Springfield (Holland),42,Maumee (Maumee),14,0,,
1,Springfield (Springfield),14,Winton Woods (Cincinnati),21,0,,
1,Stebbins (Riverside),36,Archbishop Carroll (Dayton),8,0,,
1,Strasburg-Franklin (Strasburg),56,Windham (Windham),8,0,,
1,Struthers (Struthers),8,Notre Dame-Cathedral Latin (Chardon),50,0,,
1,Summit Country Day (Cincinnati),6,Cincinnati Country Day (Cincinnati),7,0,,
1,Swanton (Swanton),0,Paulding (Paulding),55,0,,
1,Sylvania Northview (Sylvania),0,Sylvania Southview (Sylvania),40,0,,
1,Tallmadge (Tallmadge),23,Ellet (Akron),6,0,,
1,Taylor (Cleves),21,Talawanda (Oxford),51,0,,
1,Tecumseh (New Carlisle),6,Fairborn (Fairborn),41,0,,
1,Tippecanoe (Tipp City),21,Bellbrook (Bellbrook),0,0,,
1,Triway (Wooster),23,West Holmes (Millersburg),21,0,,
1,Troy (Troy),20,Middletown (Middletown),28,0,,
1,Troy Christian (Troy),12,Tri-Village (New Madison),68,0,,
1,Tuscarawas Valley (Zoarville),21,Waynedale (Apple Creek),20,0,,
1,Tuslaw (Massillon),0,Smithville (Smithville),3,0,,
1,Tri-County North (Lewisburg),16,Brookville (Brookville),49,0,,
1,Upper Scioto Valley (McGuffey),6,Ada (Ada),28,0,,
1,Urbana (Urbana),28,Northeastern (South Vienna),35,0,,
1,Ursuline (Youngstown),37,Steubenville (Steubenville),7,0,,
1,Utica (Utica),0,Centerburg (Centerburg),34,0,,
1,Valley (Lucasville),33,Paint Valley (Bainbridge),0,0,,
1,Van Wert (Van Wert),42,Bryan (Bryan),7,0,,
1,Versailles (Versailles),27,Milton-Union (West Milton),6,0,,
1,Vinton County (McArthur),12,Waterford (Waterford),50,0,,
1,Walnut Hills (Cincinnati),27,Western Hills (Cincinnati),24,0,,
1,Walsh Jesuit (Cuyahoga Falls),17,Central Catholic (Toledo),14,0,,
1,Warren (Vincent),15,Circleville (Circleville),16,0,,
1,Warrensville Heights (Warrensville Heights),8,Marlington (Alliance),19,0,,
1,Waterloo (Atwater),32,Springfield (Akron),40,0,,
1,Watkins Memorial (Pataskala),23,Worthington Kilbourne (Columbus),31,0,,
1,Waynesfield-Goshen (Waynesfield),26,Mississinawa Valley (Union City),6,0,,
1,Waynesville (Waynesville),13,Clinton-Massie (Clarksville),35,0,,
1,West Branch (Beloit),21,Canfield (Canfield),26,0,,
1,West Carrollton (West Carrollton),22,Oakwood (Dayton),41,0,,
1,Western Brown (Mount Orab),22,Hillsboro (Hillsboro),34,0,,
1,Western Reserve (Berlin Center),0,Crestview (Columbiana),34,0,,
1,Western Reserve (Collins),45,Wellington (Wellington),6,0,,
1,Westerville Central (Westerville),0,Westerville North (Westerville),24,0,,
1,Westfall (Williamsport),29,Madison-Plains (London),6,0,,
1,West Geauga (Chesterland),18,Geneva (Geneva),28,0,,
1,Wheelersburg (Wheelersburg),43,KIPP Columbus (Columbus),8,0,,
1,Whitehall-Yearling (Whitehall),25,Hamilton Township (Columbus),27,0,,
1,Whitmer (Toledo),30,Dublin Coffman (Dublin),0,0,,
1,Wickliffe (Wickliffe),48,Oberlin (Oberlin),0,0,,
1,Williamsburg (Williamsburg),28,Reading (Reading),7,0,,
1,Woodward (Cincinnati),0,Africentric Early College (Columbus),72,0,,
1,Woodward (Toledo),28,John Adams (Cleveland),22,0,,
1,Wooster (Wooster),23,Orrville (Orrville),56,0,,
1,Harvest Prep (Canal Winchester),12,Archbishop Hoban (Akron),31,0,,
1,Thomas Worthington (Worthington),17,Canal Winchester (Canal Winchester),48,0,,
1,Wyoming (Cincinnati),24,Ross (Hamilton),21,0,,
1,Zanesville (Zanesville),26,Johnstown (Johnstown),70,0,,
1,Zane Trace (Chillicothe),48,Logan Elm (Circleville),0,0,,
1,Stivers (Dayton),0,Northridge (Dayton),1,0,,
1,Cincinnati College Prep (Cincinnati),12,Cedarville (Cedarville),16,0,,
1,Expression Prep Academy (Huntington),0,Martins Ferry (Martins Ferry),55,0,WV,
1,Bath County,6,Fairview (Ashland),8,0,KY,KY
1,Belfry (Belfry),55,East Carter,28,0,KY,KY
1,Bishop Brossart (Alexandria),15,Walton-Verona (Walton),7,0,KY,KY
1,Boyd County (Ashland),31,Gallia Academy (Gallipolis),17,0,KY,
1,Conner (Hebron),0,Madison Central,43,0,KY,KY
1,Dixie Heights (Edgewood),10,Simon Kenton (Independence),20,0,KY,KY
1,George Rogers Clark (Winchester),6,Scott County (Georgetown),42,0,KY,KY
1,Holmes (Covington),0,Boone County,32,0,KY,KY
1,Holy Cross (Covington),47,St Henry (Erlanger),0,0,KY,KY
1,Jackson County,42,Clinton County (Albany),32,0,KY,KY
1,Male (Louisville),48,Butler (Louisville),0,0,KY,KY
1,Mason County,21,Bracken County,35,0,KY,KY
1,Newport (Newport),47,Ludlow (Ludlow),7,0,KY,KY
1,Newport Central Catholic,14,Lloyd Memorial (Erlanger),47,0,KY,KY
1,Owensboro (Owensboro),7,St Xavier (Louisville),38,0,KY,KY
1,Pike County Central,6,Greenup County (Greenup),37,0,KY,KY
1,Pikeville (Pikeville),7,Christian Academy-Louisville (Louisville),45,0,KY,KY
1,Pleasure Ridge Park (Louisville),0,Trinity (Louisville),62,0,KY,KY
1,Raceland (Raceland),17,Ashland Blazer (Ashland),14,0,KY,KY
1,Ryle (Union),26,Covington Catholic (Park Hills),20,0,KY,KY
1,West Carter,49,Lewis County (Vanceburg),6,0,KY,KY
1,Cooper (Union),10,Anderson (Cincinnati),52,0,KY,
1,Frederick Douglass (Lexington),20,Highlands (Fort Thomas),21,0,KY,KY
1,Central York (York),23,Central Dauphin,9,0,PA,PA
1,Glendale,20,Windber,38,0,PA,PA
1,Laurel Highlands (Uniontown),27,Uniontown (Uniontown),0,0,PA,PA
1,Pine-Richland (Gibsonia),38,Findlay (Findlay),7,0,PA,
1,Brownsville (Brownsville),6,Bentworth,47,0,PA,PA
1,Taylor Allderdice (Pittsburgh),30,Fox Chapel,7,0,PA,PA
1,Brashear (Pittsburgh),15,Cornell,29,0,PA,PA
1,Carrick (Pittsburgh),12,Carlynton,20,0,PA,PA
1,Perry Traditional Academy (Pittsburgh),12,River (Hannibal),36,0,PA,
1,Eisenhower,25,Reynolds (Greenville),60,0,PA,PA
1,Wilmington (New Wilmington),21,Greenville,7,0,PA,PA
1,Cambridge Springs (Cambridge Springs),22,Fairport Harding (Fairport Harbor),28,0,PA,
1,Lakeview,0,Northwestern (Albion),39,0,PA,PA
1,Kennedy Catholic (Hermitage),6,Sebring McKinley (Sebring),22,0,PA,
1,Sharpsville (Sharpsville),14,Girard (Girard),20,0,PA,PA
1,University Prep (USO co-op) (Pittsburgh),14,Hampton,24,0,PA,PA
1,Erie (Erie),23,Cathedral Prep (Erie),29,0,PA,PA
1,Ben Davis,0,Cathedral (Indianapolis),8,0,IN,IN
1,Carmel (Carmel),49,Fishers (Fishers),24,0,IN,IN
1,Center Grove (Greenwood),24,Warren Central (Indianapolis),6,0,IN,IN
1,Connersville,42,Richmond (Richmond),15,0,IN,IN
1,Danville Community (Danville),28,Gibson Southern,35,0,IN,IN
1,East Central (St Leon),39,Lawrenceburg (Lawrenceburg),12,0,IN,IN
1,Bishop Dwenger (Fort Wayne),0,Roncalli (Indianapolis),3,0,IN,IN
1,Blackhawk Christian (Fort Wayne),6,Fremont (Fremont),42,0,IN,IN
1,Jeffersonville (Jeffersonville),0,Taft (Cincinnati),37,0,IN,
1,Lafayette Jefferson,28,Bishop Chatard (Indianapolis),35,0,IN,IN
1,South Adams (Berne),0,Marion Local (Maria Stein),56,0,IN,
1,South Dearborn (Aurora),27,Jennings County (North Vernon),6,0,IN,IN
1,Faith Christian (Lafayette),32,Irvington Prep (Indianapolis),8,0,IN,IN
1,Christ Presbyterian Academy (Nashville),14,Oakland (Murfreesboro),28,0,TN,TN
1,Mount St Joseph (Baltimore),10,The Bullis School,7,0,MD,MD
1,Archbishop Spalding (Severn),23,Brownsburg,36,0,MD,IN
1,Mt Zion Prep (Lanham),0,Elder (Cincinnati),34,0,MD,
1,The Hun School (Princeton),21,NFL Academy London (Loughborough),34,0,NJ,UK
1,Houston (Houston),33,Kodiak (Kodiak),8,0,AK,AK
1,Seabreeze (Daytona Beach),0,Spruce Creek (Port Orange),33,0,FL,FL
1,Palo Verde (Blythe),16,St Bernard (Playa Del Rey),27,0,CA,CA
1,Rabun Gap - Nacoochee (Rabun Gap),19,Grayson (Loganville),24,0,GA,GA
1,Catholic Central (Steubenville),26,Wellsville (Wellsville),15,0,,
1,Eastern (Reedsville),23,Meigs (Pomeroy),19,0,,
