week,away,away_score,home,home_score,neutral,away_state,home_state
6,Timber Creek (Orlando),3,Boone (Orlando),49,0,FL,FL
6,Tiyan (Barrigada),0,George Washington (Mangilao),62,0,GU,GU
6,Brebeuf College (North York),7,Northern SS (Toronto),28,0,ON,ON
6,Adena (Frankfort),0,Paint Valley (Bainbridge),37,0,,
6,Amanda-Clearcreek (Amanda),24,Hamilton Township (Columbus),25,0,,
6,Anderson (Cincinnati),57,Milford (Milford),6,0,,
6,Anna (Anna),34,St John's (Delphos),0,0,,
6,Arcanum (Arcanum),14,National Trail (New Paris),13,0,,
6,Archbishop Alter (Kettering),43,Archbishop Carroll (Dayton),6,0,,
6,Beechcroft (Columbus),12,Linden McKinley (Columbus),20,0,,
6,Bethel-Tate (Bethel),42,East Clinton (Sabina),12,0,,
6,Blanchester (Blanchester),12,Clermont Northeastern (Batavia),7,0,,
6,Brush (Lyndhurst),36,Cleveland Central Catholic (Cleveland),6,0,,
6,Cardinal Mooney (Youngstown),6,Boardman (Youngstown),14,0,,
6,Cedarville (Cedarville),14,Madison-Plains (London),28,0,,
6,Toledo Christian (Toledo),67,Stryker (Stryker),8,0,,
6,Crestline (Crestline),14,Manchester (Manchester),6,0,,
6,East (Akron),42,Ellet (Akron),0,0,,
6,Youngstown East (Youngstown),30,Dohn Community (Cincinnati),0,0,,
6,Sciotoville Community (Portsmouth),0,Eastern (Beaver),41,0,,
6,Eaton (Eaton),34,Madison (Middletown),3,0,,
6,Gallia Academy (Gallipolis),8,Dawson-Bryant (Coal Grove),46,0,,
6,Greeneview (Jamestown),27,Greenon (Enon),0,0,,
6,Harrison (Harrison),49,Campbell County (Alexandria),14,0,,KY
6,Hillsboro (Hillsboro),27,Miami Trace (Washington Court House),44,0,,
6,Huntington (Chillicothe),6,Zane Trace (Chillicothe),42,0,,
6,Indian Creek (Wintersville),40,Bellaire (Bellaire),26,0,,
6,Jackson (Jackson),55,McClain (Greenfield),0,0,,
6,Liberty Union (Baltimore),21,Logan Elm (Circleville),41,0,,
6,Loveland (Loveland),34,Walnut Hills (Cincinnati),6,0,,
6,Lucas (Lucas),0,Calvert (Tiffin),35,0,,
6,Madeira (Cincinnati),14,Indian Hill (Cincinnati),41,0,,
6,Monroe (Monroe),0,Franklin (Franklin),34,0,,
6,North (Akron),22,Garfield (Akron),35,0,,
6,Northland (Columbus),0,East (Columbus),8,0,,
6,Oak Hill (Oak Hill),0,Waverly (Waverly),41,0,,
6,Portsmouth (Portsmouth),45,Chesapeake (Chesapeake),8,0,,
6,Portsmouth West (West Portsmouth),24,Minford (Minford),0,0,,
6,Richmond Heights (Richmond Heights),34,Foxfire (Zanesville),0,0,,
6,Shroder (Cincinnati),0,Talawanda (Oxford),42,0,,
6,Southeastern (Chillicothe),8,Westfall (Williamsport),11,0,,
6,Symmes Valley (Willow Wood),42,Green (Franklin Furnace),12,0,,
6,Triad (North Lewisburg),13,Fairbanks (Milford Center),61,0,,
6,Tri-Village (New Madison),37,Tri-County North (Lewisburg),7,0,,
6,Trotwood-Madison (Trotwood),50,Belmont (Dayton),0,0,,
6,Unioto (Chillicothe),21,Piketon (Piketon),12,0,,
6,Valley View (Germantown),20,Oakwood (Dayton),6,0,,
6,Warren (Vincent),14,Athens (The Plains),27,0,,
6,Washington (Washington Court House),28,Chillicothe (Chillicothe),26,0,,
6,Wellston (Wellston),49,River Valley (Bidwell),14,0,,
6,Wickliffe (Wickliffe),0,Trinity (Garfield Heights),16,0,,
6,Withrow (Cincinnati),19,Taft (Cincinnati),14,0,,
6,Woodward (Cincinnati),6,Aiken (Cincinnati),32,0,,
6,Berkeley Springs,27,Oak Glen (New Cumberland),12,0,WV,WV
6,Madonna (Weirton),0,Catholic Central (Steubenville),48,0,WV,
6,Anderson County,13,South Oldham (Crestwood),53,0,KY,KY
6,Bath County,42,Lewis County (Vanceburg),12,0,KY,KY
6,Bracken County,53,Walton-Verona (Walton),8,0,KY,KY
6,Dixie Heights (Edgewood),44,Boone County,12,0,KY,KY
6,East Carter,20,West Carter,0,0,KY,KY
6,Elizabethtown,49,Shelby Valley (Pikeville),44,0,KY,KY
6,Fleming County,0,Russell (Russell),36,0,KY,KY
6,Gallatin County,0,Beechwood (Fort Mitchell),61,0,KY,KY
6,Johnson Central,42,Boyd County (Ashland),14,0,KY,KY
6,Leslie County,26,Paintsville (Paintsville),20,0,KY,KY
6,Magoffin County,0,Belfry (Belfry),41,0,KY,KY
6,Marion County,42,Dayton (Dayton),0,0,KY,KY
6,Pikeville (Pikeville),28,George Rogers Clark,7,0,KY,KY
6,Scott (Covington),0,Conner (Hebron),56,0,KY,KY
6,Trinity (Louisville),10,St Xavier (Louisville),16,0,KY,KY
6,Cooper (Union),24,Highlands (Fort Thomas),21,0,KY,KY
6,River Rouge (River Rouge),21,Mentor (Mentor),47,0,MI,
6,Cathedral Prep (Erie),21,St Francis (Hamburg),35,0,PA,NY
6,Sharon (Sharon),41,Meadville,21,0,PA,PA
6,Iroquois,50,Kennedy Catholic (Hermitage),0,0,PA,PA
6,Carmel (Carmel),48,North Central (Indianapolis),14,0,IN,IN
6,Lawrence Central,18,Center Grove (Greenwood),27,0,IN,IN
6,Lawrence North (Indianapolis),58,Ben Davis,28,0,IN,IN
6,Linton-Stockton (Linton),46,Greencastle,14,0,IN,IN
6,Owen Valley,0,Sullivan,56,0,IN,IN
6,Terre Haute South Vigo,28,Northview,31,0,IN,IN
6,Guerin Catholic,13,Bishop Chatard (Indianapolis),48,0,IN,IN
6,Noblesville Lions (club) (Noblesville),14,Columbus Crusaders (club) (Columbus),38,0,IN,
6,Innovation Academy (Springfield),8,South Pittsburg,63,0,TN,TN
6,Canisius (Buffalo),24,St Joseph's Collegiate (Buffalo),17,0,NY,NY
6,Holy Trinity - Long Island (Hicksville),0,Chaminade (Mineola),45,0,NY,NY
6,St John the Baptist (West Islip),7,Iona Prep (New Rochelle),37,0,NY,NY
6,Christ the King Regional (Middle Village),0,Mt St Michael Academy (Bronx),35,0,NY,NY
6,John F Kennedy Catholic (Somers),6,St Dominic (Oyster Bay),19,0,NY,NY
6,St Peter's (Staten Island),7,Kellenberg Memorial (Uniondale),14,0,NY,NY
6,Xaverian (Brooklyn),34,Cardinal Spellman (Bronx),6,0,NY,NY
6,Springfield Gardens Educational Campus (Springfield Gardens),0,Long Island Lutheran (Brookville),40,0,NY,NY
6,Penfield (Penfield),17,Aquinas Institute (Rochester),28,0,NY,NY
6,Moore Catholic (Staten Island),28,St Francis Prep (Fresh Meadows),8,0,NY,NY
6,The Hun School,51,Mt Zion Prep (Lanham),6,0,NJ,MD
6,Don Bosco Prep (Ramsey),20,Bergen Catholic (Oradell),24,0,NJ,NJ
6,Trinity College (Port Hope),0,St Andrew's College (Aurora),39,0,ON,ON
6,Brantford Collegiate Institute (Brantford),19,Paris District (Paris),14,0,ON,ON
6,Western Tech (Toronto),24,St Michael's College (Toronto),17,0,ON,ON
6,Monroe Catholic (Fairbanks),12,Seward (Seward),48,0,AK,AK
6,Nikiski (Nikiski),54,Valdez (Valdez),14,0,AK,AK
6,Kodiak (Kodiak),0,Kenai-Central (Kenai),63,0,AK,AK
6,Hopewell (Huntersville),0,Mallard Creek (Charlotte),50,0,NC,NC
6,Simon Sanchez (Yigo),0,Okkodo (Dededo),7,0,GU,GU
6,Southern (Santa Rita),26,John F. Kennedy (Tamuning),0,0,GU,GU
6,New Miami (Hamilton),6,Clark Montessori (Cincinnati),44,0,,
6,Butler (Louisville),14,Southern (Louisville),7,1,KY,KY
6,Male (Louisville),42,Pleasure Ridge Park (Louisville),21,0,KY,KY
6,Oldham County,26,Atherton,19,1,KY,KY
6,North Oldham,10,Henry County,0,0,KY,KY
6,Warren De La Salle (Warren),14,Novi Detroit Catholic Central (Novi),31,0,MI,MI
6,Bellevue (Bellevue),46,Gamble Montessori (Cincinnati),0,0,KY,
6,Ludlow (Ludlow),58,Pendleton County (Falmouth),12,0,KY,KY
6,Powell County,59,Fairview (Ashland),18,0,KY,KY
6,Trimble County,12,Iroquois,18,0,KY,KY
6,Purdue Poly - Englewood (Indianapolis),18,Tindley (Indianapolis),24,0,IN,IN
6,Phalen Academy,12,Crispus Attucks (Indianapolis),48,1,IN,IN
7,Leaside (East York),26,Lawrence Park CI (Toronto),17,0,ON,ON
7,Patrick Fogarty (Orillia),6,St Theresa's (Midland),23,0,ON,ON
7,Huron Heights (Kitchener),0,Cameron Heights CI (Kitchener),28,0,ON,ON
7,Kitchener-Waterloo CI/VS (Kitchener),13,Glenview Park (Cambridge),12,0,ON,ON
7,St Mary's (Owen Sound),24,Owen Sound District (Owen Sound),3,0,ON,ON
7,Central Tech (Toronto),0,Newtonbrook (North York),46,0,ON,ON
7,Malvern CI (Toronto),13,Birchmount Park CI (Scarborough),34,0,ON,ON
7,Kingston (Kingston),3,Frontenac (Kingston),39,0,ON,ON
7,Regiopolis-Notre Dame (Kingston),6,Sydenham (Sydenham),20,0,ON,ON
7,Clarkson (Mississauga),28,Humberview (Caledon),17,0,ON,ON
7,Philip Pocock (Mississauga),14,Fletcher's Meadow (Brampton),7,0,ON,ON
7,Montcalm (London),7,Strathroy District (Strathroy),27,0,ON,ON
7,Grand River CI (Kitchener),20,Waterloo-Oxford District SS (Baden),7,0,ON,ON
7,Jacob Hespeler SS (Cambridge),28,Laurel Heights (Waterloo),19,0,ON,ON
7,Aldershot (Burlington),9,M. M. Robinson (Burlington),27,0,ON,ON
7,Abbey Park (Oakville),0,T.A. Blakelock (Oakville),51,0,ON,ON
7,Etobicoke CI (Etobicoke),2,Northern SS (Toronto),15,0,ON,ON
7,Western Tech (Toronto),24,Richview CI (Etobicoke),14,0,ON,ON
7,Lambton Central (Petrolia),28,Wallaceburg District (Wallaceburg),39,0,ON,ON
7,Crestwood (Cavan Monaghan),0,Thomas A. Stewart (Peterborough),13,0,ON,ON
7,Adam Scott (Peterborough),8,Holy Cross (Peterborough),14,0,ON,ON
7,Cardinal Ambrozic (Brampton),0,Brampton Centennial (Brampton),28,0,ON,ON
7,College Avenue (Woodstock),24,Clarke Road (London),7,0,ON,ON
7,Galt CI (Cambridge),0,Preston (Cambridge),35,0,ON,ON
7,Bluevale CI (Waterloo),0,Elmira District SS (Elmira),23,0,ON,ON
7,York Memorial CI (York),1,Lakeshore CI (Toronto),0,0,ON,ON
7,Ernestown (Odessa),0,La Salle (Kingston),41,0,ON,ON
7,Holy Cross (Kingston),42,Bayridge (Kingston),0,0,ON,ON
7,Africentric Early College (Columbus),50,Marion-Franklin (Columbus),10,0,,
7,Bethel-Tate (Bethel),14,Clermont Northeastern (Batavia),0,0,,
7,Briggs (Columbus),32,Independence (Columbus),38,0,,
7,Chaney (Youngstown),0,Cardinal Mooney (Youngstown),27,0,,
7,Meadowdale (Dayton),44,Dunbar (Dayton),14,0,,
7,Northland (Columbus),3,Centennial (Columbus),0,0,,
7,Notre Dame-Cathedral Latin (Chardon),45,Holy Name (Parma Heights),27,0,,
7,South (Columbus),0,Eastmoor Academy (Columbus),43,0,,
7,Tri-County North (Lewisburg),8,Preble Shawnee (Camden),55,0,,
7,Walnut Ridge (Columbus),32,West (Columbus),0,0,,
7,Woodward (Toledo),12,Scott (Toledo),36,0,,
7,Union City,0,Mercyhurst Prep (Erie),47,0,PA,PA
7,Saegertown,23,Maplewood (Guys Mills),0,0,PA,PA
7,Colonel By (Gloucester),9,Holy Trinity (Kanata),22,0,ON,ON
7,Lorne Park (Mississauga),21,David Suzuki (Brampton),28,0,ON,ON
7,Holy Names (Windsor),24,St Thomas of Villanova (LaSalle),13,0,ON,ON
7,Sir Wilfrid Laurier (London),7,Medway (Arva),10,0,ON,ON
7,Assumption College (Brantford),38,North Park (Brantford),7,0,ON,ON
7,London South (London),21,Sir Frederick Banting (London),35,0,ON,ON
7,St Michael's College (Toronto),15,Brebeuf College (North York),16,0,ON,ON
7,Saunders (London),7,A. B. Lucas (London),28,0,ON,ON
7,Holy Trinity Catholic (Oakville),19,Assumption Catholic (Burlington),27,0,ON,ON
7,Chaminade College School (North York),25,Michael Power - St Joseph (Etobicoke),6,0,ON,ON
7,Denis Morris (St Catharines),0,Notre Dame College (Welland),38,0,ON,ON
7,O'Neill CVI (Oshawa),2,Paul Dwyer (Oshawa),21,1,ON,ON
7,Ingersoll (Ingersoll),19,East Elgin (Aylmer),32,0,ON,ON
7,Milton District (Milton),14,Iroquois Ridge (Oakville),20,0,ON,ON
7,St Joseph's (St Thomas),43,Tillsonburg Glendale (Tillsonburg),7,0,ON,ON
7,Craig Kielburger (Milton),35,Burlington Central (Burlington),0,0,ON,ON
7,St Francis Xavier (Milton),6,Corpus Christi (Burlington),30,0,ON,ON
7,Sir Winston Churchill (St Catharines),25,West Niagara (Lincoln),17,0,ON,ON
7,A.N. Myer (Niagara Falls),33,Greater Fort Erie (Fort Erie),10,0,ON,ON
7,Superior Heights (Sault Ste. Marie),8,St Mary's College (Sault Ste. Marie),40,0,ON,ON
7,Collingwood (Collingwood),14,Eastview (Barrie),21,0,ON,ON
7,Innisdale (Barrie),0,Nantyr Shores (Innisfil),26,0,ON,ON
7,St Francis Xavier (Gloucester),35,St Patrick's (Ottawa),13,0,ON,ON
7,Brooklin (Brooklin),27,Holy Trinity Catholic SS (Courtice),19,0,ON,ON
7,Sir Wilfrid Laurier (Orléans),20,Sacred Heart (Stittsville),7,0,ON,ON
7,Fenelon Falls (Fenelon Falls),28,St Peter (Peterborough),3,0,ON,ON
7,Trenton (Trenton),6,Centennial (Belleville),54,0,ON,ON
7,l'Essor (Tecumseh),31,Cardinal Carter Catholic (Leamington),9,0,ON,ON
7,Tecumseh Vista Academy (Tecumseh),7,North Star (Amherstburg),30,0,ON,ON
7,Resurrection (Kitchener),45,St David (Waterloo),0,0,ON,ON
7,St Mary's (Kitchener),0,St Benedict (Cambridge),14,0,ON,ON
7,Ada (Ada),35,Riverdale (Mt Blanchard),7,0,,
7,Adena (Frankfort),0,Unioto (Chillicothe),35,0,,
7,Allen East (Harrod),20,Spencerville (Spencerville),23,0,,
7,Alliance (Alliance),21,Carrollton (Carrollton),31,0,,
7,Amanda-Clearcreek (Amanda),24,Lucas (Lucas),6,0,,
7,Anna (Anna),13,Versailles (Versailles),7,0,,
7,Ansonia (Ansonia),44,National Trail (New Paris),14,0,,
7,Archbishop Alter (Kettering),3,Archbishop McNicholas (Cincinnati),7,0,,
7,Archbold (Archbold),45,Swanton (Swanton),0,0,,
7,Arlington (Arlington),63,Elmwood (Bloomdale),26,0,,
7,Lakeside (Ashtabula),21,Jefferson Area (Jefferson),20,0,,
7,Athens (The Plains),35,Meigs (Pomeroy),0,0,,
7,Avon Lake (Avon Lake),28,Elyria (Elyria),0,0,,
7,Barberton (Barberton),21,Revere (Richfield),26,0,,
7,Batavia (Batavia),28,Wilmington (Wilmington),21,0,,
7,Bath (Lima),35,Celina (Celina),36,0,,
7,Bay (Bay Village),12,Valley Forge (Parma Heights),6,0,,
7,Beavercreek (Beavercreek),0,Springboro (Springboro),38,0,,
7,Bellaire (Bellaire),8,St Clairsville (St Clairsville),49,0,,
7,Bellevue (Bellevue),7,Huron (Huron),19,0,,
7,Belpre (Belpre),6,Trimble (Glouster),52,0,,
7,Benedictine (Cleveland),42,Elyria Catholic (Elyria),9,0,,
7,Benjamin Logan (Bellefontaine),0,Indian Lake (Lewistown),47,0,,
7,Berea-Midpark (Berea),7,Avon (Avon),49,0,,
7,Berne Union (Sugar Grove),7,Martins Ferry (Martins Ferry),50,0,,
7,Bexley (Columbus),0,Columbus Academy (Gahanna),42,0,,
7,Bishop Hartley (Columbus),6,St Francis DeSales (Columbus),14,0,,
7,Bishop Rosecrans (Zanesville),17,Fairfield Christian Academy (Lancaster),7,0,,
7,Bishop Watterson (Columbus),45,KIPP Columbus (Columbus),6,0,,
7,Bridgeport (Bridgeport),49,Beallsville (Beallsville),6,0,,
7,Brooklyn (Brooklyn),6,Independence (Independence),41,0,,
7,Brookside (Sheffield),14,Keystone (La Grange),43,0,,
7,Bryan (Bryan),7,Evergreen (Metamora),22,0,,
7,Buckeye (Medina),49,Westlake (Westlake),7,0,,
7,Buckeye Central (New Washington),7,Carey (Carey),56,0,,
7,Buckeye Local (Rayland),3,Toronto (Toronto),42,0,,
7,Bucyrus (Bucyrus),12,Upper Sandusky (Upper Sandusky),56,0,,
7,Butler (Vandalia),14,Fairborn (Fairborn),7,0,,
7,Harrison Central (Cadiz),14,Indian Creek (Wintersville),46,0,,
7,Caldwell (Caldwell),0,Barnesville (Barnesville),44,0,,
7,Calvert (Tiffin),0,Margaretta (Castalia),10,0,,
7,Cambridge (Cambridge),6,Union Local (Belmont),48,0,,
7,Canal Winchester (Canal Winchester),30,Teays Valley (Ashville),10,0,,
7,Cardinal (Middlefield),26,Crestwood (Mantua),58,0,,
7,Archbishop Carroll (Dayton),7,Badin (Hamilton),56,0,,
7,Catholic Central (Springfield),22,Cedarville (Cedarville),44,0,,
7,Centerburg (Centerburg),46,Mount Gilead (Mount Gilead),14,0,,
7,Centerville (Centerville),33,Miamisburg (Miamisburg),13,0,,
7,Canton Central Catholic (Canton),23,Mogadore (Mogadore),14,0,,
7,Central Crossing (Grove City),0,Pickerington North (Pickerington),42,0,,
7,Chagrin Falls (Chagrin Falls),39,Fairview (Fairview Park),22,0,,
7,Chaminade Julienne (Dayton),48,Bishop Fenwick (Franklin),14,0,,
7,Chesapeake (Chesapeake),41,South Point (South Point),26,0,,
7,Chillicothe (Chillicothe),14,Hillsboro (Hillsboro),21,0,,
7,Clay (Oregon),42,Fremont Ross (Fremont),35,0,,
7,Claymont (Uhrichsville),30,Tuscarawas Valley (Zoarville),26,0,,
7,Clear Fork (Bellville),14,Marion Harding (Marion),13,0,,
7,Cleveland Heights (Cleveland Heights),14,River Rouge (River Rouge),7,0,,MI
7,Cloverleaf (Seville),6,Norton (Norton),54,0,,
7,Coldwater (Coldwater),52,St John's (Delphos),7,0,,
7,Colonel Crawford (North Robinson),21,Seneca East (Attica),20,0,,
7,Tiffin Columbian (Tiffin),14,Clyde (Clyde),33,0,,
7,Columbiana (Columbiana),21,Southern (Salineville),25,0,,
7,Conneaut (Conneaut),6,Geneva (Geneva),75,0,,
7,Conotton Valley (Bowerston),46,Frontier (New Matamoras),20,0,,
7,Coshocton (Coshocton),27,Meadowbrook (Byesville),36,0,,
7,Crestline (Crestline),14,St Thomas Aquinas (Louisville),28,0,,
7,Crestview (Ashland),34,Plymouth (Plymouth),0,0,,
7,Crestview (Columbiana),60,Newton Falls (Newton Falls),0,0,,
7,Cuyahoga Falls (Cuyahoga Falls),7,Copley (Copley),62,0,,
7,Cuyahoga Heights (Cuyahoga Heights),18,Wickliffe (Wickliffe),37,0,,
7,Dalton (Dalton),54,Rittman (Rittman),14,0,,
7,Danbury (Lakeside),8,Toledo Christian (Toledo),50,0,,
7,Danville (Danville),34,Cardington-Lincoln (Cardington),8,0,,
7,Delta (Delta),21,Wauseon (Wauseon),14,0,,
7,East (Akron),45,North (Akron),6,0,,
7,East Canton (East Canton),26,Strasburg-Franklin (Strasburg),20,0,,
7,East Clinton (Sabina),38,Fayetteville (Fayetteville),6,0,,
7,Eastern (Beaver),53,Symmes Valley (Willow Wood),29,0,,
7,Eastern (Reedsville),31,Wahama (Mason),55,0,,WV
7,East Liverpool (East Liverpool),21,Edison (Richmond),20,0,,
7,East Palestine (East Palestine),28,Wellsville (Wellsville),27,0,,
7,Edgerton (Edgerton),38,Paulding (Paulding),26,0,,
7,Edgewood (Ashtabula),7,Madison (Madison),42,0,,
7,Edgewood (Trenton),14,Ross (Hamilton),17,0,,
7,Edon (Edon),37,Northwood (Northwood),6,0,,
7,Elder (Cincinnati),14,Archbishop Moeller (Cincinnati),42,0,,
7,Elida (Elida),0,Defiance (Defiance),35,0,,
7,Euclid (Euclid),0,Brunswick (Brunswick),37,0,,
7,Fairfield Union (Lancaster),49,Liberty Union (Baltimore),21,0,,
7,Fairland (Proctorville),22,Portsmouth (Portsmouth),21,0,,
7,Fairless (Brewster),7,Cuyahoga Valley Christian Academy (Cuyahoga Falls),38,0,,
7,Fairport Harding (Fairport Harbor),0,Pymatuning Valley (Andover),38,0,,
7,Fairview (Sherwood),42,Antwerp (Antwerp),14,0,,
7,Field (Mogadore),42,Coventry (Akron),6,0,,
7,Findlay (Findlay),25,Anthony Wayne (Whitehouse),34,0,,
7,Finneytown (Cincinnati),14,Taylor (Cleves),40,0,,
7,Firelands (Oberlin),6,Clearview (Lorain),28,0,,
7,Fort Frye (Beverly),27,Greenbrier West (Charmco),0,0,,WV
7,Fort Loramie (Fort Loramie),20,Columbus Grove (Columbus Grove),50,0,,
7,Fort Recovery (Fort Recovery),0,Marion Local (Maria Stein),62,0,,
7,Fostoria (Fostoria),0,Eastwood (Pemberville),51,0,,
7,Franklin (Franklin),0,Bellbrook (Bellbrook),31,0,,
7,Franklin Heights (Columbus),34,Dublin Scioto (Dublin),14,0,,
7,Fredericktown (Fredericktown),39,Loudonville (Loudonville),14,0,,
7,Galion (Galion),21,Highland (Marengo),24,0,,
7,Garfield Heights (Garfield Heights),0,Bedford (Bedford),35,0,,
7,Genoa Area (Genoa),13,Maumee (Maumee),33,0,,
7,Glenville (Cleveland),35,Rhodes (Cleveland),14,0,,
7,Goshen (Goshen),0,Clinton-Massie (Clarksville),55,0,,
7,Grand Valley (Orwell),44,Mathews (Vienna),8,0,,
7,Grandview Heights (Columbus),49,Worthington Christian (Worthington),21,0,,
7,Green (Uniontown),35,GlenOak (Canton),0,0,,
7,Grove City Christian (Grove City),48,Millersport (Millersport),0,0,,
7,Hamilton (Hamilton),42,Fairfield (Fairfield),21,0,,
7,Hamilton Township (Columbus),53,Circleville (Circleville),28,0,,
7,Warren G Harding (Warren),19,Boardman (Youngstown),14,0,,
7,Hicksville (Hicksville),20,Ayersville (Defiance),21,0,,
7,Hilliard Bradley (Hilliard),13,Hilliard Davidson (Hilliard),45,0,,
7,Hilliard Darby (Hilliard),14,Dublin Jerome (Dublin),35,0,,
7,Hilltop (West Unity),6,Ottawa Hills (Toledo),76,0,,
7,Archbishop Hoban (Akron),14,Walsh Jesuit (Cuyahoga Falls),19,0,,
7,Hoover (North Canton),21,Canton McKinley (Canton),28,0,,
7,Howland (Warren),6,Youngstown East (Youngstown),20,0,,
7,Hubbard (Hubbard),31,Beaver Local (East Liverpool),39,0,,
7,Hudson (Hudson),35,Brecksville-Broadview Heights (Broadview Heights),0,0,,
7,Indian Hill (Cincinnati),35,Reading (Reading),7,0,,
7,Indian Valley (Gnadenhutten),40,Garaway (Sugarcreek),35,0,,
7,Ironton (Ironton),48,Pikeville (Pikeville),33,0,,KY
7,Jackson-Milton (North Jackson),28,Waterloo (Atwater),30,0,,
7,John F Kennedy (Cleveland),18,Collinwood (Cleveland),14,0,,
7,John Hay (Cleveland),0,Brush (Lyndhurst),42,0,,
7,John Marshall (Cleveland),16,John Adams (Cleveland),20,0,,
7,Johnstown (Johnstown),28,Northridge (Johnstown),0,0,,
7,Kettering Fairmont (Kettering),42,Northmont (Clayton),13,0,,
7,Kirtland (Kirtland),46,Berkshire (Burton),11,0,,
7,River Valley (Bidwell),0,Alexander (Albany),40,0,,
7,LaBrae (Leavittsburg),25,Brookfield (Brookfield),20,0,,
7,Lake (Millbury),17,Rossford (Rossford),7,0,,
7,Lake (Uniontown),14,Jackson (Massillon),24,0,,
7,Lakeview (Cortland),9,Struthers (Struthers),27,0,,
7,Lakewood (Hebron),13,Heath (Heath),50,0,,
7,Lakota (Kansas),7,Gibsonburg (Gibsonburg),55,0,,
7,Lakota East (Liberty Township),36,Colerain (Cincinnati),31,0,,
7,Lakota West (West Chester),52,Sycamore (Cincinnati),0,0,,
7,Lancaster (Lancaster),20,Logan (Logan),6,0,,
7,La Salle (Cincinnati),28,Roncalli (Indianapolis),17,0,,IN
7,Leetonia (Leetonia),6,United (Hanoverton),49,0,,
7,Lehman Catholic (Sidney),34,Riverside (De Graff),18,0,,
7,Liberty (Youngstown),13,Garfield (Garrettsville),20,0,,
7,Liberty Center (Liberty Center),21,Patrick Henry (Hamler),15,0,,
7,Licking Heights (Pataskala),0,Granville (Granville),21,0,,
7,Licking Valley (Newark),35,Zanesville (Zanesville),0,0,,
7,Lincoln West (Cleveland),0,East Technical (Cleveland),40,0,,
7,Little Miami (Morrow),0,Kings (Kings Mills),38,0,,
7,Logan Elm (Circleville),14,Bloom-Carroll (Carroll),41,0,,
7,London (London),49,Jonathan Alder (Plain City),0,0,,
7,Louisville (Louisville),16,Canfield (Canfield),23,0,,
7,Lowellville (Lowellville),14,McDonald (McDonald),42,0,,
7,Lutheran East (Cleveland Heights),14,University School (Hunting Valley),31,0,,
7,Lutheran West (Rocky River),21,Hawken (Gates Mills),27,0,,
7,Madeira (Cincinnati),35,Mariemont (Cincinnati),9,0,,
7,Madison Comprehensive (Mansfield),21,New Philadelphia (New Philadelphia),35,0,,
7,Madison-Plains (London),21,Greenon (Enon),0,0,,
7,Malvern (Malvern),32,Buckeye Trail (Lore City),14,0,,
7,Manchester (New Franklin),46,Tuslaw (Massillon),14,0,,
7,Mansfield Senior (Mansfield),3,Ashland (Ashland),35,0,,
7,Mapleton (Ashland),29,South Central (Greenwich),27,0,,
7,Marysville (Marysville),15,Olentangy (Lewis Center),31,0,,
7,Mason (Mason),17,Middletown (Middletown),14,0,,
7,Mayfield (Mayfield),3,Kenston (Chagrin Falls),21,0,,
7,McClain (Greenfield),10,Miami Trace (Washington Court House),44,0,,
7,McComb (McComb),27,Leipsic (Leipsic),30,0,,
7,Niles McKinley (Niles),0,Poland Seminary (Poland),42,0,,
7,Sebring McKinley (Sebring),0,Holgate (Holgate),54,0,,
7,Mechanicsburg (Mechanicsburg),36,Fairbanks (Milford Center),48,0,,
7,St Marys Memorial (St Marys),42,Shawnee (Lima),0,0,,
7,Mentor (Mentor),45,Shaker Heights (Shaker Heights),6,0,,
7,Miami East (Casstown),51,Troy Christian (Troy),0,0,,
7,Miami Valley Christian Academy (Cincinnati),9,St Bernard-Elmwood Place (St Bernard),42,0,,
7,Midview (Grafton),20,North Ridgeville (North Ridgeville),38,0,,
7,Mifflin (Columbus),14,Beechcroft (Columbus),40,0,,
7,Milford (Milford),16,Lebanon (Lebanon),22,0,,
7,Miller (Corning),44,Fisher Catholic (Lancaster),18,0,,
7,Milton-Union (West Milton),29,Covington (Covington),7,0,,
7,Mineral Ridge (Mineral Ridge),40,Campbell Memorial (Campbell),8,0,,
7,Minerva (Minerva),0,Salem (Salem),55,0,,
7,Minster (Minster),48,New Bremen (New Bremen),14,0,,
7,Mississinawa Valley (Union City),36,Bradford (Bradford),6,0,,
7,Mohawk (Sycamore),31,Wynford (Bucyrus),13,0,,
7,Monroe (Monroe),21,Eaton (Eaton),31,0,,
7,Monroe Central (Woodsfield),34,Shenandoah (Sarahsville),0,0,,
7,Morgan (McConnelsville),16,John Glenn (New Concord),28,0,,
7,Mount Healthy (Cincinnati),26,Harrison (Harrison),49,0,,
7,Napoleon (Napoleon),49,Bowsher (Toledo),6,0,,
7,Nelsonville-York (Nelsonville),39,Wellston (Wellston),14,0,,
7,New Albany (New Albany),6,Gahanna Lincoln (Gahanna),41,0,,
7,Newark (Newark),7,Pickerington Central (Pickerington),44,0,,
7,New Lexington (New Lexington),49,Maysville (Zanesville),24,0,,
7,New London (New London),0,St Paul (Norwalk),55,0,,
7,New Miami (Hamilton),0,Lockland (Lockland),10,0,,
7,New Richmond (New Richmond),38,Western Brown (Mount Orab),16,0,,
7,Nordonia (Macedonia),36,Wadsworth (Wadsworth),37,0,,
7,Normandy (Parma),24,Lakewood (Lakewood),32,0,,
7,North (Eastlake),0,Riverside (Painesville),34,0,,
