name,school,city,school_id,division,region,record,harbin
Lake (Uniontown),Lake,Uniontown,822,II,5,6-4,17.6404
Boardman (Youngstown),Boardman,Youngstown,238,II,5,6-4,17.2806
Hudson (Hudson),Hudson,Hudson,740,II,5,5-5,16.85
Hoover (North Canton),Hoover,North Canton,730,II,5,6-4,15.9
Riverside (Painesville),Riverside,Painesville,1312,II,5,4-6,11.9465
John Hay (Cleveland),John Hay,Cleveland,790,II,5,5-5,10.9609
Mayfield (Mayfield),Mayfield,Mayfield,980,II,5,5-5,10.5758
Solon (Solon),Solon,Solon,1428,II,5,3-7,10.5
Firestone (Akron),Firestone,Akron,592,II,5,5-5,10.15
South (Willoughby),South,Willoughby,1440,II,5,3-7,9.7798
Louisville (Louisville),Louisville,Louisville,902,II,5,4-6,8.6652
John Adams (Cleveland),John Adams,Cleveland,782,II,5,6-2,7.9596
Garfield (Akron),Garfield,Akron,801,II,5,4-6,6.8
Stow-Munroe Falls (Stow),Stow-Munroe Falls,Stow,1492,II,5,3-7,6.55
Twinsburg (Twinsburg),Twinsburg,Twinsburg,350,II,5,3-7,6.5
Shaker Heights (Shaker Heights),Shaker Heights,Shaker Heights,1408,II,5,3-7,5.95
North (Eastlake),North,Eastlake,1122,II,5,3-7,5.5384
Euclid (Euclid),Euclid,Euclid,540,II,5,2-8,3.6
Garfield Heights (Garfield Heights),Garfield Heights,Garfield Heights,632,II,5,3-7,3.4072
Cuyahoga Falls (Cuyahoga Falls),Cuyahoga Falls,Cuyahoga Falls,444,II,5,2-8,2.65
St Vincent-St Mary (Akron),St Vincent-St Mary,Akron,1384,II,5,1-9,1.1112
North (Akron),North,Akron,1120,II,5,0-10,0.0
Avon (Avon),Avon,Avon,150,II,6,10-0,35.85
Highland (Medina),Highland,Medina,710,II,6,10-0,32.2
Anthony Wayne (Whitehouse),Anthony Wayne,Whitehouse,124,II,6,10-0,31.0
North Ridgeville (North Ridgeville),North Ridgeville,North Ridgeville,1152,II,6,8-2,25.95
Wadsworth (Wadsworth),Wadsworth,Wadsworth,1606,II,6,9-1,25.45
Clay (Oregon),Clay,Oregon,372,II,6,8-2,23.3
Avon Lake (Avon Lake),Avon Lake,Avon Lake,152,II,6,6-4,21.0232
Olmsted Falls (Olmsted Falls),Olmsted Falls,Olmsted Falls,1204,II,6,7-3,20.5131
Amherst Steele (Amherst),Amherst Steele,Amherst,1486,II,6,6-4,19.5
St Francis de Sales (Toledo),St Francis de Sales,Toledo,1350,II,6,7-3,18.2105
Sandusky (Sandusky),Sandusky,Sandusky,1394,II,6,6-4,18.15
North Royalton (North Royalton),North Royalton,North Royalton,1154,II,6,5-5,16.85
Start (Toledo),Start,Toledo,1482,II,6,7-3,16.2
Rhodes (Cleveland),Rhodes,Cleveland,1292,II,6,5-4,15.0632
Fremont Ross (Fremont),Fremont Ross,Fremont,616,II,6,5-5,14.5
North Olmsted (North Olmsted),North Olmsted,North Olmsted,1146,II,6,5-5,13.95
Valley Forge (Parma Heights),Valley Forge,Parma Heights,1588,II,6,4-6,9.05
Lakewood (Lakewood),Lakewood,Lakewood,832,II,6,4-6,7.25
Brecksville-Broadview Heights (Broadview Heights),Brecksville-Broadview Heights,Broadview Heights,248,II,6,3-7,7.2
Westlake (Westlake),Westlake,Westlake,1684,II,6,2-8,4.4333
Springfield (Holland),Springfield,Holland,1476,II,6,2-8,3.45
Sylvania Southview (Sylvania),Sylvania Southview,Sylvania,1512,II,6,3-7,3.45
Bowsher (Toledo),Bowsher,Toledo,244,II,6,3-7,3.4
Barberton (Barberton),Barberton,Barberton,160,II,6,2-8,3.2
St John's Jesuit (Toledo),St John's Jesuit,Toledo,1360,II,6,1-9,1.2593
Waite (Toledo),Waite,Toledo,1608,II,6,1-9,0.55
Sylvania Northview (Sylvania),Sylvania Northview,Sylvania,1510,II,6,0-10,0.0
Big Walnut (Sunbury),Big Walnut,Sunbury,214,II,7,9-1,31.7
Walnut Ridge (Columbus),Walnut Ridge,Columbus,1612,II,7,10-0,30.95
Massillon Washington (Massillon),Massillon Washington,Massillon,1624,II,7,7-2,27.9177
Ashland (Ashland),Ashland,Ashland,138,II,7,10-0,24.8408
St Francis DeSales (Columbus),St Francis DeSales,Columbus,1348,II,7,8-2,22.8245
Canal Winchester (Canal Winchester),Canal Winchester,Canal Winchester,302,II,7,7-3,19.7
Teays Valley (Ashville),Teays Valley,Ashville,1526,II,7,6-4,18.1
Northland (Columbus),Northland,Columbus,1140,II,7,7-3,13.9
Perry (Massillon),Perry,Massillon,1244,II,7,5-5,13.5
Briggs (Columbus),Briggs,Columbus,252,II,7,6-4,11.7338
Westerville South (Westerville),Westerville South,Westerville,1674,II,7,5-5,11.3
New Albany (New Albany),New Albany,New Albany,1086,II,7,4-6,9.6
St Charles (Columbus),St Charles,Columbus,1342,II,7,4-6,8.15
Licking Heights (Pataskala),Licking Heights,Pataskala,868,II,7,4-6,6.9
Worthington Kilbourne (Columbus),Worthington Kilbourne,Columbus,1741,II,7,4-6,6.7
Logan (Logan),Logan,Logan,888,II,7,1-9,4.1
Franklin Heights (Columbus),Franklin Heights,Columbus,610,II,7,3-7,3.6182
Mount Vernon (Mount Vernon),Mount Vernon,Mount Vernon,1078,II,7,2-8,3.2
Wooster (Wooster),Wooster,Wooster,1736,II,7,2-8,2.75
Marion Harding (Marion),Marion Harding,Marion,690,II,7,1-9,1.65
Whitehall-Yearling (Whitehall),Whitehall-Yearling,Whitehall,1700,II,7,1-9,1.1561
Dublin Scioto (Dublin),Dublin Scioto,Dublin,475,II,7,1-9,0.65
Whetstone (Columbus),Whetstone,Columbus,1698,II,7,1-9,0.6
Mifflin (Columbus),Mifflin,Columbus,1032,II,7,0-9,0.0
Anderson (Cincinnati),Anderson,Cincinnati,118,II,8,10-0,37.1
La Salle (Cincinnati),La Salle,Cincinnati,842,II,8,8-2,27.7366
Xenia (Xenia),Xenia,Xenia,1746,II,8,9-1,25.2
Badin (Hamilton),Badin,Hamilton,158,II,8,8-2,24.7
Mount Healthy (Cincinnati),Mount Healthy,Cincinnati,1074,II,8,8-2,23.5
Harrison (Harrison),Harrison,Harrison,696,II,8,8-2,22.8633
Kings (Kings Mills),Kings,Kings Mills,810,II,8,8-2,21.55
Butler (Vandalia),Butler,Vandalia,292,II,8,8-2,19.4
Lima Senior (Lima),Lima Senior,Lima,872,II,8,9-1,16.35
Withrow (Cincinnati),Withrow,Cincinnati,1720,II,8,5-5,13.5571
Troy (Troy),Troy,Troy,1552,II,8,6-4,13.35
Aiken (Cincinnati),Aiken,Cincinnati,106,II,8,6-3,12.6561
Trotwood-Madison (Trotwood),Trotwood-Madison,Trotwood,1550,II,8,5-5,10.6071
Sidney (Sidney),Sidney,Sidney,1422,II,8,5-5,9.8
Monroe (Monroe),Monroe,Monroe,1062,II,8,4-6,8.7
Edgewood (Trenton),Edgewood,Trenton,516,II,8,3-7,7.6
Piqua (Piqua),Piqua,Piqua,1258,II,8,4-6,6.85
Turpin (Cincinnati),Turpin,Cincinnati,1554,II,8,3-7,5.75
Loveland (Loveland),Loveland,Loveland,904,II,8,3-7,5.15
Stebbins (Riverside),Stebbins,Riverside,1484,II,8,4-6,5.05
Miamisburg (Miamisburg),Miamisburg,Miamisburg,1020,II,8,2-8,2.95
Belmont (Dayton),Belmont,Dayton,192,II,8,4-6,2.6208
Northwest (Cincinnati),Northwest,Cincinnati,1164,II,8,2-8,2.25
Fairborn (Fairborn),Fairborn,Fairborn,548,II,8,3-7,2.25
West Carrollton (West Carrollton),West Carrollton,West Carrollton,1660,II,8,1-9,0.55
Ursuline (Youngstown),Ursuline,Youngstown,1580,III,9,9-1,29.3292
Gilmour Academy (Gates Mills),Gilmour Academy,Gates Mills,642,III,9,9-1,24.2167
Cuyahoga Valley Christian Academy (Cuyahoga Falls),Cuyahoga Valley Christian Academy,Cuyahoga Falls,448,III,9,8-2,23.25
Aurora (Aurora),Aurora,Aurora,146,III,9,9-1,22.35
Geneva (Geneva),Geneva,Geneva,634,III,9,9-1,22.3268
Chardon (Chardon),Chardon,Chardon,360,III,9,7-2,21.9962
Kenston (Chagrin Falls),Kenston,Chagrin Falls,802,III,9,7-3,20.9408
Hawken (Gates Mills),Hawken,Gates Mills,702,III,9,8-2,20.6646
Villa Angela-St Joseph (Cleveland),Villa Angela-St Joseph,Cleveland,1364,III,9,7-2,19.6136
Maple Heights (Maple Heights),Maple Heights,Maple Heights,944,III,9,7-3,17.5235
Tallmadge (Tallmadge),Tallmadge,Tallmadge,1522,III,9,7-3,15.85
Madison (Madison),Madison,Madison,922,III,9,7-3,13.8505
Bedford (Bedford),Bedford,Bedford,180,III,9,5-4,12.8889
University School (Hunting Valley),University School,Hunting Valley,1571,III,9,4-5,11.2513
East (Akron),East,Akron,478,III,9,6-4,11.0273
Chaney (Youngstown),Chaney,Youngstown,358,III,9,3-6,10.9031
Canfield (Canfield),Canfield,Canfield,304,III,9,4-5,10.4226
Youngstown East (Youngstown),Youngstown East,Youngstown,483,III,9,5-4,7.8256
Harvey (Painesville),Harvey,Painesville,698,III,9,5-5,7.45
Lakeside (Ashtabula),Lakeside,Ashtabula,140,III,9,4-6,6.6
Alliance (Alliance),Alliance,Alliance,112,III,9,4-6,5.65
Brush (Lyndhurst),Brush,Lyndhurst,270,III,9,2-8,5.1806
Kent Roosevelt (Kent),Kent Roosevelt,Kent,1326,III,9,2-8,3.95
Collinwood (Cleveland),Collinwood,Cleveland,398,III,9,1-6,2.4263
Marlington (Alliance),Marlington,Alliance,964,III,9,2-8,1.85
Howland (Warren),Howland,Warren,736,III,9,1-9,1.067
Ellet (Akron),Ellet,Akron,528,III,9,1-9,0.6
Central Catholic (Toledo),Central Catholic,Toledo,342,III,10,9-1,32.6277
Buckeye (Medina),Buckeye,Medina,276,III,10,9-1,26.5
Benedictine (Cleveland),Benedictine,Cleveland,196,III,10,8-2,23.6206
Rocky River (Rocky River),Rocky River,Rocky River,1320,III,10,7-3,18.35
Maumee (Maumee),Maumee,Maumee,976,III,10,8-2,15.85
Defiance (Defiance),Defiance,Defiance,464,III,10,6-4,15.1
Padua Franciscan (Parma),Padua Franciscan,Parma,1224,III,10,5-5,13.5076
Copley (Copley),Copley,Copley,422,III,10,5-5,12.25
Revere (Richfield),Revere,Richfield,1288,III,10,6-4,12.15
Midview (Grafton),Midview,Grafton,1030,III,10,5-5,10.7
Bowling Green (Bowling Green),Bowling Green,Bowling Green,242,III,10,6-4,10.65
Lexington (Lexington),Lexington,Lexington,856,III,10,5-5,8.35
Holy Name (Parma Heights),Holy Name,Parma Heights,728,III,10,3-6,7.8333
Tiffin Columbian (Tiffin),Tiffin Columbian,Tiffin,406,III,10,4-6,7.6102
Norwalk (Norwalk),Norwalk,Norwalk,1160,III,10,2-8,7.5
Lutheran West (Rocky River),Lutheran West,Rocky River,914,III,10,2-8,5.9
Rogers (Toledo),Rogers,Toledo,1324,III,10,4-6,5.7
Cleveland Central Catholic (Cleveland),Cleveland Central Catholic,Cleveland,384,III,10,2-7,5.6024
Shawnee (Lima),Shawnee,Lima,1412,III,10,2-8,5.1
Elyria Catholic (Elyria),Elyria Catholic,Elyria,534,III,10,3-7,4.9828
Mansfield Senior (Mansfield),Mansfield Senior,Mansfield,940,III,10,1-9,4.3255
East Technical (Cleveland),East Technical,Cleveland,506,III,10,2-6,2.8797
Madison Comprehensive (Mansfield),Madison Comprehensive,Mansfield,926,III,10,2-8,2.8
John F Kennedy (Cleveland),John F Kennedy,Cleveland,784,III,10,2-7,1.8904
Scott (Toledo),Scott,Toledo,1398,III,10,2-8,1.7
Woodward (Toledo),Woodward,Toledo,1734,III,10,0-10,0.0
Bishop Watterson (Columbus),Bishop Watterson,Columbus,224,III,11,10-0,37.2652
Steubenville (Steubenville),Steubenville,Steubenville,1488,III,11,9-0,34.3631
Tri-Valley (Dresden),Tri-Valley,Dresden,1544,III,11,10-0,28.5348
Licking Valley (Newark),Licking Valley,Newark,870,III,11,9-1,23.5369
Bloom-Carroll (Carroll),Bloom-Carroll,Carroll,232,III,11,8-2,22.0
Granville (Granville),Granville,Granville,666,III,11,9-1,22.0
Athens (The Plains),Athens,The Plains,144,III,11,9-1,21.7
Jackson (Jackson),Jackson,Jackson,762,III,11,8-2,18.2
New Philadelphia (New Philadelphia),New Philadelphia,New Philadelphia,1106,III,11,7-3,17.7206
Linden McKinley (Columbus),Linden McKinley,Columbus,882,III,11,7-3,17.0184
Dover (Dover),Dover,Dover,472,III,11,7-3,16.8792
Bishop Hartley (Columbus),Bishop Hartley,Columbus,218,III,11,6-4,16.45
Indian Creek (Wintersville),Indian Creek,Wintersville,751,III,11,8-2,16.0354
Carrollton (Carrollton),Carrollton,Carrollton,322,III,11,7-3,14.35
Buckeye Valley (Delaware),Buckeye Valley,Delaware,286,III,11,6-4,13.8545
Warren (Vincent),Warren,Vincent,1618,III,11,7-3,13.0245
Sheridan (Thornville),Sheridan,Thornville,1420,III,11,6-4,12.4939
Independence (Columbus),Independence,Columbus,748,III,11,4-6,11.55
Hamilton Township (Columbus),Hamilton Township,Columbus,686,III,11,5-5,10.45
Marietta (Marietta),Marietta,Marietta,956,III,11,6-4,9.8129
Circleville (Circleville),Circleville,Circleville,370,III,11,4-6,9.8
Eastmoor Academy (Columbus),Eastmoor Academy,Columbus,502,III,11,4-6,8.75
John Glenn (New Concord),John Glenn,New Concord,788,III,11,5-5,6.0874
Beechcroft (Columbus),Beechcroft,Columbus,186,III,11,5-5,5.8092
Centennial (Columbus),Centennial,Columbus,332,III,11,3-7,2.3622
West (Columbus),West,Columbus,1656,III,11,3-7,2.2143
Bexley (Columbus),Bexley,Columbus,212,III,11,1-8,0.6667
South (Columbus),South,Columbus,1436,III,11,0-10,0.0
Zanesville (Zanesville),Zanesville,Zanesville,1750,III,11,0-10,0.0
Tippecanoe (Tipp City),Tippecanoe,Tipp City,1534,III,12,10-0,34.35
Wapakoneta (Wapakoneta),Wapakoneta,Wapakoneta,1616,III,12,10-0,26.65
Bellbrook (Bellbrook),Bellbrook,Bellbrook,184,III,12,9-1,25.6
London (London),London,London,892,III,12,10-0,23.85
Bellefontaine (Bellefontaine),Bellefontaine,Bellefontaine,188,III,12,8-2,22.15
Archbishop McNicholas (Cincinnati),Archbishop McNicholas,Cincinnati,998,III,12,8-2,21.7061
Batavia (Batavia),Batavia,Batavia,164,III,12,8-2,21.6
St Marys Memorial (St Marys),St Marys Memorial,St Marys,1012,III,12,8-2,20.05
Miami Trace (Washington Court House),Miami Trace,Washington Court House,1022,III,12,7-3,18.45
Wilmington (Wilmington),Wilmington,Wilmington,1714,III,12,6-4,13.7
Celina (Celina),Celina,Celina,330,III,12,6-4,12.75
Chaminade Julienne (Dayton),Chaminade Julienne,Dayton,352,III,12,5-5,11.85
Ross (Hamilton),Ross,Hamilton,1330,III,12,4-6,11.6
Meadowdale (Dayton),Meadowdale,Dayton,1002,III,12,7-3,10.95
Franklin (Franklin),Franklin,Franklin,608,III,12,4-6,9.9
Talawanda (Oxford),Talawanda,Oxford,1520,III,12,3-7,8.1652
Archbishop Carroll (Dayton),Archbishop Carroll,Dayton,320,III,12,4-6,7.9
Western Brown (Mount Orab),Western Brown,Mount Orab,1664,III,12,4-6,7.85
Hughes (Cincinnati),Hughes,Cincinnati,742,III,12,4-6,7.4031
Chillicothe (Chillicothe),Chillicothe,Chillicothe,364,III,12,2-8,5.1
Hillsboro (Hillsboro),Hillsboro,Hillsboro,718,III,12,4-6,4.85
Dunbar (Dayton),Dunbar,Dayton,476,III,12,3-7,4.3031
Goshen (Goshen),Goshen,Goshen,658,III,12,2-8,3.65
Ponitz Tech (Dayton),Ponitz Tech,Dayton,1235,III,12,1-9,0.5
Greenville (Greenville),Greenville,Greenville,678,III,12,0-10,0.0
Tecumseh (New Carlisle),Tecumseh,New Carlisle,1528,III,12,0-10,0.0
Woodward (Cincinnati),Woodward,Cincinnati,1732,III,12,0-10,0.0
Lake Catholic (Mentor),Lake Catholic,Mentor,824,IV,13,10-0,31.1571
Perry (Perry),Perry,Perry,1246,IV,13,9-1,28.2333
Streetsboro (Streetsboro),Streetsboro,Streetsboro,1496,IV,13,10-0,27.0
West Branch (Beloit),West Branch,Beloit,1658,IV,13,10-0,23.0051
Glenville (Cleveland),Glenville,Cleveland,652,IV,13,7-3,21.9063
Northwest (Canal Fulton),Northwest,Canal Fulton,1162,IV,13,8-2,20.45
Struthers (Struthers),Struthers,Struthers,1500,IV,13,7-2,20.423
Lutheran East (Cleveland Heights),Lutheran East,Cleveland Heights,912,IV,13,9-1,20.3771
Field (Mogadore),Field,Mogadore,584,IV,13,8-2,18.3
Norton (Norton),Norton,Norton,1158,IV,13,7-3,17.15
Orange (Pepper Pike),Orange,Pepper Pike,1208,IV,13,7-3,13.1
Notre Dame-Cathedral Latin (Chardon),Notre Dame-Cathedral Latin,Chardon,1180,IV,13,5-5,10.351
Hubbard (Hubbard),Hubbard,Hubbard,738,IV,13,5-5,9.7742
Cardinal Mooney (Youngstown),Cardinal Mooney,Youngstown,310,IV,13,3-7,9.3563
Buchtel (Akron),Buchtel,Akron,274,IV,13,4-6,8.8652
Ravenna (Ravenna),Ravenna,Ravenna,1281,IV,13,4-6,7.7
Jefferson Area (Jefferson),Jefferson Area,Jefferson,774,IV,13,3-7,6.15
Salem (Salem),Salem,Salem,1392,IV,13,3-7,5.8
Woodridge (Peninsula),Woodridge,Peninsula,1724,IV,13,3-7,4.4
West Geauga (Chesterland),West Geauga,Chesterland,1678,IV,13,2-8,3.55
Niles McKinley (Niles),Niles McKinley,Niles,994,IV,13,1-9,2.7149
Conneaut (Conneaut),Conneaut,Conneaut,416,IV,13,2-8,1.65
Coventry (Akron),Coventry,Akron,428,IV,13,1-9,1.0
Springfield (Akron),Springfield,Akron,1472,IV,13,1-9,0.9
Warrensville Heights (Warrensville Heights),Warrensville Heights,Warrensville Heights,1620,IV,13,1-9,0.8071
Edgewood (Ashtabula),Edgewood,Ashtabula,514,IV,13,1-9,0.75
Lincoln West (Cleveland),Lincoln West,Cleveland,880,IV,13,0-4,0.0
Perkins (Sandusky),Perkins,Sandusky,1240,IV,14,9-1,28.8409
Shelby (Shelby),Shelby,Shelby,1416,IV,14,10-0,27.65
Ontario (Ontario),Ontario,Ontario,1206,IV,14,9-1,24.4
Clearview (Lorain),Clearview,Lorain,380,IV,14,8-2,17.5
Bay (Bay Village),Bay,Bay Village,168,IV,14,6-4,17.4296
Clyde (Clyde),Clyde,Clyde,392,IV,14,7-3,17.05
Galion (Galion),Galion,Galion,620,IV,14,7-3,16.5
Vermilion (Vermilion),Vermilion,Vermilion,1598,IV,14,8-2,16.2
River Valley (Caledonia),River Valley,Caledonia,1314,IV,14,5-5,12.0
Ottawa-Glandorf (Ottawa),Ottawa-Glandorf,Ottawa,1214,IV,14,5-5,11.75
Otsego (Tontogany),Otsego,Tontogany,1212,IV,14,5-5,11.55
Cloverleaf (Seville),Cloverleaf,Seville,390,IV,14,5-5,11.2
Napoleon (Napoleon),Napoleon,Napoleon,1080,IV,14,5-5,10.65
Clear Fork (Bellville),Clear Fork,Bellville,378,IV,14,4-6,9.75
Elida (Elida),Elida,Elida,526,IV,14,3-7,9.05
Upper Sandusky (Upper Sandusky),Upper Sandusky,Upper Sandusky,1574,IV,14,5-5,8.5
Orrville (Orrville),Orrville,Orrville,1210,IV,14,4-6,7.85
Van Wert (Van Wert),Van Wert,Van Wert,1596,IV,14,4-6,6.95
Firelands (Oberlin),Firelands,Oberlin,590,IV,14,4-6,5.7
Wauseon (Wauseon),Wauseon,Wauseon,1634,IV,14,3-7,4.55
Benjamin Logan (Bellefontaine),Benjamin Logan,Bellefontaine,198,IV,14,3-7,4.35
Bellevue (Bellevue),Bellevue,Bellevue,190,IV,14,2-8,3.55
Kenton (Kenton),Kenton,Kenton,804,IV,14,2-8,3.5
Brookside (Sheffield),Brookside,Sheffield,262,IV,14,3-7,3.1
Rossford (Rossford),Rossford,Rossford,1332,IV,14,1-9,2.7
Bryan (Bryan),Bryan,Bryan,272,IV,14,1-9,0.45
St Clairsville (St Clairsville),St Clairsville,St Clairsville,1344,IV,15,10-0,27.3247
Indian Valley (Gnadenhutten),Indian Valley,Gnadenhutten,758,IV,15,10-0,26.55
New Lexington (New Lexington),New Lexington,New Lexington,1100,IV,15,9-1,23.5424
Unioto (Chillicothe),Unioto,Chillicothe,1568,IV,15,9-1,21.05
East (Columbus),East,Columbus,482,IV,15,8-2,18.4796
Logan Elm (Circleville),Logan Elm,Circleville,890,IV,15,7-3,17.25
Fairfield Union (Lancaster),Fairfield Union,Lancaster,554,IV,15,6-4,14.3265
Bishop Ready (Columbus),Bishop Ready,Columbus,220,IV,15,6-4,13.3035
Jonathan Alder (Plain City),Jonathan Alder,Plain City,796,IV,15,5-5,10.7
Waverly (Waverly),Waverly,Waverly,1636,IV,15,5-5,10.65
Philo (Duncan Falls),Philo,Duncan Falls,1252,IV,15,5-5,10.1778
East Liverpool (East Liverpool),East Liverpool,East Liverpool,500,IV,15,6-4,10.0079
West Holmes (Millersburg),West Holmes,Millersburg,1680,IV,15,5-5,9.0631
Canton South (Canton),Canton South,Canton,1432,IV,15,4-6,8.6
Heath (Heath),Heath,Heath,706,IV,15,5-5,8.2
Marion-Franklin (Columbus),Marion-Franklin,Columbus,962,IV,15,4-6,8.1596
Vinton County (McArthur),Vinton County,McArthur,1604,IV,15,4-6,7.75
Beaver Local (East Liverpool),Beaver Local,East Liverpool,176,IV,15,4-6,7.101
Maysville (Zanesville),Maysville,Zanesville,982,IV,15,4-6,6.85
Westfall (Williamsport),Westfall,Williamsport,1676,IV,15,4-6,6.7
