name,school,city,school_id,division,region,record,harbin
Highland (Marengo),Highland,Marengo,712,IV,15,3-7,6.4
Lakewood (Hebron),Lakewood,Hebron,830,IV,15,1-9,1.1622
Gallia Academy (Gallipolis),Gallia Academy,Gallipolis,622,IV,15,1-9,0.8146
Minerva (Minerva),Minerva,Minerva,1046,IV,15,1-9,0.75
Cambridge (Cambridge),Cambridge,Cambridge,300,IV,15,0-10,0.0
River Valley (Bidwell),River Valley,Bidwell,816,IV,15,0-10,0.0
Clinton-Massie (Clarksville),Clinton-Massie,Clarksville,388,IV,16,8-2,27.3
Wyoming (Cincinnati),Wyoming,Cincinnati,1744,IV,16,10-0,26.35
Valley View (Germantown),Valley View,Germantown,1590,IV,16,8-2,23.85
Cincinnati Hills Christian Academy (Cincinnati),Cincinnati Hills Christian Academy,Cincinnati,369,IV,16,9-1,18.4632
Taft (Cincinnati),Taft,Cincinnati,1518,IV,16,8-2,17.2304
Taylor (Cleves),Taylor,Cleves,1524,IV,16,8-2,16.7
Eaton (Eaton),Eaton,Eaton,510,IV,16,8-2,16.55
Northridge (Dayton),Northridge,Dayton,1148,IV,16,7-3,15.7
Indian Hill (Cincinnati),Indian Hill,Cincinnati,752,IV,16,7-3,15.25
Archbishop Alter (Kettering),Archbishop Alter,Kettering,132,IV,16,5-5,15.2
Urbana (Urbana),Urbana,Urbana,1578,IV,16,7-3,13.4
Kenton Ridge (Springfield),Kenton Ridge,Springfield,806,IV,16,7-3,13.348
Brookville (Brookville),Brookville,Brookville,264,IV,16,6-4,12.7
New Richmond (New Richmond),New Richmond,New Richmond,1108,IV,16,5-5,12.45
Shroder (Cincinnati),Shroder,Cincinnati,1421,IV,16,7-3,12.2132
Roger Bacon (St Bernard),Roger Bacon,St Bernard,1322,IV,16,6-4,10.2727
Bishop Fenwick (Franklin),Bishop Fenwick,Franklin,582,IV,16,3-7,8.9727
Reading (Reading),Reading,Reading,1284,IV,16,5-5,7.9061
Northwestern (Springfield),Northwestern,Springfield,1168,IV,16,6-4,7.6
Bethel-Tate (Bethel),Bethel-Tate,Bethel,208,IV,16,5-5,6.0827
Washington (Washington Court House),Washington,Washington Court House,1626,IV,16,3-7,5.05
Oakwood (Dayton),Oakwood,Dayton,1190,IV,16,2-8,4.7
Bethel (Tipp City),Bethel,Tipp City,206,IV,16,3-7,3.8
McClain (Greenfield),McClain,Greenfield,988,IV,16,1-9,0.75
Shawnee (Springfield),Shawnee,Springfield,1414,IV,16,1-9,0.55
Gamble Montessori (Cincinnati),Gamble Montessori,Cincinnati,9461,IV,16,0-8,0.0
Thurgood Marshall (Dayton),Thurgood Marshall,Dayton,402,IV,16,0-9,0.0
South Range (Canfield),South Range,Canfield,1460,V,17,10-0,28.6369
Manchester (New Franklin),Manchester,New Franklin,936,V,17,9-1,21.6
Poland Seminary (Poland),Poland Seminary,Poland,1264,V,17,8-2,19.6643
Garfield (Garrettsville),Garfield,Garrettsville,630,V,17,9-1,17.2
Garaway (Sugarcreek),Garaway,Sugarcreek,624,V,17,8-2,16.9684
Crestview (Columbiana),Crestview,Columbiana,436,V,17,8-2,16.7
Berkshire (Burton),Berkshire,Burton,202,V,17,7-3,16.2833
Girard (Girard),Girard,Girard,644,V,17,6-4,15.3253
Edison (Richmond),Edison,Richmond,519,V,17,7-3,14.6026
Chagrin Falls (Chagrin Falls),Chagrin Falls,Chagrin Falls,346,V,17,6-4,13.8235
Martins Ferry (Martins Ferry),Martins Ferry,Martins Ferry,968,V,17,9-1,12.9188
Lakeview (Cortland),Lakeview,Cortland,828,V,17,5-5,10.4082
Trinity (Garfield Heights),Trinity,Garfield Heights,1542,V,17,6-4,9.2588
Canton Central Catholic (Canton),Canton Central Catholic,Canton,340,V,17,5-5,8.8289
Liberty (Youngstown),Liberty,Youngstown,860,V,17,5-5,7.8
Fairless (Brewster),Fairless,Brewster,560,V,17,4-6,5.95
Crestwood (Mantua),Crestwood,Mantua,440,V,17,5-5,5.5848
Sandy Valley (Magnolia),Sandy Valley,Magnolia,1396,V,17,5-5,4.8778
Waynedale (Apple Creek),Waynedale,Apple Creek,1640,V,17,3-7,4.65
Tuscarawas Valley (Zoarville),Tuscarawas Valley,Zoarville,1558,V,17,2-8,3.15
Buckeye Local (Rayland),Buckeye Local,Rayland,282,V,17,2-8,2.6187
Shaw (East Cleveland),Shaw,East Cleveland,1410,V,17,1-8,2.5799
Coshocton (Coshocton),Coshocton,Coshocton,426,V,17,2-8,2.4816
Bellaire (Bellaire),Bellaire,Bellaire,182,V,17,3-6,2.4176
Harrison Central (Cadiz),Harrison Central,Cadiz,294,V,17,2-8,2.1
Southeast (Ravenna),Southeast,Ravenna,1448,V,17,3-7,2.0
Claymont (Uhrichsville),Claymont,Uhrichsville,376,V,17,1-9,1.25
Champion (Warren),Champion,Warren,354,V,17,1-9,0.4
Beachwood (Beachwood),Beachwood,Beachwood,170,V,17,0-10,0.0
River View (Warsaw),River View,Warsaw,1316,V,17,0-9,0.0
Edison (Milan),Edison,Milan,518,V,18,10-0,29.2
Liberty Center (Liberty Center),Liberty Center,Liberty Center,864,V,18,10-0,25.95
Oak Harbor (Oak Harbor),Oak Harbor,Oak Harbor,1184,V,18,10-0,25.1
Norwayne (Creston),Norwayne,Creston,1174,V,18,9-1,22.35
Eastwood (Pemberville),Eastwood,Pemberville,508,V,18,9-1,19.25
Keystone (La Grange),Keystone,La Grange,808,V,18,9-1,19.05
Liberty-Benton (Findlay),Liberty-Benton,Findlay,862,V,18,9-1,18.55
Triway (Wooster),Triway,Wooster,1548,V,18,7-3,17.5
Johnstown (Johnstown),Johnstown,Johnstown,794,V,18,9-1,15.45
Fairview (Fairview Park),Fairview,Fairview Park,570,V,18,7-3,13.95
Genoa Area (Genoa),Genoa Area,Genoa,636,V,18,6-4,13.1
Archbold (Archbold),Archbold,Archbold,134,V,18,6-4,12.75
Delta (Delta),Delta,Delta,466,V,18,6-4,9.4
Fredericktown (Fredericktown),Fredericktown,Fredericktown,614,V,18,5-5,7.9
Utica (Utica),Utica,Utica,1584,V,18,4-6,7.2
Northridge (Johnstown),Northridge,Johnstown,1150,V,18,5-5,7.0475
Lake (Millbury),Lake,Millbury,820,V,18,3-7,6.25
Northwood (Northwood),Northwood,Northwood,1172,V,18,6-4,5.4271
East Knox (Howard),East Knox,Howard,498,V,18,4-6,5.4
Port Clinton (Port Clinton),Port Clinton,Port Clinton,1266,V,18,3-7,3.6707
Wellington (Wellington),Wellington,Wellington,1650,V,18,3-7,3.3
Fostoria (Fostoria),Fostoria,Fostoria,606,V,18,3-7,3.25
Willard (Willard),Willard,Willard,1710,V,18,2-8,2.2306
Northwestern (West Salem),Northwestern,West Salem,1170,V,18,1-9,2.1
Swanton (Swanton),Swanton,Swanton,1506,V,18,0-10,0.0
Ironton (Ironton),Ironton,Ironton,760,V,19,9-1,30.464
Fairland (Proctorville),Fairland,Proctorville,556,V,19,9-1,24.4125
Barnesville (Barnesville),Barnesville,Barnesville,162,V,19,10-0,24.3025
Harvest Prep (Canal Winchester),Harvest Prep,Canal Winchester,1737,V,19,7-2,22.976
Columbus Academy (Gahanna),Columbus Academy,Gahanna,410,V,19,9-1,20.8116
Nelsonville-York (Nelsonville),Nelsonville-York,Nelsonville,1084,V,19,8-2,19.4
West Muskingum (Zanesville),West Muskingum,Zanesville,1690,V,19,7-2,17.7222
Portsmouth (Portsmouth),Portsmouth,Portsmouth,1268,V,19,7-3,16.4694
Amanda-Clearcreek (Amanda),Amanda-Clearcreek,Amanda,114,V,19,6-4,16.35
Africentric Early College (Columbus),Africentric Early College,Columbus,105,V,19,7-3,16.3
Union Local (Belmont),Union Local,Belmont,1566,V,19,8-2,15.7712
Piketon (Piketon),Piketon,Piketon,1256,V,19,7-3,14.5
Dawson-Bryant (Coal Grove),Dawson-Bryant,Coal Grove,458,V,19,6-3,13.6754
Wheelersburg (Wheelersburg),Wheelersburg,Wheelersburg,1696,V,19,6-4,13.3571
Zane Trace (Chillicothe),Zane Trace,Chillicothe,1752,V,19,6-4,12.9
Worthington Christian (Worthington),Worthington Christian,Worthington,1740,V,19,5-5,10.1622
Northwest (McDermott),Northwest,McDermott,1166,V,19,6-4,9.35
Wellston (Wellston),Wellston,Wellston,1652,V,19,5-5,7.3
Meigs (Pomeroy),Meigs,Pomeroy,1008,V,19,5-5,6.8449
Meadowbrook (Byesville),Meadowbrook,Byesville,1000,V,19,4-6,6.7985
Crooksville (Crooksville),Crooksville,Crooksville,442,V,19,4-6,6.2439
Morgan (McConnelsville),Morgan,McConnelsville,1068,V,19,2-8,3.399
KIPP Columbus (Columbus),KIPP Columbus,Columbus,9592,V,19,1-9,2.7949
Alexander (Albany),Alexander,Albany,108,V,19,3-7,1.95
South Point (South Point),South Point,South Point,1458,V,19,1-9,1.6132
Oak Hill (Oak Hill),Oak Hill,Oak Hill,1186,V,19,1-9,1.4106
Minford (Minford),Minford,Minford,1048,V,19,1-9,0.8
Greeneview (Jamestown),Greeneview,Jamestown,672,V,20,10-0,22.15
West Liberty-Salem (West Liberty),West Liberty-Salem,West Liberty,1688,V,20,9-1,19.8
Waynesville (Waynesville),Waynesville,Waynesville,1644,V,20,7-3,19.1
Preble Shawnee (Camden),Preble Shawnee,Camden,1272,V,20,9-1,16.15
Indian Lake (Lewistown),Indian Lake,Lewistown,754,V,20,8-2,15.3
Williamsburg (Williamsburg),Williamsburg,Williamsburg,1712,V,20,9-1,14.5612
Miami East (Casstown),Miami East,Casstown,1018,V,20,7-3,12.45
Carlisle (Carlisle),Carlisle,Carlisle,318,V,20,5-5,12.1
Bath (Lima),Bath,Lima,166,V,20,5-5,11.25
Milton-Union (West Milton),Milton-Union,West Milton,1042,V,20,6-4,10.45
Madeira (Cincinnati),Madeira,Cincinnati,920,V,20,5-5,10.2793
Versailles (Versailles),Versailles,Versailles,1600,V,20,5-5,9.9
Pleasant (Marion),Pleasant,Marion,1260,V,20,5-5,8.5086
Madison (Middletown),Madison,Middletown,924,V,20,4-6,8.2255
Arcanum (Arcanum),Arcanum,Arcanum,130,V,20,6-4,7.75
Graham Local (St Paris),Graham Local,St Paris,660,V,20,3-7,5.75
Clark Montessori (Cincinnati),Clark Montessori,Cincinnati,1956,V,20,5-5,4.0745
North Union (Richwood),North Union,Richwood,1156,V,20,2-8,4.05
North College Hill (Cincinnati),North College Hill,Cincinnati,1134,V,20,3-6,2.5326
Clermont Northeastern (Batavia),Clermont Northeastern,Batavia,382,V,20,3-7,1.9071
Mariemont (Cincinnati),Mariemont,Cincinnati,954,V,20,2-8,1.25
Finneytown (Cincinnati),Finneytown,Cincinnati,588,V,20,1-9,1.1076
Greenon (Enon),Greenon,Enon,676,V,20,1-9,1.05
Norwood (Norwood),Norwood,Norwood,1176,V,20,0-10,0.0
Kirtland (Kirtland),Kirtland,Kirtland,812,VI,21,10-0,29.2005
Springfield (New Middletown),Springfield,New Middletown,1478,VI,21,8-2,18.1
Pymatuning Valley (Andover),Pymatuning Valley,Andover,1280,VI,21,9-1,16.2051
Columbia (Columbia Station),Columbia,Columbia Station,404,VI,21,8-2,14.9
United (Hanoverton),United,Hanoverton,1570,VI,21,9-1,14.4606
Dalton (Dalton),Dalton,Dalton,450,VI,21,7-3,14.35
Toronto (Toronto),Toronto,Toronto,1536,VI,21,7-3,12.3763
LaBrae (Leavittsburg),LaBrae,Leavittsburg,818,VI,21,7-3,10.95
Smithville (Smithville),Smithville,Smithville,1426,VI,21,7-3,10.95
Wickliffe (Wickliffe),Wickliffe,Wickliffe,1706,VI,21,7-3,10.048
Valley Christian School (Youngstown),Valley Christian School,Youngstown,1751,VI,21,7-3,8.9636
Mogadore (Mogadore),Mogadore,Mogadore,1058,VI,21,5-5,6.2191
Rittman (Rittman),Rittman,Rittman,1304,VI,21,5-5,5.7
Mineral Ridge (Mineral Ridge),Mineral Ridge,Mineral Ridge,1044,VI,21,4-6,5.55
Black River (Sullivan),Black River,Sullivan,226,VI,21,4-6,4.8
Rootstown (Rootstown),Rootstown,Rootstown,1328,VI,21,4-6,2.95
Brookfield (Brookfield),Brookfield,Brookfield,256,VI,21,3-7,2.9
Campbell Memorial (Campbell),Campbell Memorial,Campbell,1010,VI,21,3-7,2.75
Columbiana (Columbiana),Columbiana,Columbiana,408,VI,21,3-7,2.4641
St Thomas Aquinas (Louisville),St Thomas Aquinas,Louisville,1378,VI,21,1-9,2.3
Chippewa (Doylestown),Chippewa,Doylestown,366,VI,21,2-8,1.85
Tuslaw (Massillon),Tuslaw,Massillon,1560,VI,21,2-8,1.8096
Jackson-Milton (North Jackson),Jackson-Milton,North Jackson,768,VI,21,2-8,1.15
Brooklyn (Brooklyn),Brooklyn,Brooklyn,260,VI,21,2-8,0.8
Grand Valley (Orwell),Grand Valley,Orwell,662,VI,21,1-9,0.7582
Newton Falls (Newton Falls),Newton Falls,Newton Falls,1112,VI,21,0-10,0.0
Richmond Heights (Richmond Heights),Richmond Heights,Richmond Heights,1294,VI,21,0-5,0.0
Hopewell-Loudon (Bascom),Hopewell-Loudon,Bascom,732,VI,22,9-0,24.731
Bluffton (Bluffton),Bluffton,Bluffton,236,VI,22,9-1,17.95
Ottawa Hills (Toledo),Ottawa Hills,Toledo,1216,VI,22,8-1,17.0215
Patrick Henry (Hamler),Patrick Henry,Hamler,1234,VI,22,8-2,14.65
Tinora (Defiance),Tinora,Defiance,1532,VI,22,7-3,14.45
Fairview (Sherwood),Fairview,Sherwood,572,VI,22,8-2,13.6
Huron (Huron),Huron,Huron,746,VI,22,6-4,12.75
Western Reserve (Collins),Western Reserve,Collins,1670,VI,22,7-3,11.3
Seneca East (Attica),Seneca East,Attica,1400,VI,22,6-4,10.2
Spencerville (Spencerville),Spencerville,Spencerville,1468,VI,22,5-5,9.9
Woodmore (Elmore),Woodmore,Elmore,1722,VI,22,5-4,9.8384
Carey (Carey),Carey,Carey,316,VI,22,5-5,9.1712
Evergreen (Metamora),Evergreen,Metamora,542,VI,22,6-4,9.1136
Crestview (Ashland),Crestview,Ashland,434,VI,22,5-5,8.25
Paulding (Paulding),Paulding,Paulding,1236,VI,22,7-3,7.9
Margaretta (Castalia),Margaretta,Castalia,950,VI,22,4-6,7.4163
Van Buren (Van Buren),Van Buren,Van Buren,1592,VI,22,5-5,6.45
Wayne Trace (Haviland),Wayne Trace,Haviland,1646,VI,22,4-6,5.9
Crestview (Convoy),Crestview,Convoy,438,VI,22,4-6,5.65
Allen East (Harrod),Allen East,Harrod,110,VI,22,4-6,5.3
Mapleton (Ashland),Mapleton,Ashland,946,VI,22,4-6,3.65
Hicksville (Hicksville),Hicksville,Hicksville,708,VI,22,2-8,1.85
Lakota (Kansas),Lakota,Kansas,834,VI,22,2-8,1.5143
New London (New London),New London,New London,1102,VI,22,2-8,1.4
Riverdale (Mt Blanchard),Riverdale,Mt Blanchard,1308,VI,22,3-7,1.15
Parkway (Rockford),Parkway,Rockford,1230,VI,22,1-9,0.8
Elmwood (Bloomdale),Elmwood,Bloomdale,530,VI,22,0-10,0.0
Grandview Heights (Columbus),Grandview Heights,Columbus,664,VI,23,9-0,22.5836
Northmor (Galion),Northmor,Galion,1144,VI,23,10-0,20.8
Ridgewood (West Lafayette),Ridgewood,West Lafayette,1300,VI,23,9-1,18.5449
Fort Frye (Beverly),Fort Frye,Beverly,598,VI,23,7-3,17.3553
Waterford (Waterford),Waterford,Waterford,1628,VI,23,8-2,17.1389
Grove City Christian (Grove City),Grove City Christian,Grove City,681,VI,23,8-2,14.7177
Eastern (Reedsville),Eastern,Reedsville,494,VI,23,8-2,14.2053
Monroe Central (Woodsfield),Monroe Central,Woodsfield,1063,VI,23,9-1,13.348
Colonel Crawford (North Robinson),Colonel Crawford,North Robinson,400,VI,23,8-2,13.1447
Centerburg (Centerburg),Centerburg,Centerburg,334,VI,23,7-3,13.1
Newcomerstown (Newcomerstown),Newcomerstown,Newcomerstown,1096,VI,23,8-2,12.4949
Fairbanks (Milford Center),Fairbanks,Milford Center,544,VI,23,7-3,12.0
Buckeye Trail (Lore City),Buckeye Trail,Lore City,284,VI,23,6-4,11.1
Mechanicsburg (Mechanicsburg),Mechanicsburg,Mechanicsburg,1004,VI,23,7-3,10.7
Caldwell (Caldwell),Caldwell,Caldwell,296,VI,23,5-5,10.45
Elgin (Marion),Elgin,Marion,524,VI,23,5-5,8.2
Bishop Rosecrans (Zanesville),Bishop Rosecrans,Zanesville,222,VI,23,6-4,7.45
Mount Gilead (Mount Gilead),Mount Gilead,Mount Gilead,1072,VI,23,4-6,6.05
West Jefferson (West Jefferson),West Jefferson,West Jefferson,1682,VI,23,3-7,5.4
Berne Union (Sugar Grove),Berne Union,Sugar Grove,204,VI,23,3-7,5.0
Shenandoah (Sarahsville),Shenandoah,Sarahsville,1418,VI,23,2-8,4.7
Wynford (Bucyrus),Wynford,Bucyrus,1742,VI,23,3-7,4.6
Cardington-Lincoln (Cardington),Cardington-Lincoln,Cardington,314,VI,23,3-7,2.95
Liberty Union (Baltimore),Liberty Union,Baltimore,866,VI,23,2-8,2.45
Belpre (Belpre),Belpre,Belpre,194,VI,23,1-9,0.7071
Triad (North Lewisburg),Triad,North Lewisburg,1538,VI,23,1-9,0.4
Bucyrus (Bucyrus),Bucyrus,Bucyrus,290,VI,23,0-10,0.0
Coldwater (Coldwater),Coldwater,Coldwater,394,VI,24,9-1,23.85
Cincinnati Country Day (Cincinnati),Cincinnati Country Day,Cincinnati,368,VI,24,9-1,18.3868
Anna (Anna),Anna,Anna,120,VI,24,7-3,15.85
Portsmouth West (West Portsmouth),Portsmouth West,West Portsmouth,1270,VI,24,7-3,13.65
St Bernard-Elmwood Place (St Bernard),St Bernard-Elmwood Place,St Bernard,1340,VI,24,8-2,11.9479
Paint Valley (Bainbridge),Paint Valley,Bainbridge,1226,VI,24,7-3,10.7
Rock Hill (Ironton),Rock Hill,Ironton,1318,VI,24,7-3,8.3571
Northeastern (South Vienna),Northeastern,South Vienna,1136,VI,24,6-4,8.05
Miami Valley Christian Academy (Cincinnati),Miami Valley Christian Academy,Cincinnati,1023,VI,24,4-6,7.4854
Madison-Plains (London),Madison-Plains,London,928,VI,24,6-4,7.2
Purcell Marian (Cincinnati),Purcell Marian,Cincinnati,1276,VI,24,4-5,6.8864
Dayton Christian (Miamisburg),Dayton Christian,Miamisburg,460,VI,24,4-5,5.9542
Chesapeake (Chesapeake),Chesapeake,Chesapeake,362,VI,24,5-5,5.7979
Perry (Lima),Perry,Lima,1242,VI,24,5-5,5.35
Deer Park (Cincinnati),Deer Park,Cincinnati,462,VI,24,4-6,5.3
Covington (Covington),Covington,Covington,430,VI,24,3-7,5.0384
Valley (Lucasville),Valley,Lucasville,1586,VI,24,3-7,5.0235
Blanchester (Blanchester),Blanchester,Blanchester,228,VI,24,4-6,4.3763
Adena (Frankfort),Adena,Frankfort,102,VI,24,3-7,3.8
National Trail (New Paris),National Trail,New Paris,1082,VI,24,4-6,3.7
Huntington (Chillicothe),Huntington,Chillicothe,744,VI,24,3-7,3.15
Summit Country Day (Cincinnati),Summit Country Day,Cincinnati,1504,VI,24,2-7,1.3467
Southeastern (Chillicothe),Southeastern,Chillicothe,1450,VI,24,1-9,0.7
East Clinton (Sabina),East Clinton,Sabina,490,VI,24,1-9,0.35
Dixie (New Lebanon),Dixie,New Lebanon,470,VI,24,0-10,0.0
Western Reserve (Berlin Center),Western Reserve,Berlin Center,1668,VII,25,9-1,20.45
Hillsdale (Jeromesville),Hillsdale,Jeromesville,720,VII,25,9-1,17.95
Malvern (Malvern),Malvern,Malvern,934,VII,25,9-1,17.9444
Monroeville (Monroeville),Monroeville,Monroeville,1064,VII,25,9-1,17.25
John F Kennedy (Warren),John F Kennedy,Warren,786,VII,25,8-2,17.0343
McDonald (McDonald),McDonald,McDonald,992,VII,25,7-3,11.7
Windham (Windham),Windham,Windham,1716,VII,25,9-1,11.5313
St Paul (Norwalk),St Paul,Norwalk,1374,VII,25,6-4,11.25
Cuyahoga Heights (Cuyahoga Heights),Cuyahoga Heights,Cuyahoga Heights,446,VII,25,5-4,11.1667
Southern (Salineville),Southern,Salineville,1456,VII,25,6-4,9.5232
Lowellville (Lowellville),Lowellville,Lowellville,906,VII,25,6-4,8.6131
East Palestine (East Palestine),East Palestine,East Palestine,504,VII,25,6-4,5.7354
Independence (Independence),Independence,Independence,750,VII,25,4-6,5.6394
Lucas (Lucas),Lucas,Lucas,908,VII,25,5-5,5.6204
Fairport Harding (Fairport Harbor),Fairport Harding,Fairport Harbor,566,VII,25,5-4,5.1292
Crestline (Crestline),Crestline,Crestline,432,VII,25,5-5,5.0553
Waterloo (Atwater),Waterloo,Atwater,1630,VII,25,4-6,4.1753
Lisbon David Anderson (Lisbon),Lisbon David Anderson,Lisbon,456,VII,25,3-6,3.3889
Buckeye Central (New Washington),Buckeye Central,New Washington,278,VII,25,2-8,2.7702
East Canton (East Canton),East Canton,East Canton,488,VII,25,3-7,2.5141
South Central (Greenwich),South Central,Greenwich,1446,VII,25,2-8,2.2
St John School (Ashtabula),St John School,Ashtabula,1359,VII,25,3-6,2.176
Plymouth (Plymouth),Plymouth,Plymouth,1262,VII,25,2-8,1.45
Cardinal (Middlefield),Cardinal,Middlefield,308,VII,25,1-9,0.75
Mathews (Vienna),Mathews,Vienna,974,VII,25,1-9,0.4
Wellsville (Wellsville),Wellsville,Wellsville,1654,VII,25,1-9,0.35
Leetonia (Leetonia),Leetonia,Leetonia,850,VII,25,0-10,0.0
Oberlin (Oberlin),Oberlin,Oberlin,1192,VII,25,0-10,0.0
Columbus Grove (Columbus Grove),Columbus Grove,Columbus Grove,412,VII,26,10-0,26.95
Upper Scioto Valley (McGuffey),Upper Scioto Valley,McGuffey,1576,VII,26,9-1,18.704
Gibsonburg (Gibsonburg),Gibsonburg,Gibsonburg,640,VII,26,8-2,16.8613
Mohawk (Sycamore),Mohawk,Sycamore,1060,VII,26,8-2,15.55
Edon (Edon),Edon,Edon,520,VII,26,9-1,15.4652
Ada (Ada),Ada,Ada,100,VII,26,8-2,15.1
Calvert (Tiffin),Calvert,Tiffin,298,VII,26,6-4,13.4224
Lima Central Catholic (Lima),Lima Central Catholic,Lima,874,VII,26,7-3,13.25
Pandora-Gilboa (Pandora),Pandora-Gilboa,Pandora,1228,VII,26,7-3,12.75
Hardin Northern (Dola),Hardin Northern,Dola,694,VII,26,6-4,10.9
Leipsic (Leipsic),Leipsic,Leipsic,854,VII,26,6-4,9.95
McComb (McComb),McComb,McComb,990,VII,26,7-3,9.8
Edgerton (Edgerton),Edgerton,Edgerton,512,VII,26,6-4,8.6141
Arlington (Arlington),Arlington,Arlington,136,VII,26,5-5,8.1
St John's (Delphos),St John's,Delphos,1358,VII,26,3-7,5.6
North Baltimore (North Baltimore),North Baltimore,North Baltimore,1130,VII,26,4-6,4.4
Antwerp (Antwerp),Antwerp,Antwerp,126,VII,26,3-7,2.9187
North Central (Pioneer),North Central,Pioneer,1132,VII,26,3-7,2.4889
Jefferson (Delphos),Jefferson,Delphos,772,VII,26,1-9,1.8641
Hilltop (West Unity),Hilltop,West Unity,722,VII,26,1-8,1.6389
Montpelier (Montpelier),Montpelier,Montpelier,1066,VII,26,3-7,1.4804
Ayersville (Defiance),Ayersville,Defiance,154,VII,26,1-9,1.2
Cory-Rawson (Rawson),Cory-Rawson,Rawson,424,VII,26,1-9,0.35
Arcadia (Arcadia),Arcadia,Arcadia,128,VII,26,0-10,0.0
Vanlue (Vanlue),Vanlue,Vanlue,1594,VII,26,0-10,0.0
Danville (Danville),Danville,Danville,454,VII,27,8-2,16.5823
Eastern (Beaver),Eastern,Beaver,492,VII,27,10-0,16.1789
Conotton Valley (Bowerston),Conotton Valley,Bowerston,418,VII,27,7-3,13.1701
Catholic Central (Steubenville),Catholic Central,Steubenville,326,VII,27,7-3,12.4783
Miller (Corning),Miller,Corning,1036,VII,27,8-2,12.4455
Trimble (Glouster),Trimble,Glouster,1540,VII,27,6-4,9.3677
South Gallia (Crown City),South Gallia,Crown City,1453,VII,27,6-3,8.4634
Notre Dame (Portsmouth),Notre Dame,Portsmouth,1178,VII,27,5-5,6.8515
Shadyside (Shadyside),Shadyside,Shadyside,1406,VII,27,3-7,5.5
Frontier (New Matamoras),Frontier,New Matamoras,618,VII,27,4-6,5.3894
Fisher Catholic (Lancaster),Fisher Catholic,Lancaster,594,VII,27,4-6,5.1235
Southern (Racine),Southern,Racine,1454,VII,27,3-6,5.0859
River (Hannibal),River,Hannibal,1306,VII,27,4-6,5.0694
Fairfield Christian Academy (Lancaster),Fairfield Christian Academy,Lancaster,553,VII,27,3-7,3.9793
Strasburg-Franklin (Strasburg),Strasburg-Franklin,Strasburg,1494,VII,27,3-7,3.8278
Bridgeport (Bridgeport),Bridgeport,Bridgeport,250,VII,27,3-7,3.2217
Symmes Valley (Willow Wood),Symmes Valley,Willow Wood,1514,VII,27,3-6,2.5265
Green (Franklin Furnace),Green,Franklin Furnace,668,VII,27,2-7,2.0719
Sciotoville Community (Portsmouth),Sciotoville Community,Portsmouth,484,VII,27,1-9,1.6521
Millersport (Millersport),Millersport,Millersport,1040,VII,27,2-8,1.4576
Ridgedale (Morral),Ridgedale,Morral,1296,VII,27,2-8,1.4216
Federal Hocking (Stewart),Federal Hocking,Stewart,578,VII,27,2-7,1.2821
Newark Catholic (Newark),Newark Catholic,Newark,1090,VII,27,1-9,1.05
Beallsville (Beallsville),Beallsville,Beallsville,172,VII,27,1-9,0.7433
Loudonville (Loudonville),Loudonville,Loudonville,900,VII,27,0-10,0.0
Tuscarawas Central Catholic (New Philadelphia),Tuscarawas Central Catholic,New Philadelphia,1556,VII,27,0-9,0.0
Marion Local (Maria Stein),Marion Local,Maria Stein,958,VII,28,10-0,27.1
Minster (Minster),Minster,Minster,1052,VII,28,8-2,19.05
Cincinnati College Prep (Cincinnati),Cincinnati College Prep,Cincinnati,9272,VII,28,7-2,18.9866
Ansonia (Ansonia),Ansonia,Ansonia,122,VII,28,9-1,17.65
Lehman Catholic (Sidney),Lehman Catholic,Sidney,852,VII,28,8-2,15.8
Ridgemont (Mt Victory),Ridgemont,Mt Victory,1298,VII,28,8-2,14.75
St Henry (St Henry),St Henry,St Henry,1352,VII,28,6-4,11.3
Waynesfield-Goshen (Waynesfield),Waynesfield-Goshen,Waynesfield,1642,VII,28,7-3,11.3
Tri-Village (New Madison),Tri-Village,New Madison,1546,VII,28,8-2,10.75
New Bremen (New Bremen),New Bremen,New Bremen,1092,VII,28,5-5,10.5
Fort Loramie (Fort Loramie),Fort Loramie,Fort Loramie,602,VII,28,5-5,8.65
Riverside (De Graff),Riverside,De Graff,1310,VII,28,4-6,7.4
Twin Valley South (West Alexandria),Twin Valley South,West Alexandria,1564,VII,28,5-5,5.55
Southeastern Local (South Charleston),Southeastern Local,South Charleston,1452,VII,28,4-6,4.55
Manchester (Manchester),Manchester,Manchester,938,VII,28,3-6,4.354
Cedarville (Cedarville),Cedarville,Cedarville,328,VII,28,4-6,2.9641
New Miami (Hamilton),New Miami,Hamilton,1104,VII,28,3-6,2.8214
Fort Recovery (Fort Recovery),Fort Recovery,Fort Recovery,604,VII,28,2-8,2.6
Tri-County North (Lewisburg),Tri-County North,Lewisburg,1562,VII,28,3-7,2.25
Mississinawa Valley (Union City),Mississinawa Valley,Union City,1054,VII,28,2-8,1.15
Catholic Central (Springfield),Catholic Central,Springfield,324,VII,28,2-8,1.1
Bradford (Bradford),Bradford,Bradford,246,VII,28,1-9,0.4
Fayetteville (Fayetteville),Fayetteville,Fayetteville,576,VII,28,0-9,0.0
Troy Christian (Troy),Troy Christian,Troy,1553,VII,28,0-10,0.0
