week,date,time,away,home,neutral,away_state,home_state
9,2026-10-16,7:30pm,Betsy Lane,Belfry (Belfry),0,KY,KY
9,2026-10-16,7pm,Boone County,Dixie Heights (Edgewood),0,KY,KY
9,2026-10-16,7:30pm,Corbin (Corbin),Whitley County,0,KY,KY
9,2026-10-16,7:30pm,Covington Catholic (Park Hills),Harrison County (Cynthiana),0,KY,KY
9,2026-10-16,7:30pm,Gallatin County,Beechwood (Fort Mitchell),0,KY,KY
9,2026-10-16,7:30pm,Greenup County (Greenup),Johnson Central,0,KY,KY
9,2026-10-16,7pm,Holy Cross (Covington),Trimble County,0,KY,KY
9,2026-10-16,7:30pm,Lewis County (Vanceburg),East Carter,0,KY,KY
9,2026-10-16,7pm,Mason County,Highlands (Fort Thomas),0,KY,KY
9,2026-10-16,7:30pm,Newport Central Catholic,Dayton (Dayton),0,KY,KY
9,2026-10-16,,Pike County Central,Magoffin County,0,KY,KY
9,2026-10-16,7:30pm,Pikeville (Pikeville),Paintsville (Paintsville),0,KY,KY
9,2026-10-16,7:30pm,Raceland (Raceland),Paris,0,KY,KY
9,2026-10-16,7:30pm,Rowan County,Boyd County (Ashland),0,KY,KY
9,2026-10-16,7pm,Simon Kenton (Independence),Campbell County (Alexandria),0,KY,KY
9,2026-10-16,7pm,Somerset (Somerset),Monroe County,0,KY,KY
9,2026-10-16,7:30pm,St Xavier (Louisville),North Hardin (Radcliff),0,KY,KY
9,2026-10-16,7:30pm,Trinity (Louisville),Eastern (Louisville),0,KY,KY
9,2026-10-16,7:30pm,East Ridge,Shelby Valley (Pikeville),0,KY,KY
9,2026-10-16,7pm,Adrian Lenawee Christian (Adrian),Concord (Concord),0,MI,MI
9,2026-10-16,7pm,Camden-Frontier (Camden),North Adams-Jerome (North Adams),0,MI,MI
9,2026-10-16,7pm,DeWitt (DeWitt),Grand Ledge,0,MI,MI
9,2026-10-16,7pm,Grand Rapids Forest Hills Northern,Muskegon Mona Shores (Muskegon),0,MI,MI
9,2026-10-16,7pm,Lumen Christi (Jackson),Detroit Country Day,0,MI,MI
9,2026-10-16,7pm,Mattawan,Portage Central (Portage),0,MI,MI
9,2026-10-16,7pm,Orchard Lake St Mary (Orchard Lake),Central Catholic (Toledo),0,MI,
9,2026-10-16,7pm,Petersburg Summerfield (Petersburg),Ottawa Lake Whiteford (Ottawa Lake),0,MI,MI
9,2026-10-16,7pm,Pittsford,Waldron (Waldron),0,MI,MI
9,2026-10-16,7pm,Novi Detroit Catholic Central (Novi),St Francis de Sales (Toledo),0,MI,
9,2026-10-16,7pm,Saline,Bedford (Temperance),0,MI,MI
9,2026-10-16,7pm,Sand Creek (Sand Creek),Erie Mason (Erie),0,MI,MI
9,2026-10-16,7pm,Tussey Mountain,Everett (Everett),0,PA,PA
9,2026-10-16,7pm,Butler (Butler),Karns City,0,PA,PA
9,2026-10-16,7pm,Freedom,Western Beaver (Industry),0,PA,PA
9,2026-10-16,3:30pm,Perry Traditional Academy (Pittsburgh),University Prep (USO co-op) (Pittsburgh),0,PA,PA
9,2026-10-16,7:30pm,Westinghouse (Pittsburgh),Taylor Allderdice (Pittsburgh),0,PA,PA
9,2026-10-16,7pm,Warren,Cathedral Prep (Erie),0,PA,PA
9,2026-10-16,7pm,Greenville,Farrell (Farrell),0,PA,PA
9,2026-10-16,7pm,Erie (Erie),Jamestown (Jamestown),0,PA,NY
9,2026-10-16,7pm,Armstrong (Kittaning),Pine-Richland (Gibsonia),0,PA,PA
9,2026-10-16,7pm,Bloomington South (Bloomington),Center Grove (Greenwood),0,IN,IN
9,2026-10-16,7pm,Brebeuf Jesuit Preparatory,Cardinal Ritter (Indianapolis),1,IN,IN
9,2026-10-16,7pm,Bishop Dwenger (Fort Wayne),Fort Wayne South Side,0,IN,IN
9,2026-10-16,7pm,Blackhawk Christian (Fort Wayne),Bluffton (Bluffton),0,IN,IN
9,2026-10-16,5:30pm,Indiana School for the Deaf,Waldron,0,IN,IN
9,2026-10-16,7pm,Bishop Chatard (Indianapolis),Elder (Cincinnati),0,IN,
9,2026-10-16,7pm,Kokomo,Richmond (Richmond),0,IN,IN
9,2026-10-16,7pm,Lawrenceburg (Lawrenceburg),South Dearborn (Aurora),0,IN,IN
9,2026-10-16,7pm,Pendleton Heights,Southport (Indianapolis),0,IN,IN
9,2026-10-16,7:30pm,Roncalli (Indianapolis),East Central (St Leon),0,IN,IN
9,2026-10-16,7pm,West Lafayette,Hamilton Heights (Arcadia),0,IN,IN
9,2026-10-16,7pm,Knoxville Catholic,McCallie,0,TN,TN
9,2026-10-16,,LaVergne,Oakland (Murfreesboro),0,TN,TN
9,2026-10-16,8pm,Tipton-Rosemark Academy,Middle Tennessee Christian School (Murfreesboro),0,TN,TN
9,2026-10-16,,Tri-Cities Christian Academy (Kingsport),King's Academy,0,TN,TN
9,2026-10-16,,Loudoun Sports Academy (Leesburg),Mt Zion Prep (Lanham),0,VA,MD
9,2026-10-16,6pm,Riverdale Baptist (Upper Marlboro),KIPP DC Legacy College Prep (Washington),0,MD,DC
9,2026-10-16,,Our Lady of Mount Carmel (Essex),Boys' Latin School (Baltimore),0,MD,MD
9,2026-10-16,7pm,St John's College (Washington),Good Counsel (Wheaton),0,DC,MD
9,2026-10-16,7pm,St Francis (Hamburg),McDowell (Erie),0,NY,PA
9,2026-10-16,7pm,Hutchinson Central Technical (Buffalo),Health Sciences (Buffalo),0,NY,NY
9,2026-10-16,6pm,Salem (Salem),Burlington City (Burlington),0,NJ,NJ
9,2026-10-16,,Cornerstone Christian (San Antonio),Evangel Christian Academy,0,TX,LA
9,2026-10-16,,Legacy Sport Sciences (Spring),Baylor (Chattanooga),0,TX,TN
9,2026-10-16,7pm,St Andrew's College (Aurora),Bishop Timon - St Jude (Buffalo),0,ON,NY
9,2026-10-16,7pm,Huron Heights (Newmarket),River Rouge (River Rouge),0,ON,MI
9,2026-10-16,7pm,MU Sports Academy (Delson),The St James Academy (Springfield),0,QB,VA
9,2026-10-16,10pm,Sports Leadership and Management Academy (Henderson),Bishop Gorman (Las Vegas),0,NV,NV
9,2026-10-16,,First Academy (Orlando),Hewlett Sports Academy (Waldorf),0,FL,MD
9,2026-10-16,7pm,South Lake (Groveland),West Orange (Winter Garden),0,FL,FL
9,2026-10-16,7pm,Rabun Gap - Nacoochee (Rabun Gap),Christ School (Arden),0,GA,NC
9,2026-10-16,7pm,Middle Creek (Apex),Cardinal Gibbons (Raleigh),0,NC,NC
9,2026-10-16,,NFL Academy (Loughborough),IMG Academy (Bradenton),0,UK,FL
9,2026-10-17,7pm,Buckeye Trail (Lore City),Tuscarawas Central Catholic (New Philadelphia),0,,
9,2026-10-17,6pm,Chalker (Southington),St Mary Central Catholic (Sandusky),0,,
9,2026-10-17,12pm,Thurgood Marshall (Dayton),Dunbar (Dayton),0,,
9,2026-10-17,7pm,Conotton Valley (Bowerston),Catholic Central (Steubenville),0,,
9,2026-10-17,5pm,Edon (Edon),Hilltop (West Unity),0,,
9,2026-10-17,12pm,Ellet (Akron),North (Akron),0,,
9,2026-10-17,7pm,Grove City Christian (Grove City),Fisher Catholic (Lancaster),0,,
9,2026-10-17,12pm,Garfield (Akron),Buchtel (Akron),0,,
9,2026-10-17,7pm,Miami Valley Christian Academy (Cincinnati),St Bernard-Elmwood Place (St Bernard),0,,
9,2026-10-17,1pm,Norwood (Norwood),Clark Montessori (Cincinnati),0,,
9,2026-10-17,1pm,Plymouth (Plymouth),Stryker (Stryker),0,,
9,2026-10-17,3pm,St Edward (Lakewood),Archbishop Moeller (Cincinnati),0,,
9,2026-10-17,6pm,St Joseph Central Catholic (Fremont),Danbury (Lakeside),0,,
9,2026-10-17,1:30pm,Summit Country Day (Cincinnati),Miller (Corning),0,,
9,2026-10-17,12pm,Union Local (Belmont),Bellaire (Bellaire),0,,
9,2026-10-17,,Windham (Windham),Kennedy Catholic (Hermitage),0,,PA
9,2026-10-17,6pm,Peebles (club) (Peebles),West Union (club) (West Union),0,,
9,2026-10-17,4pm,Independence (Coal City),Linsly (Wheeling),0,WV,WV
9,2026-10-17,1pm,Dearborn Divine Child (Dearborn),Warren De La Salle (Warren),0,MI,MI
9,2026-10-17,3pm,Calumet Christian (Griffith),Columbus Crusaders (club) (Columbus),0,IN,
9,2026-10-17,,Greenwood Christian,Tri-State King's Crusaders (club) (Harlan),0,IN,IN
9,2026-10-17,,Kosciusko Thunder (club),Union (Dugger),0,IN,IN
9,2026-10-17,2pm,Saint Frances Academy (Baltimore),The Hun School (Princeton),0,MD,NJ
9,2026-10-17,2pm,Christian Brothers Academy - Syracuse (Syracuse),Canisius (Buffalo),0,NY,NY
9,2026-10-17,2pm,University Prep (Rochester),St Joseph's Collegiate (Buffalo),0,NY,NY
9,2026-10-17,2pm,Port Richmond (Staten Island),Eagle Academy for Young Men II (Brooklyn),0,NY,NY
9,2026-10-17,3:30pm,Crossroads (Illinois) Crusaders (club) (Big Rock),Noblesville Lions (club) (Noblesville),0,IL,IN
10,2026-10-21,6pm,Belmont (Dayton),Ponitz Tech (Dayton),0,,
10,2026-10-22,6pm,Bowsher (Toledo),Rogers (Toledo),0,,
10,2026-10-22,7pm,John F Kennedy (Cleveland),John F Kennedy (Warren),0,,
10,2026-10-22,6pm,Meadowdale (Dayton),Dunbar (Dayton),0,,
10,2026-10-22,7pm,St Thomas Aquinas (Louisville),Canton Central Catholic (Canton),0,,
10,2026-10-22,7pm,Spencerville (Spencerville),Jefferson (Delphos),0,,
10,2026-10-22,6:30pm,Woodward (Cincinnati),Aiken (Cincinnati),0,,
10,2026-10-22,6pm,Woodward (Toledo),Start (Toledo),0,,
10,2026-10-23,7pm,Ada (Ada),Pandora-Gilboa (Pandora),0,,
10,2026-10-23,7pm,Amanda-Clearcreek (Amanda),Bloom-Carroll (Carroll),0,,
10,2026-10-23,7pm,Anderson (Cincinnati),Loveland (Loveland),0,,
10,2026-10-23,7pm,Anna (Anna),Versailles (Versailles),0,,
10,2026-10-23,7pm,Ansonia (Ansonia),Mississinawa Valley (Union City),0,,
10,2026-10-23,7pm,Antwerp (Antwerp),Ayersville (Defiance),0,,
10,2026-10-23,7pm,Arcadia (Arcadia),Arlington (Arlington),0,,
10,2026-10-23,7pm,Archbold (Archbold),Liberty Center (Liberty Center),0,,
10,2026-10-23,7pm,Lakeside (Ashtabula),Madison (Madison),0,,
10,2026-10-23,7pm,Athens (The Plains),Nelsonville-York (Nelsonville),0,,
10,2026-10-23,7pm,Avon Lake (Avon Lake),Berea-Midpark (Berea),0,,
10,2026-10-23,7pm,Barberton (Barberton),Kenston (Chagrin Falls),0,,
10,2026-10-23,7pm,Batavia (Batavia),Clinton-Massie (Clarksville),0,,
10,2026-10-23,7pm,Bath (Lima),Wapakoneta (Wapakoneta),0,,
10,2026-10-23,7pm,Bay (Bay Village),Rocky River (Rocky River),0,,
10,2026-10-23,7pm,Beaver Local (East Liverpool),Lakeview (Cortland),0,,
10,2026-10-23,7pm,Beavercreek (Beavercreek),Kettering Fairmont (Kettering),0,,
10,2026-10-23,7pm,Bedford (Bedford),Warrensville Heights (Warrensville Heights),0,,
10,2026-10-23,7pm,Bellaire (Bellaire),Martins Ferry (Martins Ferry),0,,
10,2026-10-23,7pm,Beechcroft (Columbus),Northland (Columbus),0,,
10,2026-10-23,7pm,Bellevue (Bellevue),Vermilion (Vermilion),0,,
10,2026-10-23,7pm,Belpre (Belpre),Waterford (Waterford),0,,
10,2026-10-23,7pm,Benedictine (Cleveland),St Vincent-St Mary (Akron),0,,
10,2026-10-23,7pm,Benjamin Logan (Bellefontaine),Shawnee (Springfield),0,,
10,2026-10-23,7pm,Berkshire (Burton),Kirtland (Kirtland),0,,
10,2026-10-23,7pm,Berne Union (Sugar Grove),Bishop Rosecrans (Zanesville),0,,
10,2026-10-23,7pm,Bethel (Tipp City),Milton-Union (West Milton),0,,
10,2026-10-23,7pm,Bethel-Tate (Bethel),Williamsburg (Williamsburg),0,,
10,2026-10-23,7pm,Bexley (Columbus),Buckeye Valley (Delaware),0,,
10,2026-10-23,7pm,Bishop Hartley (Columbus),St Francis DeSales (Columbus),0,,
10,2026-10-23,7pm,Bishop Ready (Columbus),Franklin Heights (Columbus),0,,
10,2026-10-23,7pm,Black River (Sullivan),South Central (Greenwich),0,,
10,2026-10-23,7pm,Blanchester (Blanchester),Talawanda (Oxford),0,,
10,2026-10-23,7pm,Boardman (Youngstown),Canfield (Canfield),0,,
10,2026-10-23,7pm,Bridgeport (Bridgeport),Clay-Battelle (Blacksville),0,,WV
10,2026-10-23,7pm,Briggs (Columbus),West (Columbus),0,,
10,2026-10-23,7pm,Brunswick (Brunswick),Strongsville (Strongsville),0,,
10,2026-10-23,7pm,Brush (Lyndhurst),Mogadore (Mogadore),0,,
10,2026-10-23,7pm,Bryan (Bryan),Delta (Delta),0,,
10,2026-10-23,7pm,Buckeye (Medina),Westlake (Westlake),0,,
10,2026-10-23,7pm,Buckeye Central (New Washington),Hopewell-Loudon (Bascom),0,,
10,2026-10-23,7pm,Buckeye Local (Rayland),Harrison Central (Cadiz),0,,
10,2026-10-23,7pm,Butler (Vandalia),Fairborn (Fairborn),0,,
10,2026-10-23,7pm,Caldwell (Caldwell),Shenandoah (Sarahsville),0,,
10,2026-10-23,7pm,Calvert (Tiffin),Mohawk (Sycamore),0,,
10,2026-10-23,7pm,Cardinal (Middlefield),St John School (Ashtabula),0,,
10,2026-10-23,7pm,Cardington-Lincoln (Cardington),Mount Gilead (Mount Gilead),0,,
10,2026-10-23,7pm,Carlisle (Carlisle),Eaton (Eaton),0,,
10,2026-10-23,7pm,Catholic Central (Springfield),Greeneview (Jamestown),0,,
10,2026-10-23,7pm,Celina (Celina),Defiance (Defiance),0,,
10,2026-10-23,7pm,Central Catholic (Toledo),Warren De La Salle (Warren),0,,MI
10,2026-10-23,7pm,Central Crossing (Grove City),Grove City (Grove City),0,,
10,2026-10-23,7pm,Twinsburg (Twinsburg),Mayfield (Mayfield),0,,
10,2026-10-23,7pm,Chaminade Julienne (Dayton),Archbishop Alter (Kettering),0,,
10,2026-10-23,7pm,Champion (Warren),Newton Falls (Newton Falls),0,,
10,2026-10-23,7pm,Chesapeake (Chesapeake),Fairland (Proctorville),0,,
10,2026-10-23,7pm,Clearview (Lorain),Keystone (La Grange),0,,
10,2026-10-23,7pm,Clermont Northeastern (Batavia),East Clinton (Sabina),0,,
10,2026-10-23,7pm,Clyde (Clyde),Norwalk (Norwalk),0,,
10,2026-10-23,7pm,Colerain (Cincinnati),Mason (Mason),0,,
10,2026-10-23,7pm,Colonel Crawford (North Robinson),Bucyrus (Bucyrus),0,,
10,2026-10-23,7pm,Tiffin Columbian (Tiffin),Perkins (Sandusky),0,,
10,2026-10-23,7pm,Columbus Academy (Gahanna),Whitehall-Yearling (Whitehall),0,,
10,2026-10-23,7pm,Columbus Grove (Columbus Grove),Bluffton (Bluffton),0,,
10,2026-10-23,7pm,Copley (Copley),Aurora (Aurora),0,,
10,2026-10-23,7am,Cory-Rawson (Rawson),Toledo Christian (Toledo),0,,
10,2026-10-23,7pm,Covington (Covington),Lehman Catholic (Sidney),0,,
10,2026-10-23,7pm,Crestview (Columbiana),LaBrae (Leavittsburg),0,,
10,2026-10-23,7pm,Crestview (Convoy),Lima Central Catholic (Lima),0,,
10,2026-10-23,7:30pm,Crestwood (Mantua),Chagrin Falls (Chagrin Falls),0,,
10,2026-10-23,7pm,Crooksville (Crooksville),Morgan (McConnelsville),0,,
10,2026-10-23,7pm,Cuyahoga Falls (Cuyahoga Falls),Woodridge (Peninsula),0,,
10,2026-10-23,7pm,Cuyahoga Heights (Cuyahoga Heights),Fairport Harding (Fairport Harbor),0,,
10,2026-10-23,7pm,Cuyahoga Valley Christian Academy (Cuyahoga Falls),Elyria Catholic (Elyria),0,,
10,2026-10-23,7pm,Danville (Danville),East Knox (Howard),0,,
10,2026-10-23,7pm,Lisbon David Anderson (Lisbon),Columbiana (Columbiana),0,,
10,2026-10-23,7pm,Dayton Christian (Miamisburg),Thurgood Marshall (Dayton),0,,
10,2026-10-23,7pm,Dixie (New Lebanon),Bradford (Bradford),0,,
10,2026-10-23,7pm,Dover (Dover),New Philadelphia (New Philadelphia),0,,
10,2026-10-23,7pm,Dublin Scioto (Dublin),Westerville North (Westerville),0,,
10,2026-10-23,7pm,East (Columbus),Linden McKinley (Columbus),0,,
10,2026-10-23,7pm,Sciotoville Community (Portsmouth),Notre Dame (Portsmouth),0,,
10,2026-10-23,7pm,East Canton (East Canton),Malvern (Malvern),0,,
10,2026-10-23,7pm,Eastmoor Academy (Columbus),Africentric Early College (Columbus),0,,
10,2026-10-23,7pm,Edgewood (Trenton),Monroe (Monroe),0,,
10,2026-10-23,7pm,Edison (Milan),Huron (Huron),0,,
10,2026-10-23,7pm,Edison (Richmond),Indian Creek (Wintersville),0,,
10,2026-10-23,7pm,Edon (Edon),Montpelier (Montpelier),0,,
10,2026-10-23,7pm,Elmwood (Bloomdale),Riverdale (Mt Blanchard),0,,
10,2026-10-23,7pm,Elyria (Elyria),Avon (Avon),0,,
10,2026-10-23,7pm,Evergreen (Metamora),Patrick Henry (Hamler),0,,
10,2026-10-23,7pm,Fairbanks (Milford Center),West Jefferson (West Jefferson),0,,
10,2026-10-23,7pm,Fairfield (Fairfield),Princeton (Cincinnati),0,,
10,2026-10-23,7pm,Fairless (Brewster),Tuslaw (Massillon),0,,
10,2026-10-23,7pm,Fairview (Fairview Park),Rootstown (Rootstown),0,,
10,2026-10-23,7pm,Fayetteville (Fayetteville),River Valley (Bidwell),0,,
10,2026-10-23,7pm,Federal Hocking (Stewart),Trimble (Glouster),0,,
10,2026-10-23,7pm,Bishop Fenwick (Franklin),Archbishop Carroll (Dayton),0,,
10,2026-10-23,7pm,Field (Mogadore),Springfield (Akron),0,,
10,2026-10-23,7pm,Findlay (Findlay),Anthony Wayne (Whitehouse),0,,
10,2026-10-23,7pm,Finneytown (Cincinnati),Taylor (Cleves),0,,
10,2026-10-23,7pm,Firelands (Oberlin),Columbia (Columbia Station),0,,
10,2026-10-23,7pm,Fort Frye (Beverly),Liberty Union (Baltimore),0,,
10,2026-10-23,7pm,Fort Loramie (Fort Loramie),Allen East (Harrod),0,,
10,2026-10-23,7pm,Fort Recovery (Fort Recovery),Minster (Minster),0,,
10,2026-10-23,7pm,Fostoria (Fostoria),Otsego (Tontogany),0,,
10,2026-10-23,7pm,Franklin (Franklin),Brookville (Brookville),0,,
10,2026-10-23,7pm,Fredericktown (Fredericktown),Centerburg (Centerburg),0,,
10,2026-10-23,7pm,Fremont Ross (Fremont),Bowling Green (Bowling Green),0,,
10,2026-10-23,7pm,Frontier (New Matamoras),River (Hannibal),0,,
10,2026-10-23,7pm,Galion (Galion),Clear Fork (Bellville),0,,
10,2026-10-23,7pm,Garfield (Garrettsville),Brookfield (Brookfield),0,,
10,2026-10-23,7pm,Gibsonburg (Gibsonburg),Woodmore (Elmore),0,,
10,2026-10-23,7pm,Gilmour Academy (Gates Mills),Maple Heights (Maple Heights),0,,
10,2026-10-23,7pm,Green (Franklin Furnace),Eastern (Beaver),0,,
10,2026-10-23,7pm,Green (Uniontown),Lake (Uniontown),0,,
10,2026-10-23,7pm,Greenon (Enon),Madison-Plains (London),0,,
10,2026-10-23,7pm,Grove City Christian (Grove City),Fairfield Christian Academy (Lancaster),0,,
10,2026-10-23,7pm,Groveport Madison (Groveport),Canal Winchester (Canal Winchester),0,,
10,2026-10-23,7pm,Hamilton Township (Columbus),Fairfield Union (Lancaster),0,,
10,2026-10-23,7pm,Marion Harding (Marion),Shelby (Shelby),0,,
10,2026-10-23,7pm,Warren G Harding (Warren),Austintown-Fitch (Austintown),0,,
10,2026-10-23,7pm,Hardin Northern (Dola),Elgin (Marion),0,,
10,2026-10-23,7pm,Harvey (Painesville),Chardon (Chardon),0,,
10,2026-10-23,7pm,Hicksville (Hicksville),Edgerton (Edgerton),0,,
10,2026-10-23,7pm,Highland (Medina),Hudson (Hudson),0,,
10,2026-10-23,7pm,Hilliard Bradley (Hilliard),Dublin Coffman (Dublin),0,,
10,2026-10-23,7pm,Hillsdale (Jeromesville),Chippewa (Doylestown),0,,
10,2026-10-23,7pm,Hilltop (West Unity),North Central (Pioneer),0,,
10,2026-10-23,7pm,Holy Name (Parma Heights),Padua Franciscan (Parma),0,,
10,2026-10-23,7pm,Hoover (North Canton),Jackson (Massillon),0,,
10,2026-10-23,7pm,Independence (Independence),Brooklyn (Brooklyn),0,,
10,2026-10-23,7pm,Indian Hill (Cincinnati),Reading (Reading),0,,
10,2026-10-23,7pm,Indian Lake (Lewistown),Northwestern (Springfield),0,,
10,2026-10-23,7pm,Indian Valley (Gnadenhutten),Claymont (Uhrichsville),0,,
10,2026-10-23,7pm,Ironton (Ironton),Portsmouth (Portsmouth),0,,
10,2026-10-23,7pm,Jackson (Jackson),Chillicothe (Chillicothe),0,,
10,2026-10-23,7pm,Jackson-Milton (North Jackson),Western Reserve (Berlin Center),0,,
10,2026-10-23,7pm,Jefferson Area (Jefferson),Edgewood (Ashtabula),0,,
10,2026-10-23,3:30pm,John Adams (Cleveland),John Hay (Cleveland),0,,
10,2026-10-23,3:30pm,John Marshall (Cleveland),Glenville (Cleveland),0,,
10,2026-10-23,7pm,Johnstown (Johnstown),Northridge (Johnstown),0,,
10,2026-10-23,7pm,Jonathan Alder (Plain City),Bellefontaine (Bellefontaine),0,,
10,2026-10-23,7pm,Garfield (Akron),Ellet (Akron),0,,
10,2026-10-23,7pm,Kings (Kings Mills),Walnut Hills (Cincinnati),0,,
10,2026-10-23,7pm,Lake (Millbury),Genoa Area (Genoa),0,,
10,2026-10-23,7pm,Lake Catholic (Mentor),Notre Dame-Cathedral Latin (Chardon),0,,
10,2026-10-23,7pm,Lakewood (Hebron),Heath (Heath),0,,
10,2026-10-23,7pm,Lakewood (Lakewood),North Olmsted (North Olmsted),0,,
10,2026-10-23,7pm,Lakota West (West Chester),Oak Hills (Cincinnati),0,,
10,2026-10-23,7pm,Lancaster (Lancaster),Newark (Newark),0,,
10,2026-10-23,7pm,Lebanon (Lebanon),Winton Woods (Cincinnati),0,,
10,2026-10-23,7pm,Leetonia (Leetonia),Madonna (Weirton),0,,WV
10,2026-10-23,7pm,Lexington (Lexington),Ashland (Ashland),0,,
10,2026-10-23,7pm,Licking Heights (Pataskala),Granville (Granville),0,,
10,2026-10-23,7pm,Licking Valley (Newark),Zanesville (Zanesville),0,,
10,2026-10-23,7pm,Lima Senior (Lima),Scott (Toledo),0,,
10,2026-10-23,7pm,Gahanna Lincoln (Gahanna),Pickerington North (Pickerington),0,,
10,2026-10-23,7pm,Logan Elm (Circleville),Circleville (Circleville),0,,
10,2026-10-23,7pm,London (London),Kenton Ridge (Springfield),0,,
10,2026-10-23,7pm,Lowellville (Lowellville),Springfield (New Middletown),0,,
10,2026-10-23,7pm,Lucas (Lucas),Wynford (Bucyrus),0,,
10,2026-10-23,7pm,Lutheran East (Cleveland Heights),Richmond Heights (Richmond Heights),0,,
10,2026-10-23,7pm,Lutheran West (Rocky River),South (Willoughby),0,,
10,2026-10-23,7pm,Madeira (Cincinnati),Mariemont (Cincinnati),0,,
10,2026-10-23,7pm,Manchester (New Franklin),Northwest (Canal Fulton),0,,
10,2026-10-23,7pm,Manchester (Manchester),Fisher Catholic (Lancaster),0,,
10,2026-10-23,7pm,Mansfield Senior (Mansfield),Madison Comprehensive (Mansfield),0,,
10,2026-10-23,7pm,Mapleton (Ashland),Crestview (Ashland),0,,
10,2026-10-23,7pm,Marietta (Marietta),Warren (Vincent),0,,
10,2026-10-23,7pm,Marion Local (Maria Stein),Coldwater (Coldwater),0,,
10,2026-10-23,7pm,Marlington (Alliance),Alliance (Alliance),0,,
10,2026-10-23,7pm,Marysville (Marysville),Hilliard Darby (Hilliard),0,,
10,2026-10-23,7pm,Mathews (Vienna),Conotton Valley (Bowerston),0,,
10,2026-10-23,7pm,Maumee (Maumee),Eastwood (Pemberville),0,,
10,2026-10-23,7pm,McClain (Greenfield),Hillsboro (Hillsboro),0,,
10,2026-10-23,7pm,Niles McKinley (Niles),Girard (Girard),0,,
10,2026-10-23,7pm,Archbishop McNicholas (Cincinnati),Badin (Hamilton),0,,
10,2026-10-23,7pm,Meigs (Pomeroy),Alexander (Albany),0,,
10,2026-10-23,7pm,St Marys Memorial (St Marys),Elida (Elida),0,,
10,2026-10-23,7pm,Mentor (Mentor),Euclid (Euclid),0,,
10,2026-10-23,7pm,Miami Trace (Washington Court House),Washington (Washington Court House),0,,
10,2026-10-23,7pm,Middletown (Middletown),Hamilton (Hamilton),0,,
10,2026-10-23,7pm,Mifflin (Columbus),Grandview Heights (Columbus),0,,
10,2026-10-23,7pm,Milford (Milford),Turpin (Cincinnati),0,,
10,2026-10-23,7pm,Millersport (Millersport),Miller (Corning),0,,
10,2026-10-23,7pm,Mineral Ridge (Mineral Ridge),McDonald (McDonald),0,,
10,2026-10-23,7pm,Minerva (Minerva),Carrollton (Carrollton),0,,
10,2026-10-23,7pm,Minford (Minford),Valley (Lucasville),0,,
10,2026-10-23,7pm,Monroe Central (Woodsfield),Shadyside (Shadyside),0,,
10,2026-10-23,7pm,Mount Healthy (Cincinnati),La Salle (Cincinnati),0,,
10,2026-10-23,7pm,Napoleon (Napoleon),Liberty-Benton (Findlay),0,,
10,2026-10-23,7pm,National Trail (New Paris),Preble Shawnee (Camden),0,,
10,2026-10-23,7pm,New Albany (New Albany),Westerville Central (Westerville),0,,
10,2026-10-23,7pm,Newcomerstown (Newcomerstown),Buckeye Trail (Lore City),0,,
10,2026-10-23,7pm,New Lexington (New Lexington),Sheridan (Thornville),0,,
10,2026-10-23,7pm,New Miami (Hamilton),Miami Valley Christian Academy (Cincinnati),0,,
10,2026-10-23,7pm,New Richmond (New Richmond),Wilmington (Wilmington),0,,
10,2026-10-23,7pm,Nordonia (Macedonia),Wadsworth (Wadsworth),0,,
10,2026-10-23,7pm,Normandy (Parma),Valley Forge (Parma Heights),0,,
10,2026-10-23,7pm,North (Eastlake),Hawken (Gates Mills),0,,
10,2026-10-23,7pm,North Baltimore (North Baltimore),Upper Scioto Valley (McGuffey),0,,
10,2026-10-23,7pm,North College Hill (Cincinnati),Norwood (Norwood),0,,
10,2026-10-23,7pm,Northeastern (South Vienna),Triad (North Lewisburg),0,,
10,2026-10-23,7pm,Northmor (Galion),Loudonville (Loudonville),0,,
10,2026-10-23,7pm,Northridge (Dayton),Troy Christian (Troy),0,,
10,2026-10-23,7pm,North Union (Richwood),Graham Local (St Paris),0,,
10,2026-10-23,7pm,Norton (Norton),Cloverleaf (Seville),0,,
10,2026-10-23,7pm,Northwest (Cincinnati),Harrison (Harrison),0,,
10,2026-10-23,7pm,Northwestern (West Salem),Norwayne (Creston),0,,
10,2026-10-23,7pm,Northwood (Northwood),Lakota (Kansas),0,,
10,2026-10-23,7pm,Oak Hill (Oak Hill),Northwest (McDermott),0,,
10,2026-10-23,7pm,Oakwood (Dayton),Madison (Middletown),0,,
10,2026-10-23,7pm,Olentangy (Lewis Center),Olentangy Berlin (Delaware),0,,
10,2026-10-23,7pm,Olentangy Liberty (Powell),Olentangy Orange (Lewis Center),0,,
10,2026-10-23,7pm,Olmsted Falls (Olmsted Falls),North Ridgeville (North Ridgeville),0,,
10,2026-10-23,7pm,Ontario (Ontario),River Valley (Caledonia),0,,
10,2026-10-23,7pm,Orange (Pepper Pike),Geneva (Geneva),0,,
10,2026-10-23,7pm,Orrville (Orrville),Triway (Wooster),0,,
10,2026-10-23,7pm,Ottawa-Glandorf (Ottawa),Shawnee (Lima),0,,
10,2026-10-23,7pm,Ottawa Hills (Toledo),Margaretta (Castalia),0,,
10,2026-10-23,7pm,Paint Valley (Bainbridge),Huntington (Chillicothe),0,,
