week,away,away_score,home,home_score,neutral,away_state,home_state
1,Bedford (Bedford),8,Nordonia (Macedonia),16,0,,
1,Bellaire (Bellaire),6,Garaway (Sugarcreek),38,0,,
1,Bellevue (Bellevue),6,Clyde (Clyde),14,0,,
1,Belmont (Dayton),0,Urbana (Urbana),76,0,,
1,Belpre (Belpre),6,Warren (Vincent),66,0,,
1,Benedictine (Cleveland),26,Walsh Jesuit (Cuyahoga Falls),49,0,,
1,Benjamin Logan (Bellefontaine),7,Bluffton (Bluffton),42,0,,
1,Berne Union (Sugar Grove),7,Newcomerstown (Newcomerstown),42,0,,
1,Bethel (Tipp City),7,Northeastern (Springfield),55,0,,
1,Big Walnut (Sunbury),19,Bishop Hartley (Columbus),21,0,,
1,Bishop Watterson (Columbus),47,Whetstone (Columbus),0,0,,
1,Blanchester (Blanchester),14,Paint Valley (Bainbridge),35,0,,
1,Bloom-Carroll (Carroll),16,Harvest Prep (Canal Winchester),38,0,,
1,Boardman (Youngstown),13,Kenston (Chagrin Falls),50,0,,
1,Bowsher (Toledo),6,Oak Harbor (Oak Harbor),47,0,,
1,Brecksville-Broadview Heights (Broadview Heights),20,Tallmadge (Tallmadge),2,0,,
1,Brookfield (Brookfield),7,Norwayne (Creston),56,0,,
1,Brooklyn (Brooklyn),0,Brookside (Sheffield),35,0,,
1,Brunswick (Brunswick),7,Avon (Avon),49,0,,
1,Buchtel (Akron),21,Hoover (North Canton),27,0,,
1,Buckeye (Medina),34,Cloverleaf (Lodi),0,0,,
1,Buckeye Central (New Washington),50,Crestline (Crestline),0,0,,
1,Buckeye Local (Rayland),0,Barnesville (Barnesville),49,0,,
1,Buckeye Trail (Lore City),26,Caldwell (Caldwell),39,0,,
1,Buckeye Valley (Delaware),28,Delaware Hayes (Delaware),59,0,,
1,Bucyrus (Bucyrus),8,Riverdale (Mt Blanchard),53,0,,
1,Canton McKinley (Canton),33,Warren G Harding (Warren),14,0,,
1,Cardinal Mooney (Youngstown),29,Lake Catholic (Mentor),26,0,,
1,Cardington-Lincoln (Cardington),0,Elgin (Marion),30,0,,
1,Carey (Carey),19,Hopewell-Loudon (Bascom),36,0,,
1,Carlisle (Carlisle),37,Twin Valley South (West Alexandria),0,0,,
1,Catholic Central (Steubenville),37,Wellsville (Wellsville),6,0,,
1,Celina (Celina),0,Versailles (Versailles),26,0,,
1,Centennial (Columbus),22,Grandview Heights (Columbus),26,0,,
1,Central Catholic (Toledo),47,Findlay (Findlay),14,0,,
1,Central Crossing (Grove City),21,Independence (Columbus),14,0,,
1,Chagrin Falls (Chagrin Falls),15,Berkshire (Burton),12,0,,
1,Twinsburg (Twinsburg),7,Aurora (Aurora),17,0,,
1,Chaney (Youngstown),13,East (Akron),14,0,,
1,Chardon (Chardon),35,West Geauga (Chesterland),0,0,,
1,Chesapeake (Chesapeake),39,Symmes Valley (Willow Wood),7,0,,
1,Claymont (Uhrichsville),19,Harrison Central (Cadiz),36,0,,
1,Cleveland Heights (Cleveland Heights),46,Berea-Midpark (Berea),21,0,,
1,Colerain (Cincinnati),3,La Salle (Cincinnati),28,0,,
1,Tiffin Columbian (Tiffin),41,Fremont Ross (Fremont),14,0,,
1,Columbus Academy (Gahanna),35,Cincinnati Hills Christian Academy (Cincinnati),12,0,,
1,Copley (Copley),21,Amherst Steele (Amherst),41,0,,
1,Cory-Rawson (Rawson),7,Arcadia (Arcadia),34,0,,
1,Coshocton (Coshocton),21,Ridgewood (West Lafayette),22,0,,
1,Covington (Covington),6,Arcanum (Arcanum),27,0,,
1,Crestview (Ashland),12,Seneca East (Attica),21,0,,
1,Crestview (Convoy),41,Parkway (Rockford),27,0,,
1,Cuyahoga Heights (Cuyahoga Heights),28,Fairview (Fairview Park),13,0,,
1,Lisbon David Anderson (Lisbon),41,Windham (Windham),6,0,,
1,Deer Park (Cincinnati),22,Purcell Marian (Cincinnati),40,0,,
1,Dixie (New Lebanon),74,Irvington Prep (Indianapolis),0,0,,IN
1,Dover (Dover),6,Green (Uniontown),14,0,,
1,Dublin Coffman (Dublin),24,St John's Jesuit (Toledo),0,0,,
1,Dublin Scioto (Dublin),20,Grove City (Grove City),59,0,,
1,Sciotoville Community (Portsmouth),42,Bishop Rosecrans (Zanesville),30,0,,
1,East Canton (East Canton),0,Toronto (Toronto),34,0,,
1,East Clinton (Sabina),12,Huntington (Chillicothe),0,0,,
1,Eastern (Beaver),43,Miller (Corning),15,0,,
1,Eastmoor Academy (Columbus),0,Chaminade Julienne (Dayton),35,0,,
1,East Palestine (East Palestine),34,Newton Falls (Newton Falls),48,0,,
1,Eaton (Eaton),45,Greenville (Greenville),7,0,,
1,Edison (Richmond),34,Monroe Central (Woodsfield),14,0,,
1,Edon (Edon),28,Edgerton (Edgerton),26,0,,
1,Elmwood (Bloomdale),6,Evergreen (Metamora),31,0,,
1,Elyria Catholic (Elyria),14,Liberty-Benton (Findlay),45,0,,
1,Fairfield (Fairfield),51,Wayne (Huber Heights),58,0,,
1,Fairfield Union (Lancaster),14,New Lexington (New Lexington),28,0,,
1,Fairland (Proctorville),32,Portsmouth West (West Portsmouth),29,0,,
1,Fairview (Sherwood),12,Wauseon (Wauseon),49,0,,
1,Fayetteville (Fayetteville),6,Cedarville (Cedarville),49,0,,
1,Field (Mogadore),0,Mogadore (Mogadore),34,0,,
1,Finneytown (Cincinnati),28,Attica,0,0,,IN
1,Firelands (Oberlin),6,Edison (Milan),35,0,,
1,Firestone (Akron),15,Cuyahoga Falls (Cuyahoga Falls),0,0,,
1,Fisher Catholic (Lancaster),7,Crooksville (Crooksville),59,0,,
1,Fort Frye (Beverly),21,Marietta (Marietta),18,0,,
1,Fort Loramie (Fort Loramie),28,Minster (Minster),41,0,,
1,Fort Recovery (Fort Recovery),30,Wayne Trace (Haviland),32,0,,
1,Fostoria (Fostoria),19,Van Buren (Van Buren),14,0,,
1,Franklin (Franklin),14,Bishop Fenwick (Franklin),28,0,,
1,Franklin Heights (Columbus),28,Bexley (Columbus),14,0,,
1,Garfield (Garrettsville),42,Cardinal (Middlefield),0,0,,
1,Garfield Heights (Garfield Heights),0,Lutheran West (Rocky River),28,0,,
1,Geneva (Geneva),42,University School (Hunting Valley),21,0,,
1,Gibsonburg (Gibsonburg),6,Ottawa Hills (Toledo),29,0,,
1,Gilmour Academy (Gates Mills),35,Valley Forge (Parma Heights),6,0,,
1,Graham Local (St Paris),15,West Liberty-Salem (West Liberty),48,0,,
1,Greeneview (Jamestown),28,Northridge (Dayton),14,0,,
1,Grove City Christian (Grove City),42,Miami Valley Christian Academy (Cincinnati),6,0,,
1,Groveport Madison (Groveport),0,Canal Winchester (Canal Winchester),17,0,,
1,Marion Harding (Marion),20,Mount Vernon (Mount Vernon),45,0,,
1,Harrison (Harrison),37,Taylor (Cleves),8,0,,
1,Harvey (Painesville),42,Rocky River (Rocky River),55,0,,
1,Heath (Heath),48,Liberty Union (Baltimore),0,0,,
1,Highland (Marengo),35,Fredericktown (Fredericktown),0,0,,
1,Hillsdale (Jeromesville),34,Black River (Sullivan),8,0,,
1,Hilltop (West Unity),6,Ridgedale (Morral),20,0,,
1,Hubbard (Hubbard),10,Youngstown East (Youngstown),6,0,,
1,Hudson (Hudson),35,Highland (Medina),21,0,,
1,Hughes (Cincinnati),12,Corbin,47,0,,KY
1,Independence (Independence),6,Columbia (Columbia Station),41,0,,
1,Indian Lake (Lewistown),12,Anna (Anna),49,0,,
1,Indian Valley (Gnadenhutten),33,Ellet (Akron),14,0,,
1,Jefferson Area (Jefferson),21,Girard (Girard),42,0,,
1,John Glenn (New Concord),28,Circleville (Circleville),0,0,,
1,John Hay (Cleveland),14,Villa Angela-St Joseph (Cleveland),40,0,,
1,John Marshall (Cleveland),12,Lakewood (Lakewood),48,0,,
1,Jonathan Alder (Plain City),47,Fairbanks (Milford Center),0,0,,
1,Garfield (Akron),22,Springfield (Akron),20,0,,
1,Kenton (Kenton),12,Coldwater (Coldwater),29,0,,
1,Kenton Ridge (Springfield),7,Mechanicsburg (Mechanicsburg),38,0,,
1,Keystone (La Grange),41,Northwestern (West Salem),0,0,,
1,Kings (Kings Mills),29,Sycamore (Cincinnati),22,0,,
1,Kirtland (Kirtland),14,Dalton (Dalton),7,0,,
1,River Valley (Bidwell),6,Eastern (Reedsville),55,0,,
1,Lakeview (Cortland),41,LaBrae (Leavittsburg),14,0,,
1,Lakota (Kansas),7,Monroeville (Monroeville),27,0,,
1,Lakota East (Liberty Township),12,Centerville (Centerville),30,0,,
1,Lakota West (West Chester),0,St Xavier (Cincinnati),10,0,,
1,Lebanon (Lebanon),27,Springboro (Springboro),14,0,,
1,Leetonia (Leetonia),6,Fairport Harding (Fairport Harbor),47,0,,
1,Leipsic (Leipsic),25,Lake (Millbury),19,0,,
1,Liberty (Youngstown),20,Edgewood (Ashtabula),58,0,,
1,Liberty Center (Liberty Center),35,Tinora (Defiance),14,0,,
1,Licking Heights (Pataskala),26,Johnstown (Johnstown),22,0,,
1,Licking Valley (Newark),14,Sheridan (Thornville),33,0,,
1,Lima Senior (Lima),36,Piqua (Piqua),31,0,,
1,Gahanna Lincoln (Gahanna),10,Mason (Mason),5,0,,
1,Linden McKinley (Columbus),6,Amanda-Clearcreek (Amanda),38,0,,
1,Lockland (Lockland),6,Ludlow,42,0,,KY
1,Logan (Logan),0,Jackson (Jackson),22,0,,
1,London (London),62,Washington (Washington Court House),14,0,,
1,Lorain (Lorain),35,Brush (Lyndhurst),7,0,,
1,Louisville (Louisville),21,New Philadelphia (New Philadelphia),42,0,,
1,Loveland (Loveland),16,Middletown (Middletown),31,0,,
1,Lowellville (Lowellville),22,Columbiana (Columbiana),21,0,,
1,Lucas (Lucas),14,Clear Fork (Bellville),17,0,,
1,Lutheran East (Cleveland Heights),42,John Adams (Cleveland),0,0,,
1,Madison (Madison),7,Perry (Perry),32,0,,
1,Malvern (Malvern),26,Western Reserve (Berlin Center),7,0,,
1,Manchester (New Franklin),30,Carrollton (Carrollton),37,0,,
1,Mansfield Senior (Mansfield),14,St Vincent-St Mary (Akron),35,0,,
1,Mapleton (Ashland),20,Loudonville (Loudonville),35,0,,
1,Margaretta (Castalia),14,Vermilion (Vermilion),21,0,,
1,Marion Local (Maria Stein),29,Wapakoneta (Wapakoneta),26,0,,
1,Marion-Franklin (Columbus),8,Granville (Granville),27,0,,
1,Martins Ferry (Martins Ferry),39,Shadyside (Shadyside),36,0,,
1,Marysville (Marysville),24,New Albany (New Albany),17,0,,
1,Maysville (Zanesville),17,Meadowbrook (Byesville),20,0,,
1,McComb (McComb),42,Allen East (Harrod),7,0,,
1,Medina (Medina),48,Stow-Munroe Falls (Stow),18,0,,
1,St Marys Memorial (St Marys),0,St Henry (St Henry),17,0,,
1,Mentor (Mentor),26,Jackson (Massillon),21,0,,
1,Miami East (Casstown),28,Greenon (Enon),6,0,,
1,Miami Trace (Washington Court House),27,Waverly (Waverly),26,0,,
1,Midview (Grafton),28,Westlake (Westlake),42,0,,
1,Mifflin (Columbus),8,KIPP Columbus (Columbus),30,0,,
1,Milford (Milford),42,Edgewood (Trenton),7,0,,
1,Minerva (Minerva),0,East Liverpool (East Liverpool),50,0,,
1,Montpelier (Montpelier),6,Antwerp (Antwerp),42,0,,
1,Morgan (McConnelsville),52,River View (Warsaw),0,0,,
1,Mount Gilead (Mount Gilead),15,Triad (North Lewisburg),8,0,,
1,Mount Healthy (Cincinnati),24,Little Miami (Morrow),0,0,,
1,National Trail (New Paris),12,Milton-Union (West Milton),27,0,,
1,Nelsonville-York (Nelsonville),12,Trimble (Glouster),14,0,,
1,Newark (Newark),35,Zanesville (Zanesville),21,0,,
1,Newark Catholic (Newark),21,Bishop Ready (Columbus),53,0,,
1,New Bremen (New Bremen),7,Bath (Lima),14,0,,
1,New Richmond (New Richmond),40,Bethel-Tate (Bethel),35,0,,
1,North (Akron),28,Coventry (Akron),0,0,,
1,North (Eastlake),14,Lakeside (Ashtabula),22,0,,
1,North Baltimore (North Baltimore),48,Vanlue (Vanlue),14,0,,
1,North Central (Pioneer),30,Woodmore (Elmore),6,0,,
1,North College Hill (Cincinnati),6,Catholic Central (Springfield),21,0,,
1,Northland (Columbus),21,Walnut Ridge (Columbus),22,0,,
1,Northmont (Clayton),28,Butler (Vandalia),10,0,,
1,Northmor (Galion),42,Upper Sandusky (Upper Sandusky),21,0,,
1,North Olmsted (North Olmsted),7,North Ridgeville (North Ridgeville),41,0,,
1,Northridge (Johnstown),0,East Knox (Howard),14,0,,
1,North Royalton (North Royalton),43,Maple Heights (Maple Heights),34,0,,
1,North Union (Richwood),15,Pleasant (Marion),21,0,,
1,Norton (Norton),35,Northwest (Canal Fulton),6,0,,
1,Northwest (Cincinnati),7,Wilmington (Wilmington),28,0,,
1,Northwest (McDermott),38,Southeastern (Chillicothe),8,0,,
1,Northwestern (Springfield),20,Southeastern Local (South Charleston),28,0,,
1,Northwood (Northwood),7,Rossford (Rossford),28,0,,
1,Norwood (Norwood),7,Madeira (Cincinnati),42,0,,
1,Notre Dame (Portsmouth),78,Manchester (Manchester),6,0,,
1,Oak Hill (Oak Hill),9,Wellston (Wellston),12,0,,
1,Oak Hills (Cincinnati),24,Turpin (Cincinnati),31,0,,
1,Oakwood (Dayton),19,Mariemont (Cincinnati),22,0,,
1,Olentangy Berlin (Delaware),13,Hilliard Bradley (Hilliard),20,0,,
1,Ontario (Ontario),17,Lexington (Lexington),14,0,,
1,Orange (Pepper Pike),49,Beachwood (Beachwood),0,0,,
1,Olentangy Orange (Lewis Center),42,West Clermont (Cincinnati),35,0,,
1,Otsego (Tontogany),31,Bowling Green (Bowling Green),44,0,,
1,Ottawa-Glandorf (Ottawa),18,Eastwood (Pemberville),21,0,,
1,Padua Franciscan (Parma),21,Holy Name (Parma Heights),9,0,,
1,Patrick Henry (Hamler),39,Hicksville (Hicksville),0,0,,
1,Ponitz Tech (Dayton),0,Valley View (Germantown),59,0,,
1,Perkins (Sandusky),81,Woodward (Toledo),0,0,,
1,Perry (Lima),6,Lehman Catholic (Sidney),76,0,,
1,Pickerington Central (Pickerington),28,Olentangy Liberty (Powell),17,0,,
1,Pickerington North (Pickerington),39,Elder (Cincinnati),35,0,,
1,Piketon (Piketon),28,Goshen (Goshen),22,0,,
1,Plymouth (Plymouth),40,Oberlin (Oberlin),20,0,,
1,Poland Seminary (Poland),38,Salem (Salem),6,0,,
1,Port Clinton (Port Clinton),47,Waite (Toledo),0,0,,
1,Preble Shawnee (Camden),13,Madison (Middletown),33,0,,
1,Princeton (Cincinnati),41,Elyria (Elyria),7,0,,
1,Pymatuning Valley (Andover),22,Mineral Ridge (Mineral Ridge),29,0,,
1,Revere (Richfield),0,Woodridge (Peninsula),28,0,,
1,Reynoldsburg (Reynoldsburg),6,Upper Arlington (Upper Arlington),35,0,,
1,Rhodes (Cleveland),8,Hawken (Gates Mills),49,0,,
1,Richmond Heights (Richmond Heights),0,Chippewa (Doylestown),1,0,,
1,Riverside (De Graff),14,Ansonia (Ansonia),30,0,,
1,Riverside (Painesville),14,Notre Dame-Cathedral Latin (Chardon),3,0,,
1,River Valley (Caledonia),20,Ashland (Ashland),26,0,,
1,Rock Hill (Ironton),7,Minford (Minford),17,0,,
1,Roger Bacon (St Bernard),33,Indian Hill (Cincinnati),20,0,,
1,Rogers (Toledo),6,Elida (Elida),42,0,,
1,Rootstown (Rootstown),42,Crestwood (Mantua),30,0,,
1,St Bernard-Elmwood Place (St Bernard),42,Dayton Christian (Miamisburg),0,0,,
1,St Charles (Columbus),21,Chillicothe (Chillicothe),18,0,,
1,St Clairsville (St Clairsville),40,Canton South (Canton),42,0,,
1,St Francis de Sales (Toledo),8,Perrysburg (Perrysburg),46,0,,
1,St Ignatius (Cleveland),11,Springfield (Springfield),27,0,,
1,St Thomas Aquinas (Louisville),0,Campbell Memorial (Campbell),30,0,,
1,Sandusky (Sandusky),32,Clay (Oregon),33,0,,
1,Scott (Toledo),8,Clearview (Lorain),36,0,,
1,Shaker Heights (Shaker Heights),39,South (Willoughby),26,0,,
1,Shaw (East Cleveland),0,Mayfield (Mayfield),58,0,,
1,Shelby (Shelby),41,Madison Comprehensive (Mansfield),14,0,,
1,Shenandoah (Sarahsville),8,Union Local (Belmont),20,0,,
1,Sidney (Sidney),19,Bellefontaine (Bellefontaine),46,0,,
1,Solon (Solon),0,Olmsted Falls (Olmsted Falls),35,0,,
1,South (Columbus),18,Archbishop Carroll (Dayton),21,0,,
1,Southeast (Ravenna),31,Wickliffe (Wickliffe),23,0,,
1,Southern (Racine),28,South Gallia (Crown City),32,0,,
1,Southern (Salineville),22,McDonald (McDonald),25,0,,
1,South Range (Canfield),41,Springfield (New Middletown),14,0,,
1,Spencerville (Spencerville),28,Ridgemont (Mt Victory),12,0,,
1,Springfield (Holland),20,Maumee (Maumee),27,0,,
1,Start (Toledo),0,Norwalk (Norwalk),27,0,,
1,Stebbins (Riverside),0,Shawnee (Springfield),41,0,,
1,Strasburg-Franklin (Strasburg),0,Rittman (Rittman),27,0,,
1,Streetsboro (Streetsboro),36,Cuyahoga Valley Christian Academy (Cuyahoga Falls),22,0,,
1,Strongsville (Strongsville),14,Avon Lake (Avon Lake),19,0,,
1,Struthers (Struthers),37,Beaver Local (East Liverpool),20,0,,
1,Summit Country Day (Cincinnati),0,Cincinnati Country Day (Cincinnati),30,0,,
1,Swanton (Swanton),0,Paulding (Paulding),36,0,,
1,Sylvania Northview (Sylvania),0,Sylvania Southview (Sylvania),34,0,,
1,Talawanda (Oxford),0,Monroe (Monroe),28,0,,
1,Teays Valley (Ashville),17,Lancaster (Lancaster),24,0,,
1,Tecumseh (New Carlisle),32,Fairborn (Fairborn),15,0,,
1,Tippecanoe (Tipp City),7,Bellbrook (Bellbrook),21,0,,
1,Trinity (Garfield Heights),38,St John School (Ashtabula),6,0,,
1,Tri-Valley (Dresden),17,St Francis DeSales (Columbus),21,0,,
1,Triway (Wooster),7,West Holmes (Millersburg),41,0,,
1,Troy (Troy),53,Dunbar (Dayton),6,0,,
1,Troy Christian (Troy),6,Tri-Village (New Madison),41,0,,
1,Tuscarawas Valley (Zoarville),21,Waynedale (Apple Creek),6,0,,
1,Tuslaw (Massillon),6,Smithville (Smithville),21,0,,
1,Tri-County North (Lewisburg),14,Brookville (Brookville),54,0,,
1,Unioto (Chillicothe),21,Vinton County (McArthur),20,0,,
1,Upper Scioto Valley (McGuffey),22,Ada (Ada),24,0,,
1,Utica (Utica),7,Centerburg (Centerburg),34,0,,
1,Van Wert (Van Wert),47,Bryan (Bryan),21,0,,
1,Warrensville Heights (Warrensville Heights),32,Marlington (Alliance),39,0,,
1,Waterloo (Atwater),6,United (Hanoverton),41,0,,
1,Watkins Memorial (Pataskala),21,Worthington Kilbourne (Columbus),0,0,,
1,Waynesfield-Goshen (Waynesfield),42,Mississinawa Valley (Union City),0,0,,
1,Waynesville (Waynesville),8,Clinton-Massie (Clarksville),38,0,,
1,West (Columbus),0,Hilliard Davidson (Hilliard),56,0,,
1,West Branch (Beloit),19,Canfield (Canfield),38,0,,
1,West Carrollton (West Carrollton),0,Miamisburg (Miamisburg),49,0,,
1,Western Brown (Mount Orab),38,Hillsboro (Hillsboro),27,0,,
1,Western Hills (Cincinnati),12,GlenOak (Canton),42,0,,
1,Western Reserve (Collins),33,Wellington (Wellington),10,0,,
1,Westerville Central (Westerville),12,Westerville North (Westerville),21,0,,
1,Westerville South (Westerville),15,Dublin Jerome (Dublin),30,0,,
1,Westfall (Williamsport),38,Madison-Plains (London),12,0,,
1,West Jefferson (West Jefferson),29,Africentric Early College (Columbus),22,0,,
1,Westland (Galloway),29,Briggs (Columbus),31,0,,
1,Wheelersburg (Wheelersburg),14,Ironton (Ironton),17,0,,
1,Whitehall-Yearling (Whitehall),19,Hamilton Township (Columbus),41,0,,
1,Whitmer (Toledo),35,Olentangy (Lewis Center),46,0,,
1,Willard (Willard),35,South Central (Greenwich),6,0,,
1,Williamsburg (Williamsburg),46,Batavia (Batavia),12,0,,
1,Winton Woods (Cincinnati),21,Trotwood-Madison (Trotwood),7,0,,
1,Woodward (Cincinnati),0,Reading (Reading),47,0,,
1,Wooster (Wooster),33,Orrville (Orrville),31,0,,
1,Thomas Worthington (Worthington),27,Beechcroft (Columbus),26,0,,
1,Worthington Christian (Worthington),21,Danville (Danville),55,0,,
1,Wyoming (Cincinnati),16,Ross (Hamilton),12,0,,
1,Valley Christian School (Youngstown),30,Crestview (Columbiana),12,0,,
1,Zane Trace (Chillicothe),23,Logan Elm (Circleville),39,0,,
1,Clark Montessori (Cincinnati),0,Cincinnati College Prep (Cincinnati),18,0,,
1,Ballard,41,Pulaski Southwestern,34,0,KY,KY
1,Bath County,20,Fairview (Ashland),6,0,KY,KY
1,Beechwood,31,Archbishop McNicholas (Cincinnati),14,0,KY,
1,Belfry (Belfry),48,Breathitt County (Jackson),14,0,KY,KY
1,Boyd County (Ashland),46,South Point (South Point),7,0,KY,
1,Bryan Station,3,Trinity (Louisville),36,0,KY,KY
1,Central (Louisville),0,DuPont Manual,26,0,KY,KY
1,Dixie Heights (Covington),19,Simon Kenton,29,0,KY,KY
1,Greenup County,28,Dawson-Bryant (Coal Grove),36,0,KY,
1,Highlands (Fort Thomas),34,Lexington Catholic,27,0,KY,KY
1,Madison Central,21,Johnson Central,28,0,KY,KY
1,Mason County,8,Russell (Russell),28,0,KY,KY
1,Nicholas County,32,Lewis County (Vanceburg),30,0,KY,KY
1,Paul Dunbar,21,Conner,45,0,KY,KY
1,Pleasure Ridge Park,18,Taft (Cincinnati),40,0,KY,
1,Pulaski County,12,Pikeville (Pikeville),34,1,KY,KY
1,Raceland (Raceland),21,Ashland Blazer (Ashland),28,0,KY,KY
1,Ryle (Union),22,Covington Catholic (Park Hills),37,0,KY,KY
1,Sayre (Lexington),41,Holy Cross (Covington),3,0,KY,KY
1,Scott (Covington),6,Campbell County (Alexandria),56,0,KY,KY
1,Walton-Verona (Walton),27,Bishop Brossart (Alexandria),14,0,KY,KY
1,Cooper (Union),35,Bardstown,14,0,KY,KY
1,Floyd Central (Eastern),28,Paintsville,22,0,KY,KY
1,Ben Davis,49,Archbishop Moeller (Cincinnati),28,0,IN,
1,Brebeuf Jesuit Preparatory,23,Bishop Chatard (Indianapolis),49,0,IN,IN
1,Brownsburg,51,Fort Wayne Bishop Dwenger,7,0,IN,IN
1,Concord,16,Elkhart (Elkhart),6,0,IN,IN
1,Connersville,19,Richmond,13,0,IN,IN
1,East Central (St Leon),42,Lawrenceburg (Lawrenceburg),7,0,IN,IN
1,Floyd Central,13,St Xavier (Louisville),52,0,IN,KY
1,Fremont,7,Shenandoah,28,0,IN,IN
1,Knightstown,20,Hagerstown,51,0,IN,IN
1,Lafayette Jefferson,14,Cathedral (Indianapolis),55,0,IN,IN
1,South Decatur,14,North Decatur,41,0,IN,IN
1,Calumet Christian (Griffith),41,Fort Wayne Blackhawk Christian,8,0,IN,IN
1,McCallie,53,Chattanooga Christian (Chattanooga),13,0,TN,TN
1,IMG Academy (Bradenton),35,David Lipscomb (Nashville),10,0,FL,TN
1,Valdosta (Valdosta),17,Massillon Washington (Massillon),28,0,GA,
1,Bay (Bay Village),42,Cleveland Central Catholic (Cleveland),6,0,,
1,Bradford (Bradford),22,Middletown Christian (club) (Franklin),0,0,,
1,Cardinal Stritch Catholic (Oregon),41,St Joseph Central Catholic (Fremont),6,0,,
1,Clermont Northeastern (Batavia),28,Riverview East Academy (Cincinnati),0,0,,
1,Glenville (Cleveland),36,Dinwiddie,13,1,,VA
1,Green (Franklin Furnace),0,Fairfield Christian Academy (Lancaster),42,0,,
1,Archbishop Hoban (Akron),45,Frederick Douglass (Lexington),6,1,,KY
1,Huron (Huron),31,St Paul (Norwalk),28,0,,
1,Meigs (Pomeroy),0,Gallia Academy (Gallipolis),39,0,,
1,New Miami (Hamilton),6,Gamble Montessori (Cincinnati),56,0,,
1,Kent Roosevelt (Kent),28,Ravenna (Ravenna),20,0,,
1,Tuscarawas Central Catholic (New Philadelphia),0,Conotton Valley (Bowerston),48,0,,
1,Columbus Crusaders (club) (Columbus),27,Landmark Eagles (club) (Cincinnati),22,0,,
1,Peebles (club) (Peebles),56,Southern Buckeye (club) (Russellville),8,0,,
1,Bellevue,1,Eminence,0,0,KY,KY
1,Center Grove,10,St Edward (Lakewood),27,1,IN,
2,St Marys (St Marys),34,Doddridge County,14,0,WV,WV
2,Avon Lake (Avon Lake),37,Benedictine (Cleveland),15,0,,
2,Bedford (Bedford),12,East (Akron),13,0,,
2,Briggs (Columbus),48,Whetstone (Columbus),18,0,,
2,Scott (Toledo),38,St Francis de Sales (Toledo),37,0,,
2,KIPP Columbus (Columbus),14,Eastmoor Academy (Columbus),28,0,,
2,George Washington (Charleston),21,Cabell Midland (Ona),49,0,WV,WV
2,Mingo Central (Matewan),38,Tug Valley (Williamson),0,0,WV,WV
2,Dearborn,7,Novi Detroit Catholic Central (Novi),28,0,MI,MI
2,Parma Western,21,Dearborn Divine Child,7,0,MI,MI
2,Richmond,7,Eaton (Eaton),49,0,IN,
2,Ada (Ada),27,Riverdale (Mt Blanchard),40,0,,
