week,away,away_score,home,home_score,neutral,away_state,home_state
3,Marlington (Alliance),42,Manchester (New Franklin),13,0,,
3,Mason (Mason),6,Hamilton (Hamilton),37,0,,
3,Maumee (Maumee),42,Bowsher (Toledo),0,0,,
3,McClain (Greenfield),15,Paint Valley (Bainbridge),29,0,,
3,McDonald (McDonald),28,Campbell Memorial (Campbell),6,0,,
3,Niles McKinley (Niles),34,LaBrae (Leavittsburg),0,0,,
3,Mentor (Mentor),31,Riverside (Painesville),34,0,,
3,Miami Valley Christian Academy (Cincinnati),12,Deer Park (Cincinnati),47,0,,
3,Middletown (Middletown),17,Sycamore (Cincinnati),35,0,,
3,Mifflin (Columbus),0,Kenton Ridge (Springfield),31,0,,
3,Milford (Milford),52,Loveland (Loveland),34,0,,
3,Milton-Union (West Milton),14,Oakwood (Dayton),35,0,,
3,Mineral Ridge (Mineral Ridge),42,St Thomas Aquinas (Louisville),6,0,,
3,Archbishop Moeller (Cincinnati),28,East Central (St Leon),38,0,,IN
3,Mogadore (Mogadore),14,Dalton (Dalton),47,0,,
3,Mohawk (Sycamore),12,Margaretta (Castalia),17,0,,
3,Monroe (Monroe),20,Bishop Fenwick (Franklin),23,0,,
3,Monroe Central (Woodsfield),22,River (Hannibal),44,0,,
3,Monroeville (Monroeville),40,Seneca East (Attica),21,0,,
3,Mount Gilead (Mount Gilead),22,Grove City Christian (Grove City),0,0,,
3,Mount Healthy (Cincinnati),22,Wilmington (Wilmington),7,0,,
3,Mount Vernon (Mount Vernon),0,Delaware Hayes (Delaware),42,0,,
3,Napoleon (Napoleon),14,Sylvania Northview (Sylvania),17,0,,
3,Nelsonville-York (Nelsonville),47,Liberty Union (Baltimore),19,0,,
3,Newark (Newark),14,Marion Harding (Marion),34,0,,
3,Newcomerstown (Newcomerstown),52,Conotton Valley (Bowerston),20,0,,
3,New Lexington (New Lexington),13,John Glenn (New Concord),14,0,,
3,Nordonia (Macedonia),35,Mayfield (Mayfield),14,0,,
3,Normandy (Parma),13,Garfield (Garrettsville),52,0,,
3,North (Akron),12,Cuyahoga Falls (Cuyahoga Falls),26,0,,
3,North College Hill (Cincinnati),0,Cincinnati Country Day (Cincinnati),35,0,,
3,Northmont (Clayton),47,Dunbar (Dayton),16,0,,
3,Northmor (Galion),33,Mapleton (Ashland),40,0,,
3,North Ridgeville (North Ridgeville),20,North Royalton (North Royalton),17,0,,
3,North Union (Richwood),14,Zane Trace (Chillicothe),17,0,,
3,Norwalk (Norwalk),42,Rogers (Toledo),26,0,,
3,Northwest (Canal Fulton),26,Louisville (Louisville),14,0,,
3,Northwest (Cincinnati),3,Ross (Hamilton),48,0,,
3,Northwestern (Springfield),15,Miami East (Casstown),17,0,,
3,Northwestern (West Salem),22,Columbia (Columbia Station),57,0,,
3,Norwayne (Creston),38,Heath (Heath),25,0,,
3,Norwood (Norwood),16,Cincinnati College Prep (Cincinnati),34,0,,
3,Notre Dame-Cathedral Latin (Chardon),38,Bedford (Bedford),0,0,,
3,Oak Hills (Cincinnati),21,Colerain (Cincinnati),14,0,,
3,Oberlin (Oberlin),0,Lutheran East (Cleveland Heights),40,0,,
3,Olentangy (Lewis Center),31,Westerville South (Westerville),14,0,,
3,Olentangy Liberty (Powell),28,Gahanna Lincoln (Gahanna),46,0,,
3,Olmsted Falls (Olmsted Falls),42,Canfield (Canfield),14,0,,
3,Orange (Pepper Pike),28,Wickliffe (Wickliffe),14,0,,
3,Orrville (Orrville),50,Springfield (Akron),6,0,,
3,Otsego (Tontogany),0,Liberty Center (Liberty Center),45,0,,
3,Ottawa Hills (Toledo),49,Swanton (Swanton),7,0,,
3,Padua Franciscan (Parma),21,Bishop Watterson (Columbus),24,0,,
3,Pandora-Gilboa (Pandora),14,Leipsic (Leipsic),21,0,,
3,Parkway (Rockford),15,New Bremen (New Bremen),50,0,,
3,Ponitz Tech (Dayton),6,Miamisburg (Miamisburg),57,0,,
3,Perry (Lima),26,Crestline (Crestline),8,0,,
3,Perry (Perry),24,Kirtland (Kirtland),6,0,,
3,Perrysburg (Perrysburg),49,Fremont Ross (Fremont),20,0,,
3,Philo (Duncan Falls),34,Morgan (McConnelsville),13,0,,
3,Pickerington Central (Pickerington),17,Centerville (Centerville),28,0,,
3,Piketon (Piketon),42,Valley (Lucasville),14,0,,
3,Piqua (Piqua),14,Stebbins (Riverside),17,0,,
3,Pleasant (Marion),43,Whitehall-Yearling (Whitehall),13,0,,
3,Port Clinton (Port Clinton),7,Oak Harbor (Oak Harbor),42,0,,
3,Preble Shawnee (Camden),28,National Trail (New Paris),13,0,,
3,Purcell Marian (Cincinnati),35,Madeira (Cincinnati),41,0,,
3,Ravenna (Ravenna),14,Revere (Richfield),39,0,,
3,Reading (Reading),70,Summit Country Day (Cincinnati),7,0,,
3,Reynoldsburg (Reynoldsburg),20,Marysville (Marysville),31,0,,
3,Rhodes (Cleveland),20,Trinity (Garfield Heights),19,0,,
3,Richmond Heights (Richmond Heights),6,Canton Central Catholic (Canton),35,0,,
3,Ridgedale (Morral),32,Ridgemont (Mt Victory),16,0,,
3,Rittman (Rittman),40,Fairport Harding (Fairport Harbor),13,0,,
3,Riverdale (Mt Blanchard),32,Elmwood (Bloomdale),46,0,,
3,Riverside (De Graff),45,Spencerville (Spencerville),10,0,,
3,River View (Warsaw),6,Tuslaw (Massillon),40,0,,
3,Rock Hill (Ironton),47,Oak Hill (Oak Hill),13,0,,
3,Rocky River (Rocky River),28,Perkins (Sandusky),59,0,,
3,Rootstown (Rootstown),14,Field (Mogadore),7,0,,
3,St Charles (Columbus),41,Independence (Columbus),8,0,,
3,St Francis DeSales (Columbus),14,Walsh Jesuit (Cuyahoga Falls),48,0,,
3,St Joseph Central Catholic (Fremont),6,South Central (Greenwich),73,0,,
3,St Paul (Norwalk),25,Calvert (Tiffin),35,0,,
3,St Vincent-St Mary (Akron),11,Wayne (Huber Heights),22,0,,
3,St Xavier (Cincinnati),11,McCallie,34,0,,TN
3,Salem (Salem),0,East Liverpool (East Liverpool),28,0,,
3,Shadyside (Shadyside),26,Buckeye Local (Rayland),0,0,,
3,Shawnee (Lima),17,Bath (Lima),20,0,,
3,Shawnee (Springfield),42,Tecumseh (New Carlisle),14,0,,
3,Shelby (Shelby),33,Bellevue (Bellevue),35,0,,
3,Shenandoah (Sarahsville),22,Waterford (Waterford),24,0,,
3,Sheridan (Thornville),41,Logan (Logan),10,0,,
3,Sidney (Sidney),15,Xenia (Xenia),24,0,,
3,Smithville (Smithville),7,Lucas (Lucas),41,0,,
3,Solon (Solon),27,Shaker Heights (Shaker Heights),53,0,,
3,Canton South (Canton),35,Sandy Valley (Magnolia),27,0,,
3,South (Willoughby),33,Brush (Lyndhurst),32,0,,
3,Southeast (Ravenna),33,Champion (Warren),20,0,,
3,Springboro (Springboro),7,Elder (Cincinnati),28,0,,
3,Springfield (New Middletown),14,Geneva (Geneva),21,0,,
3,Springfield (Springfield),20,Trotwood-Madison (Trotwood),21,0,,
3,Start (Toledo),28,Springfield (Holland),33,0,,
3,Amherst Steele (Amherst),41,North Olmsted (North Olmsted),13,0,,
3,Strongsville (Strongsville),7,Berea-Midpark (Berea),41,0,,
3,Talawanda (Oxford),7,Eaton (Eaton),28,0,,
3,Teays Valley (Ashville),7,Watkins Memorial (Pataskala),28,0,,
3,Triad (North Lewisburg),19,Southeastern Local (South Charleston),42,0,,
3,Tri-Valley (Dresden),14,Clinton-Massie (Clarksville),24,0,,
3,Tri-Village (New Madison),35,Twin Valley South (West Alexandria),14,0,,
3,Troy Christian (Troy),7,Madison (Middletown),38,0,,
3,Tuscarawas Valley (Zoarville),39,Martins Ferry (Martins Ferry),24,0,,
3,Union Local (Belmont),32,John Marshall (Glen Dale),25,0,,WV
3,Upper Arlington (Upper Arlington),8,Pickerington North (Pickerington),28,0,,
3,Upper Sandusky (Upper Sandusky),6,Galion (Galion),41,0,,
3,Urbana (Urbana),42,Bethel (Tipp City),17,0,,
3,Vermilion (Vermilion),49,Willard (Willard),20,0,,
3,Versailles (Versailles),41,St John's (Delphos),0,0,,
3,Vinton County (McArthur),20,Trimble (Glouster),6,0,,
3,Wadsworth (Wadsworth),23,Medina (Medina),40,0,,
3,Waite (Toledo),14,Clyde (Clyde),42,0,,
3,Walnut Hills (Cincinnati),12,Kings (Kings Mills),35,0,,
3,Walnut Ridge (Columbus),0,New Albany (New Albany),43,0,,
3,Wapakoneta (Wapakoneta),45,Ottawa-Glandorf (Ottawa),0,0,,
3,Warren (Vincent),3,Fairfield Union (Lancaster),42,0,,
3,Washington (Washington Court House),42,Marion-Franklin (Columbus),6,0,,
3,Wauseon (Wauseon),14,Eastwood (Pemberville),7,0,,
3,Waverly (Waverly),28,Unioto (Chillicothe),14,0,,
3,Waynedale (Apple Creek),14,Triway (Wooster),17,0,,
3,Waynesfield-Goshen (Waynesfield),35,Upper Scioto Valley (McGuffey),6,0,,
3,Waynesville (Waynesville),34,Blanchester (Blanchester),14,0,,
3,Wellington (Wellington),14,Plymouth (Plymouth),20,0,,
3,Wellston (Wellston),18,Minford (Minford),42,0,,
3,Western Brown (Mount Orab),14,London (London),49,0,,
3,Western Hills (Cincinnati),26,New Richmond (New Richmond),48,0,,
3,West Clermont (Cincinnati),13,Winton Woods (Cincinnati),21,0,,
3,West Geauga (Chesterland),7,Aurora (Aurora),35,0,,
3,West Holmes (Millersburg),35,Licking Valley (Newark),40,0,,
3,West Jefferson (West Jefferson),49,Madison-Plains (London),14,0,,
3,Westlake (Westlake),35,Warrensville Heights (Warrensville Heights),34,0,,
3,West Liberty-Salem (West Liberty),41,Greeneview (Jamestown),19,0,,
3,West Muskingum (Zanesville),0,Garaway (Sugarcreek),28,0,,
3,Wheelersburg (Wheelersburg),20,Jackson (Jackson),28,0,,
3,Whetstone (Columbus),0,Bishop Ready (Columbus),47,0,,
3,Whitmer (Toledo),49,Clay (Oregon),21,0,,
3,Williamsburg (Williamsburg),34,Mariemont (Cincinnati),28,0,,
3,Windham (Windham),6,Jackson-Milton (North Jackson),50,0,,
3,Woodridge (Peninsula),14,Cuyahoga Valley Christian Academy (Cuyahoga Falls),29,0,,
3,Woodward (Toledo),0,Detroit Denby,26,0,,MI
3,Wooster (Wooster),13,New Philadelphia (New Philadelphia),22,0,,
3,Thomas Worthington (Worthington),0,Grove City (Grove City),49,0,,
3,Wynford (Bucyrus),20,Western Reserve (Collins),28,0,,
3,Zanesville (Zanesville),7,St Clairsville (St Clairsville),48,0,,
3,Riverview East Academy (Cincinnati),22,Bellevue,32,0,,KY
3,Dohn Community (Cincinnati),0,Hoover (North Canton),56,0,,
3,Southern Buckeye (club) (Russellville),10,West Union (club) (West Union),36,0,,
3,Buckhannon-Upshur,42,Ripley (Ripley),3,0,WV,WV
3,Cabell Midland (Ona),28,Spring Valley (Huntington),20,0,WV,WV
3,Cameron (Cameron),56,Hundred (Hundred),20,0,WV,WV
3,Hannan (Ashton),6,Paden City (Paden City),73,0,WV,WV
3,Magnolia (New Martinsville),0,Wirt County (Elizabeth),53,0,WV,WV
3,St Marys (St Marys),45,Oak Glen (New Cumberland),13,0,WV,WV
3,Sherman (Seth),8,Tug Valley (Williamson),13,0,WV,WV
3,Tygarts Valley,0,Tucker County,70,0,WV,WV
3,Valley (Wetzel) (Pine Grove),34,Calhoun,25,0,WV,WV
3,Van (Van),8,Wyoming East,6,0,WV,WV
3,Webster County,14,Williamstown (Williamstown),60,0,WV,WV
3,Weir (Weirton),23,Toronto (Toronto),12,0,WV,
3,Wheeling Park (Wheeling),49,Brashear (Pittsburgh),8,0,WV,PA
3,Ashland Blazer (Ashland),42,George Washington (Charleston),21,0,KY,WV
3,Beechwood,49,Dixie Heights (Covington),48,0,KY,KY
3,Butler (Louisville),0,Central (Louisville),34,0,KY,KY
3,Campbell County (Alexandria),35,Highlands (Fort Thomas),67,0,KY,KY
3,Conner,34,Lafayette,7,0,KY,KY
3,Corbin,30,Lexington Catholic,10,0,KY,KY
3,Covington Catholic (Park Hills),50,Simon Kenton,12,0,KY,KY
3,DuPont Manual,24,Taft (Cincinnati),8,0,KY,
3,East Carter,33,Boyd County (Ashland),28,0,KY,KY
3,Greenup County,28,Portsmouth (Portsmouth),22,0,KY,
3,Holy Cross (Covington),21,Grant County,18,0,KY,KY
3,Johnson Central,20,Belfry (Belfry),48,0,KY,KY
3,Male (Louisville),10,St Xavier (Louisville),20,0,KY,KY
3,Pleasure Ridge Park,22,Ballard,49,0,KY,KY
3,Prestonsburg,38,Paintsville,40,0,KY,KY
3,Russell (Russell),7,South Point (South Point),28,0,KY,
3,Sayre (Lexington),14,Ludlow,0,0,KY,KY
3,Scott (Covington),27,Newport Central Catholic,59,0,KY,KY
3,South Oldham,46,Spencer County,0,0,KY,KY
3,Trinity (Louisville),7,Center Grove,34,0,KY,IN
3,Cooper (Union),10,Ryle (Union),20,0,KY,KY
3,Bronson,8,Petersburg-Summerfield,9,0,MI,MI
3,Concord,34,Toledo Christian (Toledo),14,0,MI,
3,Detroit King,0,Carmel,39,0,MI,IN
3,Orchard Lake St Mary,28,St John's Jesuit (Toledo),7,0,MI,
3,Novi Detroit Catholic Central (Novi),21,Central Catholic (Toledo),42,0,MI,
3,River Rouge,6,Grand Rapids Catholic Central,38,0,MI,MI
3,Warren De La Salle,40,Muskegon,28,0,MI,MI
3,Ann Arbor Skyline (Ann Arbor),14,Bedford (Temperance),24,0,MI,MI
3,Moshannon Valley,35,Everett,27,0,PA,PA
3,Central Catholic (Pittsburgh),47,St Ignatius (Cleveland),6,0,PA,
3,Kiski Area,0,Pine-Richland (Gibsonia),48,0,PA,PA
3,Uniontown,34,Brownsville,8,0,PA,PA
3,Farrell (Farrell),24,Warren G Harding (Warren),17,0,PA,
3,Taylor Allderdice (Pittsburgh),21,Altoona,35,0,PA,PA
3,Perry Traditional Academy (Pittsburgh),18,Wheeling Central Catholic (Wheeling),20,0,PA,WV
3,Brookville,7,Struthers (Struthers),48,0,PA,
3,McDowell (Erie),52,Barberton (Barberton),20,0,PA,
3,North East (North East),42,Girard (Girard),2,0,PA,PA
3,Wilmington (New Wilmington),21,Greenville,14,0,PA,PA
3,Central Valley (Monaca),20,Avonworth,28,0,PA,PA
3,Attica,6,Seeger,58,0,IN,IN
3,Edinburgh,14,South Decatur,52,0,IN,IN
3,Fort Wayne Blackhawk Christian,10,Adams Central,54,0,IN,IN
3,Fort Wayne North Side,12,Fort Wayne Bishop Dwenger,21,0,IN,IN
3,Fremont,3,North Central (Pioneer),30,0,IN,
3,Hagerstown,55,Union City (Union City),20,0,IN,IN
3,Hammond Morton,38,Elkhart (Elkhart),48,0,IN,IN
3,Lawrenceburg (Lawrenceburg),28,Milan,21,0,IN,IN
3,North Central (Farmersburg),56,Irvington Prep (Indianapolis),0,0,IN,IN
3,Penn (Mishawaka),6,Cathedral (Indianapolis),35,0,IN,IN
3,Pike,0,Ben Davis,62,0,IN,IN
3,Richmond,3,Anderson,26,0,IN,IN
3,Roncalli (Indianapolis),7,Bishop Chatard (Indianapolis),14,0,IN,IN
3,Southside Crimson Knights (club),0,Landmark Eagles (club) (Cincinnati),54,0,IN,
3,St Michael the Archangel (Fredericksburg),7,DeMatha Catholic (Hyattsville),48,0,VA,MD
3,Hancock (Hancock),8,Madonna (Weirton),49,0,MD,WV
3,Hudson Catholic (Hudson),0,Paramus Catholic (Paramus),55,0,MA,NJ
3,Middletown (Middletown),41,Urbana (Ijamsville),14,0,DE,MD
3,Jones (Orlando),14,Good Counsel (Wheaton),40,0,FL,MD
3,Trinity Catholic (Ocala),10,Clearwater Central Catholic (Clearwater),35,0,FL,FL
3,Banneker,7,Valdosta (Valdosta),48,0,GA,GA
3,Beachwood (Beachwood),24,St John School (Ashtabula),38,0,,
3,Beechcroft (Columbus),18,McComb (McComb),56,0,,
3,Benedictine (Cleveland),44,St Francis (Athol Springs),29,0,,NY
3,Bishop Rosecrans (Zanesville),14,Catholic Central (Steubenville),28,0,,
3,Edgewood (Trenton),14,Badin (Hamilton),42,0,,
3,Lake Catholic (Mentor),27,Buchtel (Akron),13,0,,
3,Newton Falls (Newton Falls),12,Mathews (Vienna),7,0,,
3,Notre Dame (Portsmouth),46,Fisher Catholic (Lancaster),17,0,,
3,Paulding (Paulding),56,Jefferson (Delphos),25,0,,
3,Shroder (Cincinnati),20,St Bernard-Elmwood Place (St Bernard),40,0,,
3,South (Columbus),28,Belmont (Dayton),0,0,,
3,West (Columbus),55,Millersport (Millersport),0,0,,
3,Wyoming (Cincinnati),44,Aiken (Cincinnati),6,0,,
3,Columbus Crusaders (club) (Columbus),20,Kiski Prep (Saltsburg),13,0,,PA
3,Buffalo (Buffalo),0,Petersburg,39,0,WV,WV
3,Linsly (Wheeling),42,Holy Name (Parma Heights),21,0,WV,
3,Bishop Brossart (Alexandria),36,Pineville,18,0,KY,KY
3,Pikeville (Pikeville),13,Lexington Christian,31,0,KY,KY
3,Cathedral Prep (Erie),47,Canisius (Buffalo),36,0,PA,NY
3,Erie (Erie),53,Shaw (East Cleveland),0,0,PA,
3,Tri-State King's Crusaders (club) (Harlan),56,St Mary Central Catholic (Sandusky),34,0,IN,
3,Trinity Episcopal School (Richmond),6,Archbishop Hoban (Akron),34,0,VA,
3,Northern Garrett (Accident),0,Fort Hill (Cumberland),35,0,MD,MD
3,Rock Creek Christian (Upper Marlboro),14,St Edward (Lakewood),42,0,MD,
3,Roosevelt (Washington),0,St John's College (Washington),37,0,DC,DC
3,St Joseph's Collegiate (Buffalo),30,Bill Crothers SS (Unionville),7,0,NY,ON
3,Saint Joseph Regional (Montvale),49,Detroit Cass Tech,14,0,NJ,MI
4,East (Columbus),30,Thurgood Marshall (Dayton),28,0,,
4,Milton-Union (West Milton),51,Lehman Catholic (Sidney),34,0,,
4,National Trail (New Paris),7,Madison (Middletown),34,0,,
4,Scott (Toledo),26,Start (Toledo),30,0,,
4,Trotwood-Madison (Trotwood),35,Archbishop Alter (Kettering),27,0,,
4,Oak Glen (New Cumberland),0,Edison (Richmond),34,0,WV,
4,Perry Traditional Academy (Pittsburgh),6,Westinghouse (Pittsburgh),52,0,PA,PA
4,Ada (Ada),9,Crestview (Convoy),47,0,,
4,Adena (Frankfort),39,Zane Trace (Chillicothe),49,0,,
4,Africentric Early College (Columbus),18,Walnut Ridge (Columbus),12,0,,
4,Alexander (Albany),7,Athens (The Plains),55,0,,
4,Allen East (Harrod),0,Leipsic (Leipsic),21,0,,
4,Anderson (Cincinnati),35,Milford (Milford),56,0,,
4,Ansonia (Ansonia),38,Arcanum (Arcanum),8,0,,
4,Anthony Wayne (Whitehouse),31,Napoleon (Napoleon),14,0,,
4,Antwerp (Antwerp),39,Hicksville (Hicksville),6,0,,
4,Ashland (Ashland),0,New Philadelphia (New Philadelphia),28,0,,
4,Lakeside (Ashtabula),36,Orange (Pepper Pike),7,0,,
4,Avon (Avon),42,Elyria (Elyria),6,0,,
4,Ayersville (Defiance),20,Paulding (Paulding),17,0,,
4,Barberton (Barberton),34,Tallmadge (Tallmadge),20,0,,
4,Bath (Lima),34,Kenton (Kenton),38,0,,
4,Bellaire (Bellaire),42,Shadyside (Shadyside),12,0,,
4,Bellbrook (Bellbrook),49,Ponitz Tech (Dayton),0,0,,
4,Bellefontaine (Bellefontaine),48,Benjamin Logan (Bellefontaine),18,0,,
4,Benedictine (Cleveland),9,Strongsville (Strongsville),27,0,,
4,Berea-Midpark (Berea),7,Avon Lake (Avon Lake),24,0,,
4,Berkshire (Burton),19,Edison (Milan),62,0,,
4,Bethel (Tipp City),24,Riverside (De Graff),28,0,,
4,Bexley (Columbus),26,Grandview Heights (Columbus),21,0,,
4,Big Walnut (Sunbury),31,Delaware Hayes (Delaware),38,0,,
4,Bishop Rosecrans (Zanesville),23,Berne Union (Sugar Grove),21,0,,
4,Blanchester (Blanchester),21,Norwood (Norwood),13,0,,
4,Bloom-Carroll (Carroll),41,Amanda-Clearcreek (Amanda),7,0,,
4,Bowsher (Toledo),14,Woodward (Toledo),0,0,,
4,Brookside (Sheffield),28,Oberlin (Oberlin),6,0,,
4,Brush (Lyndhurst),14,North (Eastlake),26,0,,
4,Buchtel (Akron),46,Bedford (Bedford),0,0,,
4,Buckeye (Medina),51,North Olmsted (North Olmsted),28,0,,
4,Buckeye Central (New Washington),15,Mohawk (Sycamore),56,0,,
4,Buckeye Trail (Lore City),20,Shenandoah (Sarahsville),23,0,,
4,Buckeye Valley (Delaware),18,Washington (Washington Court House),48,0,,
4,Bucyrus (Bucyrus),6,Colonel Crawford (North Robinson),56,0,,
4,Canal Winchester (Canal Winchester),35,Worthington Kilbourne (Columbus),0,0,,
4,Canfield (Canfield),7,Poland Seminary (Poland),10,0,,
4,Canton McKinley (Canton),44,Perry (Massillon),6,0,,
4,Cardinal (Middlefield),34,Independence (Independence),22,0,,
4,Cardinal Mooney (Youngstown),36,Clyde (Clyde),26,1,,
4,Cardinal Stritch Catholic (Oregon),6,Montpelier (Montpelier),39,0,,
4,Archbishop Carroll (Dayton),35,Northwest (Cincinnati),28,0,,
4,Celina (Celina),31,Shawnee (Lima),8,0,,
4,Centennial (Columbus),0,Beechcroft (Columbus),53,0,,
4,Centerburg (Centerburg),7,East Knox (Howard),35,0,,
4,Central Catholic (Toledo),33,Brother Rice (Bloomfield Hills),7,0,,MI
4,Toledo Christian (Toledo),12,NorthPointe Christian (Grand Rapids),48,0,,MI
4,Central Crossing (Grove City),0,Grove City (Grove City),63,0,,
4,Twinsburg (Twinsburg),24,Wadsworth (Wadsworth),35,0,,
4,Chaminade Julienne (Dayton),34,Franklin (Franklin),28,0,,
4,Champion (Warren),13,Brookfield (Brookfield),40,0,,
4,Chaney (Youngstown),14,Marlington (Alliance),6,0,,
4,Chesapeake (Chesapeake),21,Gallia Academy (Gallipolis),47,0,,
4,Cincinnati Hills Christian Academy (Cincinnati),49,Worthington Christian (Worthington),25,0,,
4,Circleville (Circleville),19,Logan Elm (Circleville),40,0,,
4,Clay (Oregon),7,Findlay (Findlay),42,0,,
4,Clear Fork (Bellville),3,Galion (Galion),35,0,,
4,Clearview (Lorain),26,Keystone (La Grange),0,0,,
4,Clermont Northeastern (Batavia),6,New Richmond (New Richmond),47,0,,
4,Cleveland Heights (Cleveland Heights),13,Brunswick (Brunswick),10,0,,
4,Clinton-Massie (Clarksville),28,Mount Healthy (Cincinnati),26,0,,
4,Cloverleaf (Lodi),31,Ravenna (Ravenna),21,0,,
4,Coldwater (Coldwater),37,Anna (Anna),7,0,,
4,Columbia (Columbia Station),21,Firelands (Oberlin),7,0,,
4,Tiffin Columbian (Tiffin),14,Bishop Watterson (Columbus),33,0,,
4,Conneaut (Conneaut),21,Chagrin Falls (Chagrin Falls),0,0,,
4,Cory-Rawson (Rawson),35,North Baltimore (North Baltimore),44,0,,
4,Coventry (Akron),6,Woodridge (Peninsula),63,0,,
4,Crestview (Columbiana),6,Liberty (Youngstown),41,0,,
4,Crestwood (Mantua),26,Wickliffe (Wickliffe),7,0,,
4,Cuyahoga Falls (Cuyahoga Falls),14,Kent Roosevelt (Kent),28,0,,
4,Dalton (Dalton),55,Waynedale (Apple Creek),7,0,,
4,Danbury (Lakeside),12,Holgate (Holgate),58,0,,
4,Danville (Danville),40,Fredericktown (Fredericktown),0,0,,
4,Lisbon David Anderson (Lisbon),37,East Palestine (East Palestine),7,0,,
4,Deer Park (Cincinnati),28,Taylor (Cleves),56,0,,
4,Delta (Delta),28,Bryan (Bryan),49,0,,
4,Dublin Scioto (Dublin),10,Westerville South (Westerville),42,0,,
4,Dunbar (Dayton),36,Landmark Eagles (club) (Cincinnati),2,0,,
4,Dublin Jerome (Dublin),14,Dublin Coffman (Dublin),35,0,,
4,East Canton (East Canton),40,St Thomas Aquinas (Louisville),8,0,,
4,East Clinton (Sabina),6,McClain (Greenfield),22,0,,
4,Eastern (Reedsville),42,Notre Dame (Portsmouth),26,0,,
4,East Liverpool (East Liverpool),13,Beaver Local (East Liverpool),55,0,,
4,Eaton (Eaton),31,Oakwood (Dayton),21,0,,
4,Edgewood (Ashtabula),38,Hawken (Gates Mills),56,0,,
4,Edgewood (Trenton),51,Talawanda (Oxford),7,0,,
4,Ellet (Akron),14,Alliance (Alliance),48,0,,
4,Elmwood (Bloomdale),0,Arlington (Arlington),36,0,,
4,Fairbanks (Milford Center),16,Catholic Central (Springfield),2,0,,
4,Fairborn (Fairborn),6,Sidney (Sidney),56,0,,
4,Fairfield (Fairfield),38,Lakota East (Liberty Township),35,0,,
4,Fairfield Christian Academy (Lancaster),17,Grove City Christian (Grove City),14,0,,
4,Fairfield Union (Lancaster),14,Hamilton Township (Columbus),38,0,,
4,Fairless (Brewster),31,Triway (Wooster),24,0,,
4,Fairport Harding (Fairport Harbor),13,Cuyahoga Heights (Cuyahoga Heights),24,0,,
4,Fayetteville (Fayetteville),13,Eastern (Beaver),39,0,,
4,Bishop Fenwick (Franklin),34,Aiken (Cincinnati),0,0,,
4,Field (Mogadore),49,Springfield (Akron),0,0,,
4,Fisher Catholic (Lancaster),20,Martins Ferry (Martins Ferry),48,0,,
4,Fort Loramie (Fort Loramie),12,Columbus Academy (Gahanna),28,0,,
4,Fostoria (Fostoria),14,Genoa Area (Genoa),55,0,,
4,Fremont Ross (Fremont),7,Whitmer (Toledo),29,0,,
4,Frontier (New Matamoras),0,Cameron (Cameron),52,0,,WV
4,Garaway (Sugarcreek),41,Carrollton (Carrollton),7,0,,
4,Garfield (Garrettsville),42,LaBrae (Leavittsburg),13,0,,
4,Garfield Heights (Garfield Heights),22,Cleveland Central Catholic (Cleveland),0,0,,
4,Geneva (Geneva),35,Lutheran West (Rocky River),7,0,,
4,Grand Valley (Orwell),45,Beachwood (Beachwood),12,0,,
4,Green (Franklin Furnace),0,Southern (Racine),49,0,,
4,Green (Uniontown),13,Jackson (Massillon),20,0,,
4,Greeneview (Jamestown),41,West Jefferson (West Jefferson),42,0,,
4,Greenville (Greenville),6,Butler (Vandalia),46,0,,
4,Groveport Madison (Groveport),28,Westland (Galloway),14,0,,
4,Hamilton (Hamilton),26,Oak Hills (Cincinnati),7,0,,
4,Warren G Harding (Warren),28,St Vincent-St Mary (Akron),42,0,,
4,Harvey (Painesville),49,Brooklyn (Brooklyn),13,0,,
4,Heath (Heath),33,Granville (Granville),41,0,,
4,Highland (Medina),88,Copley (Copley),14,0,,
4,Highland (Marengo),17,Pleasant (Marion),34,0,,
4,Hilliard Darby (Hilliard),7,Hilliard Davidson (Hilliard),35,0,,
4,Hillsboro (Hillsboro),27,Williamsburg (Williamsburg),57,0,,
4,Hillsdale (Jeromesville),14,Norwayne (Creston),49,0,,
4,Holy Name (Parma Heights),17,Elyria Catholic (Elyria),42,0,,
4,Hoover (North Canton),34,Louisville (Louisville),10,0,,
4,Hopewell-Loudon (Bascom),26,Gibsonburg (Gibsonburg),7,0,,
4,Howland (Warren),6,Boardman (Youngstown),37,0,,
4,Hubbard (Hubbard),6,Niles McKinley (Niles),27,0,,
4,Hudson (Hudson),44,Stow-Munroe Falls (Stow),14,0,,
4,Hughes (Cincinnati),21,Monroe (Monroe),7,0,,
4,Independence (Columbus),8,Eastmoor Academy (Columbus),26,0,,
4,Indian Creek (Wintersville),8,Weir (Weirton),41,0,,WV
4,Indian Valley (Gnadenhutten),45,Cambridge (Cambridge),7,0,,
4,Jackson (Jackson),56,Western Brown (Mount Orab),48,0,,
4,Jackson-Milton (North Jackson),23,Mineral Ridge (Mineral Ridge),20,0,,
4,Jefferson (Delphos),0,Bluffton (Bluffton),63,0,,
4,Jefferson Area (Jefferson),0,Perry (Perry),50,0,,
4,John Adams (Cleveland),0,Glenville (Cleveland),38,0,,
4,John F Kennedy (Cleveland),32,East Technical (Cleveland),6,0,,
