week,date,time,away,home,neutral,away_state,home_state
4,2025-09-13,6pm,Crossroads (Illinois) Crusaders (club) (Big Rock),Grand Valley Patriots (club),0,IL,MI
9,2025-10-17,7pm,Life Christian Academy (South Chesterfield),John Paul II Catholic High School (Greenville),0,VA,NC
10,2025-10-25,2pm,Randolph-Macon Academy (Front Royal),Quantico (Quantico),0,VA,VA
